"nvestee_ompany_ame","nvestee_ompany_ation","nvestee_ompany_conomic_ector","nvestment_ate","ound_umber","nvestment_tage","irm_nvestor_ame","und_nvestor_ame","nvestor_quity_otal_illions","isclosed_und_quity_ontribution_illions","ound_quity_otal_illions","isclosed_ebt_ontribution_illions","eal_alue_illions","eal_ank_alue_illions","year"
"Castex Technologies Ltd","India","Consumer Cyclicals",2007-12-26,2,"PIPE","Warburg Pincus LLC","Warburg Pincus Private Equity IX, L.P.",40,40,40,0,0,40,2007
"Catamaran Waterbase Solutions Pvt Ltd","India","Consumer Non-Cyclicals",2013-01-20,1,"Expansion","Hyderabad Angels","Hyderabad Angel Ventures - Unspecified Fund",0,0,0,0,0,0,2013
"Catbus Infolabs Pvt Ltd","India","Industrials",2019-09-17,2,"Expansion","Chiratae Ventures India Advisors Pvt Ltd","Chiratae Ventures India Advisors Pvt Ltd - Unspecified Fund",0,0,0,0,0,0,2019
"Catbus Infolabs Pvt Ltd","India","Industrials",2019-09-17,2,"Expansion","Dream Incubator Inc","Dream Incubator, Inc. - Unspecified Fund",0,0,0,0,0,0,2019
"Catbus Infolabs Pvt Ltd","India","Industrials",2019-09-17,2,"Expansion","Undisclosed Firm","Undisclosed Fund",0,0,0,0,0,0,2019
"Catbus Infolabs Pvt Ltd","India","Industrials",2019-09-17,2,"Expansion","Undisclosed Firm","Undisclosed Fund",0,0,0,0,0,0,2019
"Catbus Infolabs Pvt Ltd","India","Industrials",2019-09-17,2,"Expansion","Venture Catalysts Pvt Ltd","Venture Catalysts Pvt Ltd - Unspecified Fund",0,0,0,0,0,0,2019
"Catbus Infolabs Pvt Ltd","India","Industrials",2020-05-26,3,"Bridge Loan","Trifecta Capital Partners Ltd","Trifecta Capital Fund II",0,0,0,0,0,0,2020
"Catbus Infolabs Pvt Ltd","India","Industrials",2021-08-16,4,"Expansion","Chiratae Ventures India Advisors Pvt Ltd","Chiratae Ventures India Advisors Pvt Ltd - Unspecified Fund",1,0,3,0,0,3,2021
"Catbus Infolabs Pvt Ltd","India","Industrials",2021-08-16,4,"Expansion","Draper Associates Inc","Draper Associates - Unspecified Fund",1,0,3,0,0,3,2021
"Catbus Infolabs Pvt Ltd","India","Industrials",2021-08-16,4,"Expansion","Symphony Asia Holdings Pte. Ltd","Symphony Asia Holdings Pte Ltd - Unspecified Fund",1,0,3,0,0,3,2021
"Catbus Infolabs Pvt Ltd","India","Industrials",2021-08-16,4,"Expansion","Undisclosed Firm","Undisclosed Fund",1,0,3,0,0,3,2021
"Catmoss Retail Pvt Ltd","India","Consumer Cyclicals",2010-08-15,1,"Acquisition","Elevation Capital","SAIF Partners - Unspecified Fund",0,0,0,0,21,21,2010
"Cavinkare Pvt Ltd","India","Consumer Non-Cyclicals",2013-06-03,1,"Acquisition","ChrysCapital LLP","ChrysCapital Management Companies - Unspecified Fund",0,0,0,0,44,44,2013
"CBREX Technologies Pvt Ltd","India","Technology",2022-11-30,1,"Expansion","Waterbridge Ventures II Trust","WaterBridge Ventures Fund II",3,0,3,0,0,3,2022
"CCOT","India","Real Estate",2008-06-19,1,"Real Estate","Hines Interests LP","Hines India Fund",200,200,200,0,0,200,2008
"CEAT Ltd","India","Consumer Cyclicals",2015-05-31,1,"PIPE","Westbridge Capital Management Llc","WestBridge Capital Management, LLC - Unspecified Fund",0,0,0,0,0,0,2015
"CEAT Ltd","India","Consumer Cyclicals",2015-08-04,2,"PIPE","Westbridge Capital Management Llc","WestBridge Capital Management, LLC - Unspecified Fund",0,0,0,0,0,0,2015
"Celebal Technologies Private Ltd","India","Technology",2022-11-23,1,"Acquisition","Norwest Venture Partners","Norwest Venture Partners - Unspecified Fund",32,32,32,0,32,32,2022
"Celebrity Fashions Pvt. Ltd.","India","Consumer Cyclicals",2005-06-20,1,"PIPE","New Vernon Pvt Equity Ltd","New Vernon Private Equity - Unspecified Fund",6,6,6,0,0,6,2005
"Cellcast Asia Holdings","India","Consumer Cyclicals",2011-07-25,2,"Expansion","Canaan Management Inc","Canaan VII",2,0,2,0,0,2,2011
"Cellcast Asia Holdings","India","Consumer Cyclicals",2011-10-14,3,"Expansion","Canaan Management Inc","Canaan VII",1,1,1,0,0,1,2011
"Cellprop Pvt Ltd","India","Consumer Cyclicals",2020-09-07,3,"Expansion","Endiya Partners","Endiya Partners II",0,0,1,0,0,1,2020
"Cellprop Pvt Ltd","India","Consumer Cyclicals",2020-09-07,3,"Expansion","Growx Venture Management LLP","GrowX Venture Management Pvt Ltd - Unspecified Fund",0,0,1,0,0,1,2020
"Cellprop Pvt Ltd","India","Consumer Cyclicals",2020-09-07,3,"Expansion","Micelio Mobility Pvt Ltd","Micelio Fund",0,0,1,0,0,1,2020
"Cellprop Pvt Ltd","India","Consumer Cyclicals",2021-06-10,4,"Expansion","Endiya Partners","Endiya Partners II",1,0,2,0,0,2,2021
"Cellprop Pvt Ltd","India","Consumer Cyclicals",2021-06-10,4,"Expansion","Growx Venture Management LLP","GrowX Venture Management Pvt Ltd - Unspecified Fund",1,0,2,0,0,2,2021
"Cellprop Pvt Ltd","India","Consumer Cyclicals",2021-06-10,4,"Expansion","Micelio Mobility Pvt Ltd","Micelio Fund",1,0,2,0,0,2,2021
"Cellprop Pvt Ltd","India","Consumer Cyclicals",2021-06-10,4,"Expansion","Xpanse Services Llp","Huddle - Unspecified Fund",1,0,2,0,0,2,2021
"Celon Laboratories Pvt Ltd","India","Healthcare",2020-11-17,2,"LBO","British International Investment PLC","British International Investment - Unspecified Fund",0,0,0,0,0,0,2020
"Celon Laboratories Pvt Ltd","India","Healthcare",2020-11-17,2,"LBO","Development Partners International LLP","African Development Partners III L.P.",0,0,0,0,0,0,2020
"Celon Laboratories Pvt Ltd","India","Healthcare",2020-11-17,2,"LBO","Undisclosed Firm","Undisclosed Fund",0,0,0,0,0,0,2020
"Centaur Automotive Pvt Ltd","India","Consumer Cyclicals",2021-07-23,1,"Expansion","Magehold Pte Ltd","MaGEHold- Unspecified Fund",0,0,0,0,0,0,2021
"Centaur Automotive Pvt Ltd","India","Consumer Cyclicals",2021-07-23,1,"Expansion","Undisclosed Firm","Undisclosed Fund",0,0,0,0,0,0,2021
"Centaur Datacorp Pvt Ltd","India","Consumer Non-Cyclicals",2020-12-03,2,"Expansion","Undisclosed Firm","Undisclosed Fund",1,0,1,0,0,1,2020
"Centcart Insurance Broking Services Pvt Ltd","India","Technology",2017-09-04,1,"LBO","Essel Group","Essel Finance Managers - Unspecified Fund",0,0,0,0,0,0,2017
"Central Securities Depository Services Ltd","India","Financials",2007-11-19,1,"Acquisition","Croupier Prive Private Equity Partners LLC","Croupier Prive Private Equity Fund L.P.",0,0,0,0,4,4,2007
"Centre for Sight Pvt Ltd","India","Healthcare",2019-05-15,3,"PIPE","Mahindra Partners","Mahindra Partners - Unspecified Fund",29,29,29,0,0,29,2019
"Centre for Sight Pvt Ltd","India","Healthcare",2024-05-14,4,"PIPE","ChrysCapital LLP","ChrysCapital Management Companies - Unspecified Fund",100,100,100,0,0,100,2024
"Centrum Capital   Centrum Direct & Centrum Wealth Managers","India","Financials",2008-03-12,1,"LBO","Everstone Capital Asia Pte. Ltd","Indivision Capital",0,0,0,0,25,25,2008
"Centrum Housing Finance Ltd","India","Financials",2020-02-02,1,"Pending Acquisition","Morgan Stanley Capital Partners","Morgan Stanley Private Equity Asia IV, L.P.",27,27,27,0,27,27,2020
"Centum Learning Ltd","India","Academic & Educational Services",2010-06-22,1,"Expansion","Mayfield Fund, LLC.","Mayfield India I",9,9,9,0,0,9,2010
"Centurion Bank of Punjab","India","Financials",2006-03-21,1,"PIPE","Citi Venture Capital International","Citigroup Venture Capital Int'l Growth Partnership II, L.P.",0,0,0,0,0,0,2006
"Centurion Bank of Punjab","India","Financials",2006-03-21,1,"PIPE","True North Ventures Pvt Ltd","India Value Fund Trustee Co",0,0,0,0,0,0,2006
"Centurion Bank of Punjab","India","Financials",2006-03-21,1,"PIPE","Undisclosed Firm","Undisclosed Fund",0,0,0,0,0,0,2006
"Centurion Bank of Punjab","India","Financials",2007-01-05,2,"PIPE","ICICI Venture Funds Management Company Ltd","India Advantage Fund V",41,0,41,0,0,41,2007
"Century Real Estate Holdings Pvt Ltd","India","Real Estate",2011-12-03,1,"Expansion","Jm Finl Invest Managers Ltd","JM Financial India Fund",20,20,20,0,0,20,2011
"Century Real Estate Holdings Pvt Ltd","India","Real Estate",2012-09-12,2,"Acquisition","Reliance Capital Ventures Ltd","Reliance Equity Private Advisors (India) - Unspecified Fund",7,7,7,0,7,7,2012
"Century Real Estate Holdings Pvt Ltd","India","Real Estate",2021-05-18,3,"Acquisition","Pacific Alliance Group Ltd","PAG - Unspecified Fund",0,0,0,0,24,24,2021
"Cessna Business Park and Aloft Hotel","India","Consumer Cyclicals",2021-03-01,1,"Real Estate","Blackstone Inc","Blackstone Group, L.P. - Unspecified Fund",0,0,0,0,0,0,2021
"Cethar Ltd","India","Industrials",2010-12-29,1,"Pending Acquisition","Baring Private Equity Partners India Ltd","Baring India Private Equity Fund III, Ltd.",0,0,0,0,0,0,2010
"Cethar Ltd","India","Industrials",2010-12-29,1,"Pending Acquisition","Siguler Guff & Co LP","Siguler Guff & Company - Unspecified Fund",0,0,0,0,0,0,2010
"CG Power And Industrial Solutions Ltd","India","Technology",2019-09-17,2,"PIPE","Kohlberg Kravis Roberts & Co LP","KKR India Debt Opportunities Fund II",0,0,0,0,0,0,2019
"CG Power And Industrial Solutions Ltd","India","Technology",2019-09-17,2,"PIPE","Undisclosed Firm","Undisclosed Fund",0,0,0,0,0,0,2019
"Chakpak.com","India","Technology",2008-12-18,1,"Expansion","Accel India Venture Fund","Erasmic Pioneer Fund",3,0,5,0,0,5,2008
"Chakpak.com","India","Technology",2008-12-18,1,"Expansion","Canaan Management Inc","Canaan VIII, L.P.",2,2,5,0,0,5,2008
"Chakr Innovation Pvt Ltd","India","Industrials",2019-06-06,1,"Expansion","Indian Angel Network Services Pvt Ltd","IAN Fund",1,0,3,0,0,3,2019
"Chakr Innovation Pvt Ltd","India","Industrials",2019-06-06,1,"Expansion","Undisclosed Firm","Undisclosed Fund",1,0,3,0,0,3,2019
"Chakr Innovation Pvt Ltd","India","Industrials",2019-06-06,1,"Expansion","Undisclosed Firm","Undisclosed Fund",1,0,3,0,0,3,2019
"Chakr Innovation Pvt Ltd","India","Industrials",2021-11-22,2,"Expansion","SBI Capital Ventures","Neev Fund II",0,0,0,0,0,0,2021
"Chalet Hotels Ltd","India","Consumer Cyclicals",2005-03-23,2,"Expansion","IDFC Alternatives Ltd","India Development Fund (scheme of IDFC Infrastructure Fund)",11,11,11,0,0,11,2005
"Chalo Mobility Pvt Ltd","India","Technology",2021-01-13,1,"Expansion","The Raine Group LLC","Raine Partners III LP",2,0,7,0,0,7,2021
"Chalo Mobility Pvt Ltd","India","Technology",2021-01-13,1,"Expansion","Undisclosed Firm","Undisclosed Fund",2,0,7,0,0,7,2021
"Chalo Mobility Pvt Ltd","India","Technology",2021-01-13,1,"Expansion","Undisclosed Firm","Undisclosed Fund",2,0,7,0,0,7,2021
"Chalo Mobility Pvt Ltd","India","Technology",2021-01-13,1,"Expansion","Undisclosed Firm","Undisclosed Fund",2,0,7,0,0,7,2021
"Chalo Mobility Pvt Ltd","India","Technology",2021-09-09,2,"Expansion","Filter Capital India Advisors LLP","Filter Capital Fund I, LP",8,0,40,0,0,40,2021
"Chalo Mobility Pvt Ltd","India","Technology",2021-09-09,2,"Expansion","Lightrock Llp","Lightrock Growth Fund I",8,0,40,0,0,40,2021
"Chalo Mobility Pvt Ltd","India","Technology",2021-09-09,2,"Expansion","The Raine Group LLC","Raine Partners III LP",8,0,40,0,0,40,2021
"Chalo Mobility Pvt Ltd","India","Technology",2021-09-09,2,"Expansion","Undisclosed Firm","Undisclosed Fund",8,0,40,0,0,40,2021
"Chalo Mobility Pvt Ltd","India","Technology",2021-09-09,2,"Expansion","Waterbridge Ventures II Trust","WaterBridge Ventures Fund",8,0,40,0,0,40,2021
"Chargemod Tm","India","Industrials",2023-07-28,1,"Expansion","T-Phoenix Angel Forum","T-Phoenix Angel Forum - Unspecified Fund",0,0,0,0,0,0,2023
"Chatpay Commerce Pvt Ltd","India","Consumer Non-Cyclicals",2020-03-16,3,"Expansion","Blume Venture Advisors Pvt Ltd","Blume Venture Advisors - Unspecified Fund",1,0,2,0,0,3,2020
"Chatpay Commerce Pvt Ltd","India","Consumer Non-Cyclicals",2020-03-16,3,"Expansion","Goldbell Investments","Goldbell Investments - Unspecified Fund",1,0,2,0,0,3,2020
"Chatpay Commerce Pvt Ltd","India","Consumer Non-Cyclicals",2020-03-16,3,"Expansion","Undisclosed Firm","Undisclosed Fund",1,0,2,0,0,3,2020
"Chatpay Commerce Pvt Ltd","India","Consumer Non-Cyclicals",2020-09-10,4,"Expansion","Undisclosed Firm","Undisclosed Fund",1,1,1,0,0,1,2020
"Chatpay Commerce Pvt Ltd","India","Consumer Non-Cyclicals",2021-04-06,5,"Expansion","Blume Venture Advisors Pvt Ltd","Blume Venture Advisors - Unspecified Fund",1,0,4,0,0,4,2021
"Chatpay Commerce Pvt Ltd","India","Consumer Non-Cyclicals",2021-04-06,5,"Expansion","LetsVenture Technologies Pvt Ltd","Future of India Fund",1,0,4,0,0,4,2021
"Chatpay Commerce Pvt Ltd","India","Consumer Non-Cyclicals",2021-04-06,5,"Expansion","Undisclosed Firm","Undisclosed Fund",1,0,4,0,0,4,2021
"Chatpay Commerce Pvt Ltd","India","Consumer Non-Cyclicals",2021-04-06,5,"Expansion","Undisclosed Firm","Undisclosed Fund",1,0,4,0,0,4,2021
"Chatpay Commerce Pvt Ltd","India","Consumer Non-Cyclicals",2021-04-06,5,"Expansion","Ventureast","Ventureast - Unspecified Fund",1,0,4,0,0,4,2021
"Chemplast Sanmar Ltd","India","Healthcare",2018-09-17,1,"Acquisition","Fairfax India Holdings Corp","Fairfax India Holdings Corp",300,300,300,0,300,300,2018
"Chiranjjeevi Wind Energy Ltd","India","Industrials",2008-04-28,1,"Acquisition","Dubai Investment Group","Dubai Investment Group - Unspecified Fund",0,0,0,0,0,0,2008
"Chitrali Properties Pvt Ltd","India","Industrials",2016-12-14,1,"LBO","Blackstone Inc","Blackstone Group, L.P. - Unspecified Fund",0,0,0,0,0,0,2016
"Cholamandalam Investment and Finance Company Ltd","India","Financials",2010-05-17,1,"PIPE","International Finance Corp","International Finance Corp - Unspecified Fund",22,22,22,0,0,22,2010
"Cholamandalam Investment and Finance Company Ltd","India","Financials",2012-01-31,2,"PIPE","Creador Capital Group","Creador Capital Fund I",21,21,43,0,0,0,2012
"Cholamandalam Investment and Finance Company Ltd","India","Financials",2012-01-31,2,"PIPE","Multiples Alternate Asset Management Pvt Ltd","Multiples Private Equity Fund I",21,21,43,0,0,0,2012
"Cholamandalam Investment and Finance Company Ltd","India","Financials",2012-01-31,2,"PIPE","Undisclosed Firm","Undisclosed Fund",0,0,43,0,0,0,2012
"Cholamandalam Investment and Finance Company Ltd","India","Financials",2012-07-25,3,"PIPE","Morgan Stanley Capital Partners","Morgan Stanley Private Equity - Unspecified Fund",7,7,7,0,0,7,2012
"Cholamandalam Investment and Finance Company Ltd","India","Financials",2013-03-20,4,"PIPE","Norwest Venture Partners","Norwest Venture Partners - Unspecified Fund",38,38,38,0,0,38,2013
"Cholamandalam Investment and Finance Company Ltd","India","Financials",2014-03-31,5,"PIPE","Westbridge Capital Management Llc","WestBridge Capital Management, LLC - Unspecified Fund",14,14,14,0,0,14,2014
"Cholamandalam Investment and Finance Company Ltd","India","Financials",2014-07-26,6,"PIPE","Apax Partners LLP","Apax Europe VIII",1,1,83,0,0,83,2014
"Cholamandalam Investment and Finance Company Ltd","India","Financials",2014-07-26,6,"PIPE","Apax Partners LLP","Apax US VIII",1,1,83,0,0,83,2014
"Cholamandalam Investment and Finance Company Ltd","India","Financials",2014-07-26,6,"PIPE","Undisclosed Firm","Undisclosed Fund",82,0,83,0,0,83,2014
"Chumbak Design Pvt Ltd","India","Consumer Cyclicals",2014-05-20,2,"Expansion","Seedfund","SeedFund-UF",0,0,0,0,0,0,2014
"Chumbak Design Pvt Ltd","India","Consumer Cyclicals",2014-05-20,2,"Expansion","Z47","Matrix India Fund",0,0,0,0,0,0,2014
"Cipla Health Ltd","India","Healthcare",2016-04-12,1,"Expansion","F-Prime Inc","F-Prime Capital Partners Healthcare Fund IV",4,4,29,0,0,29,2016
"Cipla Health Ltd","India","Healthcare",2016-04-12,1,"Expansion","Undisclosed Firm","Undisclosed Fund",25,0,29,0,0,29,2016
"Cipla Health Ltd","India","Healthcare",2018-08-13,2,"Expansion","Undisclosed Firm","Undisclosed Fund",9,0,9,0,0,9,2018
"Citrus Payment Solutions Pvt Ltd","India","Industrials",2015-10-19,3,"Expansion","Ascent Capital Advisors India Pvt Ltd","Ascent Capital Advisors - Unspecified Fund",8,0,25,0,0,25,2015
"Citrus Payment Solutions Pvt Ltd","India","Industrials",2015-10-19,3,"Expansion","Peak Xv Partners","Peak XV Partners - Unspecified Fund",8,0,25,0,0,25,2015
"Citrus Payment Solutions Pvt Ltd","India","Industrials",2015-10-19,3,"Expansion","Undisclosed Firm","Undisclosed Fund",8,0,25,0,0,25,2015
"City Union Bank Ltd","India","Financials",2007-10-08,1,"PIPE","Blue River Capital","Blue River Capital I",0,0,0,0,0,0,2007
"Claimbuddy Technologies Pvt Ltd","India","Financials",2024-04-13,3,"Expansion","Cac Capital Co. Ltd","CAC CAPITAL Co Ltd - Unspecified Fund",1,0,5,0,0,5,2024
"Claimbuddy Technologies Pvt Ltd","India","Financials",2024-04-13,3,"Expansion","Centre For Innovation Incubation & entrepreneurship","Bharat Innovation Fund",1,0,5,0,0,5,2024
"Claimbuddy Technologies Pvt Ltd","India","Financials",2024-04-13,3,"Expansion","Chiratae Ventures India Advisors Pvt Ltd","Chiratae Ventures India Advisors Pvt Ltd - Unspecified Fund",1,0,5,0,0,5,2024
"Claimbuddy Technologies Pvt Ltd","India","Financials",2024-04-13,3,"Expansion","Rebright Partners Inc","Rebright Partners Inc - Unspecified Fund",1,0,5,0,0,5,2024
"Claris Lifesciences Ltd","India","Healthcare",2006-03-20,1,"Expansion","Carlyle Group Inc","Carlyle Asia Growth Partners III, L.P.",20,20,20,0,0,20,2006
"Claris Lifesciences Ltd","India","Healthcare",2012-07-23,2,"PIPE","Undisclosed Firm","Undisclosed Fund",4,4,4,0,0,4,2012
"Claris Lifesciences Ltd","India","Healthcare",2012-08-17,3,"PIPE","Morgan Stanley Capital Partners","Morgan Stanley Private Equity - Unspecified Fund",2,2,2,0,0,2,2012
"Clarks Future Footwear Pvt Ltd","India","Consumer Cyclicals",2012-01-12,1,"Expansion","Undisclosed Firm","Undisclosed Fund",0,0,0,0,0,0,2012
"Classic Stripes Aka CSPL Pvt Ltd","India","Industrials",2011-06-27,1,"LBO","Navis Management Sdn Bhd","Navis Management Sdn Bhd- Unspecified Fund",0,0,0,0,100,100,2011
"Classic Stripes Aka CSPL Pvt Ltd","India","Industrials",2021-10-20,2,"Acquisition for Expansion","Navis Management Sdn Bhd","Navis Management Sdn Bhd- Unspecified Fund",0,0,0,0,0,0,2021
"Clean Electric Pvt Ltd","India","Industrials",2022-11-21,1,"Expansion","7square Ventures","7Square Ventures - Unspecified Fund",0,0,2,0,0,2,2022
"Clean Electric Pvt Ltd","India","Industrials",2022-11-21,1,"Expansion","Climate Angels Network","Climate Angels Fund",0,0,2,0,0,2,2022
"Clean Electric Pvt Ltd","India","Industrials",2022-11-21,1,"Expansion","IIMA Ventures","CIIE.CO - Unspecified Fund",0,0,2,0,0,2,2022
"Clean Electric Pvt Ltd","India","Industrials",2022-11-21,1,"Expansion","Kalaari Capital Advisors Pvt Ltd","Kalaari Capital Advisors Pvt., Ltd - Unspecified Fund",0,0,2,0,0,2,2022
"Clean Electric Pvt Ltd","India","Industrials",2022-11-21,1,"Expansion","Undisclosed Firm","Undisclosed Fund",0,0,2,0,0,2,2022
"Clean Science & Technology Ltd","India","Basic Materials",2021-06-25,1,"Acquisition","White Oak Capital Management Consultants LLP","White Oak Capital Management Consultants LLP -UF",0,0,0,0,0,0,2021
"Cleanmax Enviro Energy Solutions Pvt Ltd","India","Utilities",2017-07-13,2,"Acquisition","Warburg Pincus LLC","Warburg Pincus LLC - Unspecified Fund",100,100,100,0,100,100,2017
"Cleanmax Enviro Energy Solutions Pvt Ltd","India","Utilities",2017-11-29,3,"Acquisition","International Finance Corp","International Finance Corp - Unspecified Fund",15,15,32,0,32,32,2017
"Cleanmax Enviro Energy Solutions Pvt Ltd","India","Utilities",2017-11-29,3,"Acquisition","Warburg Pincus LLC","Warburg Pincus Energy L.P.",9,9,32,0,32,32,2017
"Cleanmax Enviro Energy Solutions Pvt Ltd","India","Utilities",2017-11-29,3,"Acquisition","Warburg Pincus LLC","Warburg Pincus Private Equity XII, L.P.",9,9,32,0,32,32,2017
"Cleanmax Enviro Energy Solutions Pvt Ltd","India","Utilities",2018-01-25,4,"Acquisition","Warburg Pincus LLC","Warburg Pincus Energy L.P.",4,4,8,0,8,8,2018
"Cleanmax Enviro Energy Solutions Pvt Ltd","India","Utilities",2018-01-25,4,"Acquisition","Warburg Pincus LLC","Warburg Pincus Private Equity XII, L.P.",4,4,8,0,8,8,2018
"Cleanmax Enviro Energy Solutions Pvt Ltd","India","Utilities",2018-08-03,5,"Acquisition","Warburg Pincus LLC","Warburg Pincus Energy L.P.",3,3,6,0,6,6,2018
"Cleanmax Enviro Energy Solutions Pvt Ltd","India","Utilities",2018-08-03,5,"Acquisition","Warburg Pincus LLC","Warburg Pincus Private Equity XII, L.P.",3,3,6,0,6,6,2018
"Cleanmax Enviro Energy Solutions Pvt Ltd","India","Utilities",2018-12-20,6,"Acquisition","Warburg Pincus LLC","Warburg Pincus Energy L.P.",3,3,6,0,6,6,2018
"Cleanmax Enviro Energy Solutions Pvt Ltd","India","Utilities",2018-12-20,6,"Acquisition","Warburg Pincus LLC","Warburg Pincus Private Equity XII, L.P.",3,3,6,0,6,6,2018
"Cleanmax Enviro Energy Solutions Pvt Ltd","India","Utilities",2019-03-26,7,"Acquisition","Warburg Pincus LLC","Warburg Pincus Energy L.P.",3,3,6,0,6,6,2019
"Cleanmax Enviro Energy Solutions Pvt Ltd","India","Utilities",2019-03-26,7,"Acquisition","Warburg Pincus LLC","Warburg Pincus Private Equity XII, L.P.",3,3,6,0,6,6,2019
"Cleanmax Enviro Energy Solutions Pvt Ltd","India","Utilities",2020-07-02,8,"Acquisition","responsAbility Investments AG","Global Climate Partnership Fund",5,0,5,0,5,5,2020
"Cleanmax Enviro Energy Solutions Pvt Ltd","India","Utilities",2021-08-12,9,"LBO","Augment Infrastructure Partners UGP LLC","Augment Infrastructure - Unspecified Fund",222,222,222,0,222,222,2021
"Cleanmax Enviro Energy Solutions Pvt Ltd","India","Utilities",2021-12-21,10,"Acquisition","Augment Infrastructure Partners UGP LLC","Augment Infrastructure - Unspecified Fund",1,0,35,0,0,0,2021
"Cleanmax Enviro Energy Solutions Pvt Ltd","India","Utilities",2021-12-21,10,"Acquisition","Industrialiseringsfonden for Udviklingslandene IFU","Danish SDG Investment Fund",34,34,35,0,0,0,2021
"Cleanmax Enviro Energy Solutions Pvt Ltd","India","Utilities",2023-06-01,11,"Acquisition","Brookfield Asset Management Inc","Brookfield Global Transition Fund",0,0,0,0,362,362,2023
"Cleanmax Enviro Energy Solutions Pvt Ltd","India","Utilities",2024-03-27,12,"Acquisition","Brookfield Asset Management Inc","Brookfield Global Transition Fund",0,0,0,0,0,0,2024
"Clear Premium Water Pvt Ltd","India","Consumer Non-Cyclicals",2024-03-14,1,"Acquisition","Jm Finl Invest Managers Ltd","JM Financial India Fund III",0,0,0,0,5,5,2024
"Cleardekho Eyewear Pvt Ltd","India","Consumer Cyclicals",2022-10-18,3,"Expansion","Cornerstone Capital Partners Inc","Cornerstone Capital Partners - Unspecified fund",1,0,5,0,0,5,2022
"Cleardekho Eyewear Pvt Ltd","India","Consumer Cyclicals",2022-10-18,3,"Expansion","Dholakia Ventures Pvt Ltd","Dholakia Ventures - Unspecified Fund",1,0,5,0,0,5,2022
"Cleardekho Eyewear Pvt Ltd","India","Consumer Cyclicals",2022-10-18,3,"Expansion","NB Ventures Ltd","NB Ventures Ltd - Unspecified Fund",1,0,5,0,0,5,2022
"Cleardekho Eyewear Pvt Ltd","India","Consumer Cyclicals",2022-10-18,3,"Expansion","Sphitigram Ventures Private Ltd","SphitiCap Maiden Fund",1,0,5,0,0,5,2022
"Cleardekho Eyewear Pvt Ltd","India","Consumer Cyclicals",2022-10-18,3,"Expansion","Undisclosed Firm","Undisclosed Fund",1,0,5,0,0,5,2022
"Cleardekho Eyewear Pvt Ltd","India","Consumer Cyclicals",2022-10-18,3,"Expansion","Undisclosed Firm","Undisclosed Fund",1,0,5,0,0,5,2022
"Cleardekho Eyewear Pvt Ltd","India","Consumer Cyclicals",2022-10-18,3,"Expansion","Venture Catalysts Pvt Ltd","Venture Catalysts Pvt Ltd - Unspecified Fund",1,0,5,0,0,5,2022
"Clearmedi Healthcare Pvt Ltd","India","Healthcare",2023-07-17,1,"LBO","Morgan Stanley Capital Partners","1GT",0,0,0,0,0,0,2023
"Cleartrip Travel Services Pvt Ltd","India","Consumer Cyclicals",2008-01-02,3,"Expansion","Draper Fisher Jurvetson International Inc","Draper Fisher Jurvetson - Unspecified Fund",10,10,26,0,0,26,2008
"Cleartrip Travel Services Pvt Ltd","India","Consumer Cyclicals",2008-01-02,3,"Expansion","Duff Ackerman & Goodrich LLC","DAG Ventures, L.P.",3,0,26,0,0,26,2008
"Cleartrip Travel Services Pvt Ltd","India","Consumer Cyclicals",2008-01-02,3,"Expansion","Kleiner Perkins Caufield & Byers LLC","Kleiner Perkins Caufield & Byers - Unspecified Fund",3,0,26,0,0,26,2008
"Cleartrip Travel Services Pvt Ltd","India","Consumer Cyclicals",2008-01-02,3,"Expansion","Sherpalo Ventures","Sherpalo Ventures - Unspecified Fund",3,0,26,0,0,26,2008
"Cleartrip Travel Services Pvt Ltd","India","Consumer Cyclicals",2008-01-02,3,"Expansion","Undisclosed Firm","Undisclosed Fund",3,0,26,0,0,26,2008
"Cleartrip Travel Services Pvt Ltd","India","Consumer Cyclicals",2008-01-02,3,"Expansion","Undisclosed Firm","Undisclosed Fund",3,0,26,0,0,26,2008
"Cleartrust Saas","India","Technology",2024-01-29,1,"Expansion","Ideaspring Capital Advisors LLP","Ideaspring Capital",1,0,2,0,0,2,2024
"Cleartrust Saas","India","Technology",2024-01-29,1,"Expansion","Pentathlon Ventures Pvt Ltd","Pentathlon Ventures Fund II",1,0,2,0,0,2,2024
"Cleartrust Saas","India","Technology",2024-01-29,1,"Expansion","Piper Serica Angel Fund","Piper Serica Angel Fund - Unspecified Fund",1,0,2,0,0,2,2024
"Clensta International Pvt Ltd","India","Consumer Non-Cyclicals",2021-12-09,3,"Expansion","Hem Angels","HEM Angels - Unspecified Fund",1,0,3,0,0,3,2021
"Clensta International Pvt Ltd","India","Consumer Non-Cyclicals",2021-12-09,3,"Expansion","Ipv Advisors Pvt Ltd","IPV Advisors Pvt Ltd - Unspecified Fund",1,0,3,0,0,3,2021
"Clensta International Pvt Ltd","India","Consumer Non-Cyclicals",2021-12-09,3,"Expansion","N+1 Capital","N+1 Capital",1,0,3,0,0,3,2021
"Clensta International Pvt Ltd","India","Consumer Non-Cyclicals",2021-12-09,3,"Expansion","Undisclosed Firm","Undisclosed Fund",1,0,3,0,0,3,2021
"Clensta International Pvt Ltd","India","Consumer Non-Cyclicals",2021-12-09,3,"Expansion","Venture Catalysts Pvt Ltd","Venture Catalysts Pvt Ltd - Unspecified Fund",1,0,3,0,0,3,2021
