"nvestee_ompany_ame","nvestee_ompany_ation","nvestee_ompany_conomic_ector","nvestment_ate","ound_umber","nvestment_tage","irm_nvestor_ame","und_nvestor_ame","nvestor_quity_otal_illions","isclosed_und_quity_ontribution_illions","ound_quity_otal_illions","isclosed_ebt_ontribution_illions","eal_alue_illions","eal_ank_alue_illions","year"
"Sunfox Technologies Pvt Ltd","India","Healthcare",2021-10-07,1,"Expansion","Venture Catalysts Pvt Ltd","Venture Catalysts Pvt Ltd - Unspecified Fund",0,0,0,0,0,0,2021
"Sunfox Technologies Pvt Ltd","India","Healthcare",2021-10-07,1,"Expansion","Villgro Innovations Foundation","Villgro - Unspecified Fund",0,0,0,0,0,0,2021
"Sunrise Mentors Pvt Ltd","India","Academic & Educational Services",2022-10-05,1,"LBO","Infoedge Capital Pvt Ltd","Infoedge Capital Pvt Ltd - Unspecified Fund",0,0,0,0,0,0,2022
"Sunshine Teahouse Pvt Ltd","India","Consumer Cyclicals",2018-09-06,2,"Expansion","Elevation Capital","SAIF Partners - Unspecified Fund",4,0,12,0,0,12,2018
"Sunshine Teahouse Pvt Ltd","India","Consumer Cyclicals",2018-09-06,2,"Expansion","Undisclosed Firm","Undisclosed Fund",4,0,12,0,0,12,2018
"Sunshine Teahouse Pvt Ltd","India","Consumer Cyclicals",2018-09-06,2,"Expansion","Undisclosed Firm","Undisclosed Fund",4,0,12,0,0,12,2018
"Sunshine Teahouse Pvt Ltd","India","Consumer Cyclicals",2020-02-11,4,"Expansion","Elevation Capital","SAIF Partners - Unspecified Fund",5,0,19,0,0,19,2020
"Sunshine Teahouse Pvt Ltd","India","Consumer Cyclicals",2020-02-11,4,"Expansion","Think Investments LP","Think Investments LP - Unspecified Fund",5,0,19,0,0,19,2020
"Sunshine Teahouse Pvt Ltd","India","Consumer Cyclicals",2020-02-11,4,"Expansion","Tiger Global Management LLC","Tiger Global Management LLC - Unspecified Fund",5,0,19,0,0,19,2020
"Sunshine Teahouse Pvt Ltd","India","Consumer Cyclicals",2020-02-11,4,"Expansion","Undisclosed Firm","Undisclosed Fund",5,0,19,0,0,19,2020
"Sunstone Education Technology Pvt Ltd","India","Academic & Educational Services",2019-11-13,1,"Expansion","LetsVenture Technologies Pvt Ltd","LV Angel Fund",0,0,2,0,0,2,2019
"Sunstone Education Technology Pvt Ltd","India","Academic & Educational Services",2019-11-13,1,"Expansion","Prime Venture Partners","Prime Venture Partners - Unspecified Fund",0,0,2,0,0,2,2019
"Sunstone Education Technology Pvt Ltd","India","Academic & Educational Services",2019-11-13,1,"Expansion","Undisclosed Firm","Undisclosed Fund",0,0,2,0,0,2,2019
"Sunstone Education Technology Pvt Ltd","India","Academic & Educational Services",2019-11-13,1,"Expansion","Undisclosed Firm","Undisclosed Fund",0,0,2,0,0,2,2019
"Sunstone Education Technology Pvt Ltd","India","Academic & Educational Services",2020-09-30,2,"Expansion","Prime Venture Partners","Prime Venture Partners - Unspecified Fund",1,0,3,0,0,3,2020
"Sunstone Education Technology Pvt Ltd","India","Academic & Educational Services",2020-09-30,2,"Expansion","Purvi Capital, LLC","Purvi Ventures I, L.P.",1,0,3,0,0,3,2020
"Sunstone Education Technology Pvt Ltd","India","Academic & Educational Services",2020-09-30,2,"Expansion","Saama Capital LLC","Saama Capital LLC - Unspecified Fund",1,0,3,0,0,3,2020
"Sunstone Education Technology Pvt Ltd","India","Academic & Educational Services",2020-09-30,2,"Expansion","Undisclosed Firm","Undisclosed Fund",1,0,3,0,0,3,2020
"Sunstone Education Technology Pvt Ltd","India","Academic & Educational Services",2021-10-06,3,"Expansion","Alteria Capital Advisors Llp","Alteria Capital Fund II",7,0,28,0,0,28,2021
"Sunstone Education Technology Pvt Ltd","India","Academic & Educational Services",2021-10-06,3,"Expansion","Saama Capital LLC","Saama Capital LLC - Unspecified Fund",7,0,28,0,0,28,2021
"Sunstone Education Technology Pvt Ltd","India","Academic & Educational Services",2021-10-06,3,"Expansion","Westbridge Capital Management Llc","WestBridge Capital Management, LLC - Unspecified Fund",7,0,28,0,0,28,2021
"Sunstone Education Technology Pvt Ltd","India","Academic & Educational Services",2021-10-06,3,"Expansion","Work Capital","Work10M - Unspecified Fund",7,0,28,0,0,28,2021
"Sunstone Education Technology Pvt Ltd","India","Academic & Educational Services",2022-08-19,4,"Expansion","Alteria Capital Advisors Llp","Alteria Capital Fund II",18,0,35,0,0,35,2022
"Sunstone Education Technology Pvt Ltd","India","Academic & Educational Services",2022-08-19,4,"Expansion","Westbridge Capital Management Llc","WestBridge Capital Management, LLC - Unspecified Fund",18,0,35,0,0,35,2022
"Sunsure Energy Pvt Ltd","India","Utilities",2022-12-08,1,"Pending Acquisition","Partners Group Holding AG","Partners Group AG - Unspecified Fund",0,0,0,0,400,400,2022
"Sunsure Energy Pvt Ltd","India","Utilities",2024-09-04,2,"Acquisition","Tata Capital Ltd","Tata Capital - Unspecified Fund",0,0,0,0,27,27,2024
"Sunteck Realty Ltd","India","Real Estate",2007-10-23,1,"PIPE","Kotak Alternate Asset Managers Limited","Kotak Alternate Opportunities India Fund",36,0,36,0,0,36,2007
"Sunteck Realty, Ltd. - 16 acres of land in Goregaon, Mumbai.","India","Industrials",2012-02-23,1,"Real Estate","Kotak Alternate Asset Managers Limited","Kotak India Realty Fund",31,31,31,0,0,31,2012
"Super Highway Labs Pvt Ltd","India","Technology",2019-03-30,3,"Expansion","Lightspeed Management Co LLC","Lightspeed India Partners I LLC",2,0,7,0,0,7,2019
"Super Highway Labs Pvt Ltd","India","Technology",2019-03-30,3,"Expansion","Peak Xv Partners","Peak XV Partners - Unspecified Fund",2,0,7,0,0,7,2019
"Super Highway Labs Pvt Ltd","India","Technology",2019-03-30,3,"Expansion","Undisclosed Firm","Undisclosed Fund",2,0,7,0,0,7,2019
"Super Highway Labs Pvt Ltd","India","Technology",2019-04-12,4,"Expansion","Proof Ventures LLC","PROOF Fund II LP",1,0,6,0,0,6,2019
"Super Highway Labs Pvt Ltd","India","Technology",2019-04-12,4,"Expansion","Trifecta Capital Partners Ltd","Trifecta Capital Fund II",1,0,6,0,0,6,2019
"Super Highway Labs Pvt Ltd","India","Technology",2019-04-12,4,"Expansion","Undisclosed Firm","Undisclosed Fund",1,0,6,0,0,6,2019
"Super Highway Labs Pvt Ltd","India","Technology",2019-04-12,4,"Expansion","Undisclosed Firm","Undisclosed Fund",1,0,6,0,0,6,2019
"Super Highway Labs Pvt Ltd","India","Technology",2019-04-12,4,"Expansion","Undisclosed Firm","Undisclosed Fund",1,0,6,0,0,6,2019
"Super Highway Labs Pvt Ltd","India","Technology",2019-04-12,4,"Expansion","Undisclosed Firm","Undisclosed Fund",1,0,6,0,0,6,2019
"Super Highway Labs Pvt Ltd","India","Technology",2019-10-31,5,"Expansion","Undisclosed Firm","Undisclosed Fund",12,12,18,0,0,18,2019
"Super Highway Labs Pvt Ltd","India","Technology",2019-10-31,5,"Expansion","Undisclosed Firm","Undisclosed Fund",6,6,18,0,0,18,2019
"Super Six Sports Gaming Pvt Ltd","India","Technology",2023-03-10,1,"Acquisition","Florintree Advisors Pvt Ltd","Florintree Advisors Pvt Ltd - Unspecified Fund",0,0,0,0,11,11,2023
"Super Six Sports Gaming Pvt Ltd","India","Technology",2023-03-10,1,"Acquisition","Undisclosed Firm","Undisclosed Fund",0,0,0,0,11,11,2023
"Super Six Sports Gaming Pvt Ltd","India","Technology",2023-03-10,1,"Acquisition","Undisclosed Firm","Undisclosed Fund",0,0,0,0,11,11,2023
"Supergaming Pte Ltd","India","Technology",2021-08-26,2,"Expansion","1Up Ventures LP","1Up Ventures, L.P.",1,0,6,0,0,6,2021
"Supergaming Pte Ltd","India","Technology",2021-08-26,2,"Expansion","Akatsuki Entertainment Technology Fund","Akatsuki Entertainment Technology Fund",1,0,6,0,0,6,2021
"Supergaming Pte Ltd","India","Technology",2021-08-26,2,"Expansion","BAce Capital","BAce Capital - Unspecified Fund",1,0,6,0,0,6,2021
"Supergaming Pte Ltd","India","Technology",2021-08-26,2,"Expansion","Dream Incubator Inc","Dream Incubator, Inc. - Unspecified Fund",1,0,6,0,0,6,2021
"Supergaming Pte Ltd","India","Technology",2021-08-26,2,"Expansion","Skycatcher LLC","Skycatcher LLC - Unspecified Fund",1,0,6,0,0,6,2021
"Supergaming Pte Ltd","India","Technology",2021-08-26,2,"Expansion","Undisclosed Firm","Undisclosed Fund",1,0,6,0,0,6,2021
"Supergaming Pte Ltd","India","Technology",2023-03-17,3,"Expansion","Bandai Namco Entertainment Inc","Bandai Namco Entertainment 021 Fund",0,0,0,0,0,0,2023
"Supergaming Pte Ltd","India","Technology",2023-08-25,4,"Expansion","Infinity Ventures Crypto","Infinity Ventures Crypto - Unspecified Fund",10,0,10,0,0,10,2023
"Supergaming Pte Ltd","India","Technology",2024-09-16,5,"Expansion","Infinity Ventures Crypto","Infinity Ventures Crypto - Unspecified Fund",3,0,3,0,0,3,2024
"Supermarket Grocery Supplies Pvt Ltd","India","Technology",2015-02-24,3,"Expansion","Deer Management Co LLC","Bessemer Venture Partners - Unspecified Fund",0,0,0,0,0,0,2015
"Supermarket Grocery Supplies Pvt Ltd","India","Technology",2015-08-13,4,"Expansion","Ascent Capital Advisors India Pvt Ltd","Ascent Capital Advisors - Unspecified Fund",13,0,50,0,0,50,2015
"Supermarket Grocery Supplies Pvt Ltd","India","Technology",2015-08-13,4,"Expansion","Deer Management Co LLC","Bessemer Venture Partners - Unspecified Fund",13,0,50,0,0,50,2015
"Supermarket Grocery Supplies Pvt Ltd","India","Technology",2015-08-13,4,"Expansion","Helion Venture Partners LLC","Helion Venture Partners  - Unspecified Fund",13,0,50,0,0,50,2015
"Supermarket Grocery Supplies Pvt Ltd","India","Technology",2015-08-13,4,"Expansion","Zodius Capital","Zodius Capital II",13,0,50,0,0,50,2015
"Supermarket Grocery Supplies Pvt Ltd","India","Technology",2016-03-22,5,"Expansion","Abraaj Capital Ltd","Abraaj Capital - Unspecified Fund",21,0,150,0,0,150,2016
"Supermarket Grocery Supplies Pvt Ltd","India","Technology",2016-03-22,5,"Expansion","Ascent Capital Advisors India Pvt Ltd","Ascent Capital Advisors - Unspecified Fund",21,0,150,0,0,150,2016
"Supermarket Grocery Supplies Pvt Ltd","India","Technology",2016-03-22,5,"Expansion","Deer Management Co LLC","Bessemer Venture Partners - Unspecified Fund",21,0,150,0,0,150,2016
"Supermarket Grocery Supplies Pvt Ltd","India","Technology",2016-03-22,5,"Expansion","Helion Venture Partners LLC","Helion Venture Partners  - Unspecified Fund",21,0,150,0,0,150,2016
"Supermarket Grocery Supplies Pvt Ltd","India","Technology",2016-03-22,5,"Expansion","International Finance Corp","International Finance Corp - Unspecified Fund",21,0,150,0,0,150,2016
"Supermarket Grocery Supplies Pvt Ltd","India","Technology",2016-03-22,5,"Expansion","Sands Capital Management LLC","Sands Capital Management - Unspecified Fund",21,0,150,0,0,150,2016
"Supermarket Grocery Supplies Pvt Ltd","India","Technology",2016-03-22,5,"Expansion","Zodius Capital","Zodius Capital II",21,0,150,0,0,150,2016
"Supermarket Grocery Supplies Pvt Ltd","India","Technology",2017-02-02,6,"Expansion","Deer Management Co LLC","Bessemer Venture Partners - Unspecified Fund",0,0,0,0,0,0,2017
"Supermarket Grocery Supplies Pvt Ltd","India","Technology",2017-10-09,8,"Expansion","Ascent Capital Advisors India Pvt Ltd","Ascent Capital Advisors - Unspecified Fund",1,0,5,0,0,5,2017
"Supermarket Grocery Supplies Pvt Ltd","India","Technology",2017-10-09,8,"Expansion","Brand Capital","Brand Capital - Unspecified Fund",1,0,5,0,0,5,2017
"Supermarket Grocery Supplies Pvt Ltd","India","Technology",2017-10-09,8,"Expansion","Deer Management Co LLC","Bessemer Venture Partners - Unspecified Fund",1,0,5,0,0,5,2017
"Supermarket Grocery Supplies Pvt Ltd","India","Technology",2017-10-09,8,"Expansion","Helion Venture Partners LLC","Helion Venture Partners  - Unspecified Fund",1,0,5,0,0,5,2017
"Supermarket Grocery Supplies Pvt Ltd","India","Technology",2017-10-09,8,"Expansion","Trifecta Capital Partners Ltd","Trifecta Capital Partners Fund",1,0,5,0,0,5,2017
"Supertech Cape Town Project","India","Consumer Cyclicals",2012-04-25,1,"Real Estate","Morgan Stanley Real Estate Fund","Morgan Stanley Real Estate Funds - Unspecified Fund",95,95,95,0,0,95,2012
"Supertech Supernova Project","India","Industrials",2012-05-12,1,"Real Estate","Walton Street Capital LLC","Walton Street Capital LLC - Unspecified Fund",19,19,19,0,0,19,2012
"Superus Systems Pvt Ltd","India","Industrials",2024-10-15,1,"Expansion","Undisclosed Firm","Undisclosed Fund",0,0,0,0,0,0,2024
"Superus Systems Pvt Ltd","India","Industrials",2024-10-15,1,"Expansion","Undisclosed Firm","Undisclosed Fund",0,0,0,0,0,0,2024
"Superus Systems Pvt Ltd","India","Industrials",2024-10-15,1,"Expansion","Undisclosed Firm","Undisclosed Fund",0,0,0,0,0,0,2024
"Superus Systems Pvt Ltd","India","Industrials",2024-10-15,1,"Expansion","Undisclosed Firm","Undisclosed Fund",0,0,0,0,0,0,2024
"Superus Systems Pvt Ltd","India","Industrials",2024-10-15,1,"Expansion","Venture Catalysts Pvt Ltd","Venture Catalysts Pvt Ltd - Unspecified Fund",0,0,0,0,0,0,2024
"Superus Systems Pvt Ltd","India","Industrials",2024-10-15,1,"Expansion","Z Nation Lab","ZNL Growth Fund",0,0,0,0,0,0,2024
"Supreme Infrastructure India Ltd","India","Industrials",2012-03-15,1,"PIPE","Undisclosed Firm","Undisclosed Fund",5,5,5,0,0,5,2012
"Surana Industries Ltd","India","Basic Materials",2012-06-14,1,"PIPE","Undisclosed Firm","Undisclosed Fund",0,0,0,0,0,0,2012
"SureWaves MediaTech Pvt Ltd","India","Consumer Cyclicals",2011-08-04,1,"Expansion","Accel Partners Management LLP","Accel Partners & Co Inc - Unspecified Fund",1,0,2,0,0,2,2011
"SureWaves MediaTech Pvt Ltd","India","Consumer Cyclicals",2011-08-04,1,"Expansion","India Innovation Fund","India Innovation Fund",1,0,2,0,0,2,2011
"Surfboats Solutions Pvt Ltd","India","Technology",2019-10-09,1,"Expansion","Roots Ventures LLP","Roots Ventures I",2,2,2,0,0,2,2019
"Surfboats Solutions Pvt Ltd","India","Technology",2021-08-24,2,"Expansion","Mosaic Media Ventures Pvt Ltd","Fireside Ventures - Unspecified Fund",1,0,6,0,0,6,2021
"Surfboats Solutions Pvt Ltd","India","Technology",2021-08-24,2,"Expansion","Roots Ventures LLP","Roots Ventures I",1,0,6,0,0,6,2021
"Surfboats Solutions Pvt Ltd","India","Technology",2021-08-24,2,"Expansion","Sharrp Ventures","Sharrp Ventures- Unspecified Fund",1,0,6,0,0,6,2021
"Surfboats Solutions Pvt Ltd","India","Technology",2021-08-24,2,"Expansion","Survam Partners LLP","Survam Partners - Unspecified Fund",1,0,6,0,0,6,2021
"Surfboats Solutions Pvt Ltd","India","Technology",2021-08-24,2,"Expansion","Undisclosed Firm","Undisclosed Fund",1,0,6,0,0,6,2021
"Surfboats Solutions Pvt Ltd","India","Technology",2022-05-17,3,"Expansion","Mosaic Media Ventures Pvt Ltd","Fireside Ventures - Unspecified Fund",2,0,13,0,0,13,2022
"Surfboats Solutions Pvt Ltd","India","Technology",2022-05-17,3,"Expansion","Roots Ventures LLP","Roots Ventures I",2,0,13,0,0,13,2022
"Surfboats Solutions Pvt Ltd","India","Technology",2022-05-17,3,"Expansion","Sharrp Ventures","Sharrp Ventures- Unspecified Fund",2,0,13,0,0,13,2022
"Surfboats Solutions Pvt Ltd","India","Technology",2022-05-17,3,"Expansion","Survam Partners LLP","Survam Partners - Unspecified Fund",2,0,13,0,0,13,2022
"Surfboats Solutions Pvt Ltd","India","Technology",2022-05-17,3,"Expansion","Undisclosed Firm","Undisclosed Fund",2,0,13,0,0,13,2022
"Surfboats Solutions Pvt Ltd","India","Technology",2022-05-17,3,"Expansion","Undisclosed Firm","Undisclosed Fund",2,0,13,0,0,13,2022
"Surobhi Agro Industries Pvt Ltd","India","Technology",2023-07-31,1,"Expansion","Iangels Crowd Ltd","IANGELS CROWD LTD - Unspecified Fund",0,0,0,0,0,0,2023
"Surobhi Agro Industries Pvt Ltd","India","Technology",2023-07-31,1,"Expansion","Undisclosed Firm","Undisclosed Fund",0,0,0,0,0,0,2023
"Surya Children's Medicare Pvt Ltd","India","Healthcare",2018-06-16,2,"Secondary Purchase","Sealink Capital Partners","SeaLink Capital Partners Fund",29,29,29,0,29,29,2018
"Suryoday Small Finance Bank Ltd","India","Financials",2010-08-31,2,"Expansion","Aavishkaar Goodwell India Microfinance Development Co Ltd","Aavishkaar Goodwell India Microfinance Development Fund II",2,0,4,0,0,4,2010
"Suryoday Small Finance Bank Ltd","India","Financials",2010-08-31,2,"Expansion","Lok Advisory Services Pvt Ltd","Lok Capital LLC",2,0,4,0,0,4,2010
"Suryoday Small Finance Bank Ltd","India","Financials",2013-01-28,3,"Expansion","Aavishkaar Goodwell India Microfinance Development Co Ltd","Aavishkaar Goodwell India Microfinance Development Fund II",2,0,4,0,0,4,2013
"Suryoday Small Finance Bank Ltd","India","Financials",2013-01-28,3,"Expansion","Lok Advisory Services Pvt Ltd","Lok Capital II LLC",2,0,4,0,0,4,2013
"Suryoday Small Finance Bank Ltd","India","Financials",2014-06-16,4,"Expansion","Aavishkaar Goodwell India Microfinance Development Co Ltd","Aavishkaar Goodwell India Microfinance Development Fund II",2,0,5,0,0,5,2014
"Suryoday Small Finance Bank Ltd","India","Financials",2014-06-16,4,"Expansion","International Finance Corp","International Finance Corp - Unspecified Fund",2,0,5,0,0,5,2014
"Suryoday Small Finance Bank Ltd","India","Financials",2014-06-16,4,"Expansion","Lok Advisory Services Pvt Ltd","Lok Capital II LLC",2,0,5,0,0,5,2014
"Suryoday Small Finance Bank Ltd","India","Financials",2016-07-12,5,"Expansion","Americorp Ventures Ltd","Americorp Ventures Limited",0,0,0,0,0,0,2016
"Suryoday Small Finance Bank Ltd","India","Financials",2016-07-12,5,"Expansion","Evolvence Capital Ltd","Evolvence India Fund",0,0,0,0,0,0,2016
"Suryoday Small Finance Bank Ltd","India","Financials",2016-07-12,5,"Expansion","Gaja Capital Partners","Gaja Capital- Unspecified Fund",0,0,0,0,0,0,2016
"Suryoday Small Finance Bank Ltd","India","Financials",2016-07-12,5,"Expansion","responsAbility Investments AG","responsAbility Social Investments AG - Unspecified Fund",0,0,0,0,0,0,2016
"Sustainable Agro-Commercial Finance Ltd","India","Financials",2015-04-01,1,"Acquisition","Mandala Capital Ltd","Mandala Capital Ag Fund, Ltd.",7,0,7,0,7,7,2015
"Sustainkart Marketplace","India","Consumer Cyclicals",2022-02-15,2,"Acquisition for Expansion","IA India Accelerator Pvt Ltd","India Accelerator - Unspecified Fund",0,0,0,0,0,0,2022
"Sustvest Broking Pvt Ltd","India","Financials",2024-12-23,2,"Expansion","Antler Innovation Pte Ltd","Antler Innovation Pte Ltd - Unspecified Fund",0,0,2,0,0,2,2024
"Sustvest Broking Pvt Ltd","India","Financials",2024-12-23,2,"Expansion","Faad Network Pvt Ltd","Faad Network - Unspecified Fund",0,0,2,0,0,2,2024
"Sustvest Broking Pvt Ltd","India","Financials",2024-12-23,2,"Expansion","Ipv Advisors Pvt Ltd","IPV Advisors Pvt Ltd - Unspecified Fund",0,0,2,0,0,2,2024
"Sustvest Broking Pvt Ltd","India","Financials",2024-12-23,2,"Expansion","Nucleus Aar Advisors Llp","Nucleus AAR Advisors LLP - Unspecified Fund",0,0,2,0,0,2,2024
"Sustvest Broking Pvt Ltd","India","Financials",2024-12-23,2,"Expansion","Undisclosed Firm","Undisclosed Fund",0,0,2,0,0,2,2024
"Sustvest Broking Pvt Ltd","India","Financials",2024-12-23,2,"Expansion","Venture Catalysts Pvt Ltd","Venture Catalysts Pvt Ltd - Unspecified Fund",0,0,2,0,0,2,2024
"Sustvest Broking Pvt Ltd","India","Financials",2024-12-23,2,"Expansion","WEH Ventures","WEH Ventures - Unspecified Fund",0,0,2,0,0,2,2024
"Suven Pharmaceuticals Ltd","India","Healthcare",2022-12-26,1,"LBO","Advent International LP","Advent International Corporation - Unspecified Fund",0,0,0,0,0,0,2022
"Suven Pharmaceuticals Ltd","India","Healthcare",2024-07-13,2,"Pending Acquisition","Advent International LP","Advent International Corporation - Unspecified Fund",0,0,0,0,0,0,2024
"Suven Pharmaceuticals Ltd","India","Healthcare",2024-11-04,3,"Acquisition for Expansion","Advent International LP","Advent International Corporation - Unspecified Fund",0,0,0,0,0,0,2024
"Suven Pharmaceuticals Ltd","India","Healthcare",2024-12-07,4,"Pending Acquisition","Advent International LP","Advent International Corporation - Unspecified Fund",15,0,15,0,64,64,2024
"Suvidhaa Infoserve Ltd","India","Industrials",2010-08-09,2,"Expansion","International Finance Corp","International Finance Corp - Unspecified Fund",3,0,7,0,0,7,2010
"Suvidhaa Infoserve Ltd","India","Industrials",2010-08-09,2,"Expansion","Norwest Venture Partners","Norwest Venture Partners - Unspecified Fund",2,2,7,0,0,7,2010
"Suvidhaa Infoserve Ltd","India","Industrials",2010-08-09,2,"Expansion","Reliance Venture Asset Management Ltd","Reliance Technology Ventures - Unspecified Fund",3,0,7,0,0,7,2010
"Suvidhaa Infoserve Ltd","India","Industrials",2011-11-15,3,"Expansion","Mitsui & Co. Global Investment Inc","Mitsui & Co. Global Investment, Ltd. - Unspecified Fund",12,12,12,0,0,12,2011
"Suvidhaa Infoserve Ltd","India","Industrials",2011-11-15,3,"Expansion","Norwest Venture Partners","Norwest Venture Partners - Unspecified Fund",0,0,12,0,0,12,2011
"Suvision Holdings Pvt Ltd","India","Financials",2013-10-08,1,"Expansion","Hyderabad Angels","Hyderabad Angel Ventures - Unspecified Fund",0,0,0,0,0,0,2013
"SV Agrofood","India","Consumer Non-Cyclicals",2011-07-31,1,"Expansion","Undisclosed Firm","Undisclosed Fund",0,0,0,0,0,0,2011
"Svakarma Finance Pvt Ltd","India","Financials",2019-06-03,1,"Pending Acquisition","Kohlberg Kravis Roberts & Co LP","KKR & Co Inc - Unspecified Fund",0,0,0,0,50,50,2019
"Svakarma Finance Pvt Ltd","India","Financials",2024-12-13,2,"Acquisition","Undisclosed Firm","Undisclosed Fund",0,0,0,0,10,10,2024
"Svakarma Finance Pvt Ltd","India","Financials",2024-12-13,2,"Acquisition","Wolfensohn & Company LLC","Wolfensohn & Company LLC - Unspecified Fund",0,0,0,0,10,10,2024
"Svasti Microfinance Pvt Ltd","India","Financials",2011-04-07,2,"Acquisition","BlueOrchard Finance AG","BlueOrchard Private Equity Fund",1,1,1,0,1,1,2011
"Svatantra Microfin Pvt Ltd","India","Financials",2024-03-04,1,"Pending Acquisition","Advent International LP","Advent International Corporation - Unspecified Fund",0,0,0,0,230,230,2024
"Svatantra Microfin Pvt Ltd","India","Financials",2024-03-04,1,"Pending Acquisition","Multiples Alternate Asset Management Pvt Ltd","Multiples Alternate Asset Management Fund IV",0,0,0,0,230,230,2024
"Svatantra Microfin Pvt Ltd","India","Financials",2024-03-04,1,"Pending Acquisition","Multiples Alternate Asset Management Pvt Ltd","Multiples Private Equity Fund III",0,0,0,0,230,230,2024
"SVG Media Pvt Ltd","India","Technology",2011-10-25,2,"Acquisition","Xplorer Capital","Xplorer Capital - Unspecified Fund",0,0,0,0,0,0,2011
"Svil Mines Ltd","India","Basic Materials",2007-09-18,1,"Acquisition","Citi Venture Capital International","Citigroup Venture Capital International",0,0,0,0,38,38,2007
"Svobodha Infinity Pvt Ltd","India","Financials",2021-11-29,1,"Expansion","Beenext Pte Ltd","ALL STAR SAAS FUND2 PTE LTD",0,0,1,0,0,1,2021
"Svobodha Infinity Pvt Ltd","India","Financials",2021-11-29,1,"Expansion","Undisclosed Firm","Undisclosed Fund",0,0,1,0,0,1,2021
"Svobodha Infinity Pvt Ltd","India","Financials",2021-11-29,1,"Expansion","Yatra Angel Network Venture Enablers LLP","Yatra Angel Network Venture Enablers LLP - Unspecified Fund",0,0,1,0,0,1,2021
"Svobodha Infinity Pvt Ltd","India","Financials",2022-09-22,2,"Expansion","100Unicorns","100Unicorns - Unspecified Fund",0,0,2,0,0,2,2022
"Svobodha Infinity Pvt Ltd","India","Financials",2022-09-22,2,"Expansion","Beenext Pte Ltd","Beenext3 Pte Ltd",0,0,2,0,0,2,2022
"Svobodha Infinity Pvt Ltd","India","Financials",2022-09-22,2,"Expansion","Undisclosed Firm","Undisclosed Fund",0,0,2,0,0,2,2022
"Svobodha Infinity Pvt Ltd","India","Financials",2022-09-22,2,"Expansion","Venture Catalysts Pvt Ltd","Venture Catalysts Pvt Ltd - Unspecified Fund",0,0,2,0,0,2,2022
"Svogl Oil Gas and Energy Ltd","India","Energy",2007-12-06,1,"PIPE","Citi Venture Capital International","Citigroup Venture Capital International",0,0,0,0,0,0,2007
"Svogl Oil Gas and Energy Ltd","India","Energy",2010-02-10,2,"PIPE","Templeton Asset Management Ltd","Templeton Strategic Emerging Markets Fund III, L.P.",20,20,20,0,0,20,2010
"Svogl Oil Gas and Energy Ltd","India","Energy",2011-11-14,3,"PIPE","Templeton Asset Management Ltd","Templeton Strategic Emerging Markets Fund III, L.P.",0,0,0,0,0,0,2011
"Swarna Pragati Housing Microfinance Pvt Ltd","India","Financials",2015-12-21,2,"Expansion","Aavishkaar Goodwell India Microfinance Development Co Ltd","Aavishkaar Goodwell India Microfinance Development Fund II",3,0,15,0,0,15,2015
"Swarna Pragati Housing Microfinance Pvt Ltd","India","Financials",2015-12-21,2,"Expansion","Omidyar Network Commons LLC","Omidyar Network Fund LLC",3,0,15,0,0,15,2015
"Swarna Pragati Housing Microfinance Pvt Ltd","India","Financials",2015-12-21,2,"Expansion","Undisclosed Firm","Undisclosed Fund",3,0,15,0,0,15,2015
"Swarna Pragati Housing Microfinance Pvt Ltd","India","Financials",2015-12-21,2,"Expansion","Undisclosed Firm","Undisclosed Fund",3,0,15,0,0,15,2015
"Swarna Pragati Housing Microfinance Pvt Ltd","India","Financials",2015-12-21,2,"Expansion","Zephyr Management L.P","Zephyr Management LP - Unspecified Fund",3,0,15,0,0,15,2015
"Swas Healthcare Pvt Ltd","India","Healthcare",2009-09-03,1,"Expansion","Aavishkaar Venture Management Services Pvt Ltd","Aavishkaar India Micro Venture Capital Fund",0,0,0,0,0,0,2009
"Swastik Roadlines Pvt Ltd","India","Industrials",2010-12-23,1,"Acquisition","IEP Fund Advisors Pvt Ltd","India Equity Partners",10,10,10,0,10,10,2010
"Swastik Roadlines Pvt Ltd","India","Industrials",2016-02-23,2,"Acquisition","RobeCo Private Equity","Asia Climate Partners",0,0,0,0,0,0,2016
"Swmabhan Commerce Pvt Ltd","India","Consumer Non-Cyclicals",2024-08-28,6,"Expansion","Undisclosed Firm","Undisclosed Fund",0,0,0,0,0,0,2024
"Symbiotec Pharmalab Pvt Ltd","India","Healthcare",2013-10-22,2,"Acquisition","Actis Llp","Actis Capital LLP - Unspecified Fund",48,48,48,0,48,48,2013
"Symbiotec Pharmalab Pvt Ltd","India","Healthcare",2018-12-18,3,"Secondary Buyout","MOPE Investment Advisors Pvt Ltd","India Business Excellence Fund III",0,0,0,0,101,101,2018
"Symbiotec Pharmalab Pvt Ltd","India","Healthcare",2018-12-18,3,"Secondary Buyout","Rosewood Private Investments Inc","Rosewood Private Investments - Unspecified Fund",0,0,0,0,101,101,2018
"Synergies Castings Ltd","India","Basic Materials",2008-02-25,1,"Recap/Turnaround","Kubera Partners LLC","Kubera Cross Border Fund",0,0,0,0,0,0,2008
"Synergy Property Development Services Pvt Ltd","India","Real Estate",2008-04-28,1,"Acquisition","Blackstone Inc","Blackstone Group, L.P. - Unspecified Fund",18,0,18,0,18,18,2008
