Investee Company Name,Investee Company Nation,Investee Company TRBC Economic Sector,Investment Date,Round Number,Investment Stage,Firm Investor Name,Fund Investor Name,"Investor Equity Total
(USD, Millions)","Disclosed Fund Equity Contribution
(USD, Millions)","Round Equity Total
(USD, Millions)","Disclosed Debt Contribution
(USD, Millions)","Deal Value
(USD, Millions)","Deal Rank Value
(USD, Millions)"
Vryly Ventures Pvt Ltd,India,Consumer Cyclicals,2022-10-14,1,Expansion,Faad Network Pvt Ltd,Faad Network - Unspecified Fund,0,0,0,0,0,0
Vryly Ventures Pvt Ltd,India,Consumer Cyclicals,2022-10-14,1,Expansion,Undisclosed Firm,Undisclosed Fund,0,0,0,0,0,0
Vryly Ventures Pvt Ltd,India,Consumer Cyclicals,2022-10-14,1,Expansion,Undisclosed Firm,Undisclosed Fund,0,0,0,0,0,0
Vryly Ventures Pvt Ltd,India,Consumer Cyclicals,2022-10-14,1,Expansion,Undisclosed Firm,Undisclosed Fund,0,0,0,0,0,0
Vryly Ventures Pvt Ltd,India,Consumer Cyclicals,2023-07-28,2,Expansion,Ah Ventures India Pvt Ltd,AH! Ventures India Pvt Ltd - Unspecified Fund,0,0,1,0,0,1
Vryly Ventures Pvt Ltd,India,Consumer Cyclicals,2023-07-28,2,Expansion,Chennai Angels,"Chennai Angels, The",0,0,1,0,0,1
Vryly Ventures Pvt Ltd,India,Consumer Cyclicals,2023-07-28,2,Expansion,Faad Network Pvt Ltd,Faad Network - Unspecified Fund,0,0,1,0,0,1
Vryly Ventures Pvt Ltd,India,Consumer Cyclicals,2023-07-28,2,Expansion,LetsVenture Technologies Pvt Ltd,LetsVenture Technologies Pvt Ltd - Unspecified Fund,0,0,1,0,0,1
Vryly Ventures Pvt Ltd,India,Consumer Cyclicals,2023-07-28,2,Expansion,Undisclosed Firm,Undisclosed Fund,0,0,1,0,0,1
Vryly Ventures Pvt Ltd,India,Consumer Cyclicals,2023-07-28,2,Expansion,Undisclosed Firm,Undisclosed Fund,0,0,1,0,0,1
Vryly Ventures Pvt Ltd,India,Consumer Cyclicals,2023-07-28,2,Expansion,Zero to One Partners Co Ltd,Zero to One Partners Co Ltd - Unspecified Fund,0,0,1,0,0,1
Vserv Digital Services Pvt Ltd,India,Technology,2011-07-19,1,Expansion,Chiratae Ventures India Advisors Pvt Ltd,IDG Ventures India Fund II,3,3,3,0,0,3
Vserv Digital Services Pvt Ltd,India,Technology,2015-03-03,2,Expansion,Chiratae Ventures India Advisors Pvt Ltd,IDG Ventures India Fund II,6,0,11,0,0,11
Vserv Digital Services Pvt Ltd,India,Technology,2015-03-03,2,Expansion,Maverick Capital Ltd,Maverick Capital Venture Capital Fund,6,0,11,0,0,11
Vv Finly Technology Pvt Ltd,India,Technology,2019-12-21,1,Expansion,Gemba Capital Investment Advisors LLP,Gemba Capital - Unspecified Fund,0,0,0,0,0,0
Vv Finly Technology Pvt Ltd,India,Technology,2019-12-21,1,Expansion,Omphalos Venture Partners LLC,Omphalos Venture Partners - Unspecified Fund,0,0,0,0,0,0
Vv Finly Technology Pvt Ltd,India,Technology,2019-12-21,1,Expansion,Social+Capital Partnership LP,Social+Capital Partnership - Unspecified Fund,0,0,0,0,0,0
Vv Finly Technology Pvt Ltd,India,Technology,2019-12-21,1,Expansion,Undisclosed Firm,Undisclosed Fund,0,0,0,0,0,0
Vv Finly Technology Pvt Ltd,India,Technology,2019-12-21,1,Expansion,Undisclosed Firm,Undisclosed Fund,0,0,0,0,0,0
VVDN Technologies Pvt Ltd,India,Consumer Cyclicals,2019-12-26,1,Pending Acquisition,MOPE Investment Advisors Pvt Ltd,India Business Excellence Fund III,35,35,35,0,35,35
VVDN Technologies Pvt Ltd,India,Consumer Cyclicals,2023-03-18,2,Pending Acquisition,Kotak Alternate Asset Managers Limited,Kotak Pre-IPO Opportunities Fund,0,0,0,0,103,103
VVDN Technologies Pvt Ltd,India,Consumer Cyclicals,2023-03-18,2,Pending Acquisition,Kotak Alternate Asset Managers Limited,Kotak Special Situations Fund,0,0,0,0,103,103
VVDN Technologies Pvt Ltd,India,Consumer Cyclicals,2023-03-18,2,Pending Acquisition,MOPE Investment Advisors Pvt Ltd,India Business Excellence Fund IV,0,0,0,0,103,103
"VXL Instruments, Ltd.",India,Technology,2005-06-06,1,Expansion,Undisclosed Firm,Undisclosed Fund,2,0,2,0,0,2
Vy Labs Technologies Pvt Ltd,India,Technology,2022-05-31,1,Expansion,Valor Equity Partners LP,Valor Equity Partners - Unspecified Fund,20,0,20,0,0,20
Vyomeen Media Pvt Ltd,India,Technology,2022-01-17,3,Expansion,JITO Incubation & Innovation Foundation,JITO Angel Network,0,0,0,0,0,0
Vyomeen Media Pvt Ltd,India,Technology,2022-01-17,3,Expansion,Startup Oasis,Startup Oasis - Unspecified Fund,0,0,0,0,0,0
Vyomeen Media Pvt Ltd,India,Technology,2022-01-17,3,Expansion,Undisclosed Firm,Undisclosed Fund,0,0,0,0,0,0
Vyomeen Media Pvt Ltd,India,Technology,2022-01-17,3,Expansion,Undisclosed Firm,Undisclosed Fund,0,0,0,0,0,0
Vyuti Systems Pvt Ltd,India,Technology,2024-11-05,3,Expansion,Infoedge Capital Pvt Ltd,Infoedge Capital Pvt Ltd - Unspecified Fund,2,0,10,0,0,10
Vyuti Systems Pvt Ltd,India,Technology,2024-11-05,3,Expansion,Inventus Capital Partners,Inventus Capital Partners - Unspecified Fund,2,0,10,0,0,10
Vyuti Systems Pvt Ltd,India,Technology,2024-11-05,3,Expansion,Pavestone VC,Pavestone Capital - Unspecified Fund,2,0,10,0,0,10
Vyuti Systems Pvt Ltd,India,Technology,2024-11-05,3,Expansion,Speciale Incept Advisors LLP,Speciale Invest - Unspecified Fund,2,0,10,0,0,10
Vyuti Systems Pvt Ltd,India,Technology,2024-11-05,3,Expansion,Undisclosed Firm,Undisclosed Fund,2,0,10,0,0,10
Wakefit Innovations Limited,India,Consumer Cyclicals,2020-12-15,2,Expansion,Peak Xv Partners,Peak XV Partners - Unspecified Fund,13,0,25,0,0,25
Wakefit Innovations Limited,India,Consumer Cyclicals,2020-12-15,2,Expansion,Verlinvest SA,Verlinvest SA - Unspecified Fund,13,0,25,0,0,25
Wakefit Innovations Limited,India,Consumer Cyclicals,2021-11-11,3,Expansion,Peak Xv Partners,Peak XV Partners - Unspecified Fund,9,0,27,0,0,27
Wakefit Innovations Limited,India,Consumer Cyclicals,2021-11-11,3,Expansion,SIG Capital Partners Ltd,"SIG Capital, Ltd. - Unspecified Fund",9,0,27,0,0,27
Wakefit Innovations Limited,India,Consumer Cyclicals,2021-11-11,3,Expansion,Verlinvest SA,Verlinvest SA - Unspecified Fund,9,0,27,0,0,27
Wallapps Pvt Ltd,India,Industrials,2022-01-04,1,Expansion,Arcanum Capital LLC,Arcanum Capital - Unspecified Fund,0,0,1,0,0,1
Wallapps Pvt Ltd,India,Industrials,2022-01-04,1,Expansion,Undisclosed Firm,Non-Private Equity Investor Seychelles,0,0,1,0,0,1
Wallapps Pvt Ltd,India,Industrials,2022-01-04,1,Expansion,Undisclosed Firm,Undisclosed Fund,0,0,1,0,0,1
Wallapps Pvt Ltd,India,Industrials,2022-01-04,1,Expansion,Undisclosed Firm,Undisclosed Fund,0,0,1,0,0,1
Wallapps Pvt Ltd,India,Industrials,2022-01-04,1,Expansion,Woodstock Inc,Woodstock Fund,0,0,1,0,0,1
Wallter Systems Pvt Ltd,India,Consumer Cyclicals,2023-08-03,1,Expansion,Ipv Advisors Pvt Ltd,IPV Advisors Pvt Ltd - Unspecified Fund,0,0,0,0,0,0
Walton Street India - Real Estate Debt Business,India,Financials,2021-08-05,1,Pending Acquisition,Blacksoil Capital Pvt Ltd,BlackSoil Capital- Unspecified Fund,0,0,0,0,0,0
Walton Street India - Real Estate Debt Business,India,Financials,2021-08-05,1,Pending Acquisition,Undisclosed Firm,Undisclosed Fund,0,0,0,0,0,0
Wastefull Insights Pvt Ltd,India,Industrials,2023-10-28,1,Expansion,First Founder Investment Adviser LLP,Class 10,0,0,0,0,0,0
Waterlife India Pvt Ltd,India,Utilities,2009-10-15,1,Expansion,Aavishkaar Venture Management Services Pvt Ltd,Aavishkaar India Micro Venture Capital Fund,0,0,0,0,0,0
Waterlife India Pvt Ltd,India,Utilities,2011-12-12,2,Expansion,Z47,Matrix Partners India II LLC,4,4,4,0,0,4
Watertec (India) Pvt Ltd,India,Consumer Cyclicals,2023-06-20,1,LBO,Warburg Pincus LLC,Warburg Pincus Global Growth 14 LP,0,0,0,0,170,170
Waterwala Labs Pvt Ltd,India,Industrials,2020-04-22,1,Expansion,First Cheque LLP,First Cheque - Unspecified Fund,0,0,0,0,0,0
Waterwala Labs Pvt Ltd,India,Industrials,2020-04-22,1,Expansion,Surge Ahead,Surge - Unspecified Fund,0,0,0,0,0,0
Waterwala Labs Pvt Ltd,India,Industrials,2020-04-22,1,Expansion,Undisclosed Firm,Undisclosed Fund,0,0,0,0,0,0
Waterwala Labs Pvt Ltd,India,Industrials,2020-04-22,1,Expansion,Undisclosed Firm,Undisclosed Fund,0,0,0,0,0,0
Waterwala Labs Pvt Ltd,India,Industrials,2020-04-22,1,Expansion,Undisclosed Firm,Undisclosed Fund,0,0,0,0,0,0
Waterwala Labs Pvt Ltd,India,Industrials,2020-08-18,2,Expansion,Omidyar Network India Advisors Pvt Ltd,Omidyar Network India Advisors Pvt Ltd - Unspecified Fund,1,0,3,0,0,3
Waterwala Labs Pvt Ltd,India,Industrials,2020-08-18,2,Expansion,Surge Ahead,Surge - Unspecified Fund,1,0,3,0,0,3
Waterwala Labs Pvt Ltd,India,Industrials,2022-07-20,4,Expansion,100Unicorns,100Unicorns - Unspecified Fund,1,0,8,0,0,8
Waterwala Labs Pvt Ltd,India,Industrials,2022-07-20,4,Expansion,Aureolis Ventures,Aureolis Ventures - Unspecified Fund,1,0,8,0,0,8
Waterwala Labs Pvt Ltd,India,Industrials,2022-07-20,4,Expansion,Omidyar Network India Advisors Pvt Ltd,Omidyar Network India Advisors Pvt Ltd - Unspecified Fund,1,0,8,0,0,8
Waterwala Labs Pvt Ltd,India,Industrials,2022-07-20,4,Expansion,Surge Ahead,Surge - Unspecified Fund,1,0,8,0,0,8
Waterwala Labs Pvt Ltd,India,Industrials,2022-07-20,4,Expansion,Undisclosed Firm,Undisclosed Fund,1,0,8,0,0,8
Waterwala Labs Pvt Ltd,India,Industrials,2022-07-20,4,Expansion,Undisclosed Firm,Undisclosed Fund,1,0,8,0,0,8
Wave Hi-Tech City,India,Consumer Cyclicals,2007-01-31,1,Real Estate,Landmark Holdings Pvt Ltd,Landmark Holdings - Unspecified Fund,25,25,25,0,0,25
Wavicle Technologies Pvt Ltd,India,Technology,2024-06-20,2,Expansion,Nucleus Aar Advisors Llp,Nucleus AAR Advisors LLP - Unspecified Fund,0,0,0,0,0,0
Waycool Foods & Products Pvt Ltd,India,Consumer Non-Cyclicals,2019-01-15,2,Expansion,Caspian Advisors Pvt Ltd,Caspian SME Impact Fund,3,0,17,0,0,17
Waycool Foods & Products Pvt Ltd,India,Consumer Non-Cyclicals,2019-01-15,2,Expansion,Lightrock Llp,LGT Lightstone Europe LLP-Unspecified Fund,3,0,17,0,0,17
Waycool Foods & Products Pvt Ltd,India,Consumer Non-Cyclicals,2019-01-15,2,Expansion,Undisclosed Firm,Undisclosed Fund,3,0,17,0,0,17
Waycool Foods & Products Pvt Ltd,India,Consumer Non-Cyclicals,2019-01-15,2,Expansion,Undisclosed Firm,Undisclosed Fund,3,0,17,0,0,17
Waycool Foods & Products Pvt Ltd,India,Consumer Non-Cyclicals,2019-01-15,2,Expansion,Undisclosed Firm,Undisclosed Fund,3,0,17,0,0,17
Waycool Foods & Products Pvt Ltd,India,Consumer Non-Cyclicals,2019-10-15,3,Expansion,Lightstone Group LLC,"Lightstone Group, The - Unspecified Fund",3,0,5,0,0,5
Waycool Foods & Products Pvt Ltd,India,Consumer Non-Cyclicals,2019-10-15,3,Expansion,Undisclosed Firm,Undisclosed Fund,3,0,5,0,0,5
Waycool Foods & Products Pvt Ltd,India,Consumer Non-Cyclicals,2020-02-07,4,Expansion,Aspada Investment Advisors Pvt Ltd,Lightrock,8,0,32,0,0,32
Waycool Foods & Products Pvt Ltd,India,Consumer Non-Cyclicals,2020-02-07,4,Expansion,Innoven Capital India Pvt Ltd,InnoVen Capital- Unspecified Fund,8,0,32,0,0,32
Waycool Foods & Products Pvt Ltd,India,Consumer Non-Cyclicals,2020-02-07,4,Expansion,Lightbox Management Ltd,Lightbox Ventures III,8,0,32,0,0,32
Waycool Foods & Products Pvt Ltd,India,Consumer Non-Cyclicals,2020-02-07,4,Expansion,Undisclosed Firm,Undisclosed Fund,8,0,32,0,0,32
Waycool Foods & Products Pvt Ltd,India,Consumer Non-Cyclicals,2022-01-13,7,Expansion,International Finance Corp,International Finance Corp - Unspecified Fund,15,0,117,0,0,117
Waycool Foods & Products Pvt Ltd,India,Consumer Non-Cyclicals,2022-01-13,7,Expansion,Lightbox Management Ltd,Lightbox Ventures III,15,0,117,0,0,117
Waycool Foods & Products Pvt Ltd,India,Consumer Non-Cyclicals,2022-01-13,7,Expansion,Lightrock Llp,Lightrock Growth Fund I,15,0,117,0,0,117
Waycool Foods & Products Pvt Ltd,India,Consumer Non-Cyclicals,2022-01-13,7,Expansion,Lightsmith Group,Lightsmith Group- Unspecified Fund,15,0,117,0,0,117
Waycool Foods & Products Pvt Ltd,India,Consumer Non-Cyclicals,2022-01-13,7,Expansion,Netherlands Development Finance Co NV,Netherlands Development Finance Co - Unspecified Fund,15,0,117,0,0,117
Waycool Foods & Products Pvt Ltd,India,Consumer Non-Cyclicals,2022-01-13,7,Expansion,Redwood Venture Partners LLC,Redwood Venture Partners - Unspecified Fund,15,0,117,0,0,117
Waycool Foods & Products Pvt Ltd,India,Consumer Non-Cyclicals,2022-01-13,7,Expansion,Undisclosed Firm,Undisclosed Fund,15,0,117,0,0,117
Waycool Foods & Products Pvt Ltd,India,Consumer Non-Cyclicals,2022-01-13,7,Expansion,Undisclosed Firm,Undisclosed Fund,15,0,117,0,0,117
Waycool Foods & Products Pvt Ltd,India,Consumer Non-Cyclicals,2022-06-22,8,Expansion,57 Stars LLC,57 Stars LLC - Unspecified fund,40,0,40,0,0,40
Waycool Foods & Products Pvt Ltd,India,Consumer Non-Cyclicals,2022-08-25,10,Expansion,Trifecta Capital Partners Ltd,Trifecta Venture Debt Fund III,12,12,12,0,0,12
Wayfarers Technologies Pvt Ltd,India,Technology,2024-08-12,1,Expansion,Undisclosed Firm,Undisclosed Fund,0,0,0,0,0,0
Wayfarers Technologies Pvt Ltd,India,Technology,2024-08-12,1,Expansion,Undisclosed Firm,Undisclosed Fund,0,0,0,0,0,0
Wayfarers Technologies Pvt Ltd,India,Technology,2024-08-12,1,Expansion,Undisclosed Firm,Undisclosed Fund,0,0,0,0,0,0
We Techshiksha Pvt Ltd,India,Consumer Cyclicals,2019-12-18,1,Expansion,Mumbai Angels Network Pvt Ltd,Mumbai Angels - Unspecified Fund,0,0,0,0,0,0
Wealth India Financial Services Pvt Ltd,India,Technology,2010-08-02,1,Expansion,Inventus Capital Partners,Inventus Capital Partners Fund I LP,1,1,1,0,0,1
Wealth India Financial Services Pvt Ltd,India,Technology,2012-04-24,2,Expansion,Foundation Capital LLC,"Foundation Capital VI, L.P.",3,3,4,0,0,4
Wealth India Financial Services Pvt Ltd,India,Technology,2012-04-24,2,Expansion,Undisclosed Firm,Undisclosed Fund,1,0,4,0,0,4
Wealth India Financial Services Pvt Ltd,India,Technology,2015-06-18,3,Expansion,Faering Capital Pvt Ltd,Faering Capital Fund,4,0,11,0,0,11
Wealth India Financial Services Pvt Ltd,India,Technology,2015-06-18,3,Expansion,Foundation Capital LLC,"Foundation Capital VI, L.P.",4,0,11,0,0,11
Wealth India Financial Services Pvt Ltd,India,Technology,2015-06-18,3,Expansion,Inventus Capital Partners,Inventus Capital Partners Fund I LP,4,0,11,0,0,11
Wealth India Financial Services Pvt Ltd,India,Technology,2022-11-29,4,LBO,Undisclosed Firm,Undisclosed Fund,0,0,0,0,0,0
Wealth India Financial Services Pvt Ltd,India,Technology,2022-11-29,4,LBO,Undisclosed Firm,Undisclosed Fund,0,0,0,0,0,0
Wealth India Financial Services Pvt Ltd,India,Technology,2022-11-29,4,LBO,Westbridge Capital Management Llc,WestBridge AIF,0,0,0,0,0,0
Weaver Services Pvt Ltd,India,Financials,2024-10-16,1,Acquisition,Gaja Capital Partners,Gaja Capital- Unspecified Fund,0,0,0,0,0,0
Weaver Services Pvt Ltd,India,Financials,2024-10-16,1,Acquisition,Lok Advisory Services Pvt Ltd,Lok Capital IV LLC,0,0,0,0,0,0
Weavings Manpower Solutions Pvt Ltd,India,Industrials,2024-08-08,1,Acquisition,Gruhas Proptech LLP,Gruhas Proptech LLP - Unspecified Fund,0,0,0,0,0,0
Webaroo,India,Technology,2010-01-20,2,Expansion,Charles River Ventures Inc,"Charles River Partnership XIII, L.P.",4,0,12,0,0,12
Webaroo,India,Technology,2010-01-20,2,Expansion,Globespan Capital Partners,Globespan Capital Partners - Unspecified Fund,4,0,12,0,0,12
Webaroo,India,Technology,2010-01-20,2,Expansion,Helion Venture Partners LLC,Helion Venture Partners II,4,0,12,0,0,12
Webaroo,India,Technology,2011-08-11,3,Expansion,Charles River Ventures Inc,"Charles River Partnership XIII, L.P.",2,0,10,0,0,10
Webaroo,India,Technology,2011-08-11,3,Expansion,Globespan Capital Partners,"Globespan Capital Partners V, L.P.",3,3,10,0,0,10
Webaroo,India,Technology,2011-08-11,3,Expansion,Helion Venture Partners LLC,Helion Venture Partners II,2,0,10,0,0,10
Webaroo,India,Technology,2011-08-11,3,Expansion,Tenaya Capital Inc,Tenaya Capital Inc - Unspecified Fund,2,0,10,0,0,10
"Webchutney Studio Pvt., Ltd.",India,Consumer Cyclicals,2007-11-21,1,Acquisition,Capital18,Capital18 - Unspecified Fund,0,0,0,0,0,0
Webklipper Technologies Pvt Ltd,India,Technology,2018-02-09,4,Expansion,Blume Venture Advisors Pvt Ltd,Blume Venture Advisors - Unspecified Fund,0,0,0,0,0,0
Webklipper Technologies Pvt Ltd,India,Technology,2018-02-09,4,Expansion,Global Technology Investment,Global Technology Investment (GTI) - Unspecified Fund,0,0,0,0,0,0
Webklipper Technologies Pvt Ltd,India,Technology,2018-02-09,4,Expansion,Social+Capital Partnership LP,Social+Capital Partnership - Unspecified Fund,0,0,0,0,0,0
Webklipper Technologies Pvt Ltd,India,Technology,2018-02-09,4,Expansion,Undisclosed Firm,Undisclosed Fund,0,0,0,0,0,0
Webklipper Technologies Pvt Ltd,India,Technology,2018-02-09,4,Expansion,Undisclosed Firm,Undisclosed Fund,0,0,0,0,0,0
"Webshastra Pvt, Ltd.",India,Technology,2005-12-09,2,Expansion,Warburg Pincus LLC,Warburg Pincus LLC - Unspecified Fund,10,10,10,0,0,10
WeColab Edusystem Pvt Ltd,India,Technology,2020-04-30,1,Expansion,Ipv Advisors Pvt Ltd,IPV Advisors Pvt Ltd - Unspecified Fund,0,0,0,0,0,0
Wedmegood.com,India,Consumer Non-Cyclicals,2019-04-03,2,Expansion,Orchid Asia Group Management Ltd,Orchid Asia Group Management Ltd - Unspecified Fund,3,3,3,0,0,3
Wednesday Health India Pvt Ltd,India,Consumer Cyclicals,2024-06-11,4,Expansion,Accelerating Asia Pte Ltd,Accelerating Asia - Unspecified Fund,0,0,1,0,0,1
Wednesday Health India Pvt Ltd,India,Consumer Cyclicals,2024-06-11,4,Expansion,Antler Innovation Pte Ltd,Antler Innovation Pte Ltd - Unspecified Fund,0,0,1,0,0,1
Wednesday Health India Pvt Ltd,India,Consumer Cyclicals,2024-06-11,4,Expansion,Grid.vc Oy,Grid.vc Oy - Unspecified Fund,0,0,1,0,0,1
Wednesday Health India Pvt Ltd,India,Consumer Cyclicals,2024-06-11,4,Expansion,Undisclosed Firm,Undisclosed Fund,0,0,1,0,0,1
Wednesday Health India Pvt Ltd,India,Consumer Cyclicals,2024-06-11,4,Expansion,Undisclosed Firm,Undisclosed Fund,0,0,1,0,0,1
Wednesday Health India Pvt Ltd,India,Consumer Cyclicals,2024-06-11,4,Expansion,Undisclosed Firm,Undisclosed Fund,0,0,1,0,0,1
Wednesday Health India Pvt Ltd,India,Consumer Cyclicals,2024-06-11,4,Expansion,Venture Catalysts Pvt Ltd,Venture Catalysts Pvt Ltd - Unspecified Fund,0,0,1,0,0,1
Wegot Utility Solutions Pvt Ltd,India,Industrials,2020-01-31,1,Expansion,HDFC Venture Capital Ltd,"HDFC Venture Capital, Ltd. - Unspecified Fund",0,0,0,0,0,0
Wegot Utility Solutions Pvt Ltd,India,Industrials,2021-12-09,2,Expansion,HDFC Venture Capital Ltd,"HDFC Venture Capital, Ltd. - Unspecified Fund",1,0,2,0,0,2
Wegot Utility Solutions Pvt Ltd,India,Industrials,2021-12-09,2,Expansion,Undisclosed Firm,Undisclosed Fund,1,0,2,0,0,2
Wegot Utility Solutions Pvt Ltd,India,Industrials,2021-12-09,2,Expansion,Undisclosed Firm,Undisclosed Fund,1,0,2,0,0,2
Weikfield IT Citi Info Park,India,Real Estate,2019-08-01,1,Real Estate,Xander Group Inc,Xander Investment Management,130,130,130,0,0,130
Wellbeing Healthtech Pvt Ltd,India,Technology,2020-10-08,2,Expansion,Amand Ventures Pte Ltd,Amand Ventures - Unspecified Fund,1,0,2,0,0,2
Wellbeing Healthtech Pvt Ltd,India,Technology,2020-10-08,2,Expansion,IMJ Investment Partners Corp,Spiral Ventures Japan LLP - Unspecified Fund,1,0,2,0,0,2
Wellbeing Healthtech Pvt Ltd,India,Technology,2020-10-08,2,Expansion,Wavemaker Partners LLC,Wavemaker Partners - Unspecified Fund,1,0,2,0,0,2
Wellbeing Healthtech Pvt Ltd,India,Technology,2021-07-22,3,Expansion,Pureland Group,Pureland Global Venture,0,0,3,0,0,3
Wellbeing Healthtech Pvt Ltd,India,Technology,2021-07-22,3,Expansion,Undisclosed Firm,Undisclosed Fund,0,0,3,0,0,3
Wellbeing Healthtech Pvt Ltd,India,Technology,2021-07-22,3,Expansion,Undisclosed Firm,Undisclosed Fund,0,0,3,0,0,3
Wellbeing Healthtech Pvt Ltd,India,Technology,2021-07-22,3,Expansion,Undisclosed Firm,Undisclosed Fund,0,0,3,0,0,3
Wellbeing Healthtech Pvt Ltd,India,Technology,2021-07-22,3,Expansion,Undisclosed Firm,Undisclosed Fund,0,0,3,0,0,3
Wellbeing Healthtech Pvt Ltd,India,Technology,2021-07-22,3,Expansion,Undisclosed Firm,Undisclosed Fund,0,0,3,0,0,3
Wellbeing Healthtech Pvt Ltd,India,Technology,2021-12-24,4,Expansion,ICMG Partners Co Ltd,ICMG Co-creation Fund No. 1 Investment LP,1,0,4,0,0,4
Wellbeing Healthtech Pvt Ltd,India,Technology,2021-12-24,4,Expansion,Undisclosed Firm,Undisclosed Fund,1,0,4,0,0,4
Wellbeing Healthtech Pvt Ltd,India,Technology,2021-12-24,4,Expansion,Undisclosed Firm,Undisclosed Fund,1,0,4,0,0,4
Wellbeing Healthtech Pvt Ltd,India,Technology,2021-12-24,4,Expansion,Undisclosed Firm,Undisclosed Fund,1,0,4,0,0,4
Wellbeing Healthtech Pvt Ltd,India,Technology,2021-12-24,4,Expansion,Undisclosed Firm,Undisclosed Fund,1,0,4,0,0,4
Wellbeing Healthtech Pvt Ltd,India,Technology,2021-12-24,4,Expansion,Undisclosed Firm,Undisclosed Fund,1,0,4,0,0,4
Wellbeing Healthtech Pvt Ltd,India,Technology,2021-12-24,4,Expansion,Undisclosed Firm,Undisclosed Fund,1,0,4,0,0,4
Wellbeing Healthtech Pvt Ltd,India,Technology,2021-12-24,4,Expansion,Wavemaker Partners LLC,Wavemaker Partners - Unspecified Fund,1,0,4,0,0,4
Wellbeing Healthtech Pvt Ltd,India,Technology,2022-01-11,5,Expansion,Dell Technologies Inc,Dell Technologies Capital - Unspecified Fund,1,0,1,0,0,1
Wellbeing Healthtech Pvt Ltd,India,Technology,2022-01-11,5,Expansion,Undisclosed Firm,Undisclosed Fund,1,0,1,0,0,1
Wellbeing Healthtech Pvt Ltd,India,Technology,2022-10-10,6,Expansion,IMJ Investment Partners Corp,Spiral Ventures Japan LLP - Unspecified Fund,2,0,12,0,0,12
Wellbeing Healthtech Pvt Ltd,India,Technology,2022-10-10,6,Expansion,Jungle Ventures Pte Ltd,Jungle Ventures - Unspecified Fund,2,0,12,0,0,12
Wellbeing Healthtech Pvt Ltd,India,Technology,2022-10-10,6,Expansion,Undisclosed Firm,Undisclosed Fund,2,0,12,0,0,12
Wellbeing Healthtech Pvt Ltd,India,Technology,2022-10-10,6,Expansion,Undisclosed Firm,Undisclosed Fund,2,0,12,0,0,12
Wellbeing Healthtech Pvt Ltd,India,Technology,2022-10-10,6,Expansion,Undisclosed Firm,Undisclosed Fund,2,0,12,0,0,12
Wellbeing Healthtech Pvt Ltd,India,Technology,2023-11-30,7,Bridge Loan,Jungle Ventures Pte Ltd,Jungle Ventures - Unspecified Fund,3,0,3,0,0,3
Wellspring Consumer Pvt Ltd,India,Consumer Cyclicals,2024-06-20,1,Expansion,Eternal Capital,Eternal Capital Fund I,1,0,2,0,0,2
