"company","total_deals","total_investment","avg_deal_size","first_investment","last_investment"
"Metamorphosys Technologies Pvt Ltd",4,2,0.5,2020,2022
"Mihup Communications Pvt Ltd",2,2,1,2020,2020
"Monitra Healthcare Pvt Ltd",9,2,0.222222222222222,2023,2023
"Multipl Wealth Management Pvt Ltd",2,2,1,2024,2024
"Nepra Resource Management Pvt Ltd",3,2,0.666666666666667,2013,2024
"Neuron Energy Pvt Ltd",8,2,0.25,2023,2024
"Nivaata Systems Pvt Ltd",5,2,0.4,2015,2019
"Ossus Biorenewables Pvt Ltd",2,2,1,2023,2023
"Outscal Technologies Private Ltd",1,2,2,2022,2022
"Pattnaik Corporate Services Pvt Ltd",2,2,1,2024,2024
"Peel-Works Outsourcing Pvt Ltd",6,2,0.333333333333333,2014,2020
"Premier Instruments and Control Ltd",1,2,2,2011,2011
"Quantduo Technologies Pvt Ltd",4,2,0.5,2022,2022
"Quaqua Experiences Pvt Ltd",2,2,1,2020,2020
"Rabiko Lifestyle Private Ltd",1,2,2,2023,2023
"RiverSilica Technologies Pvt Ltd",1,2,2,2014,2014
"Rupyz Fintech Pvt Ltd",2,2,1,2024,2024
"Schneider Electric Software India Pvt Ltd",1,2,2,2006,2006
"Selfieera Pvt Ltd",1,2,2,2023,2023
"Shopsense Retail Technologies Pvt Ltd",16,2,0.125,2017,2018
"Skillveri Training Solutions Pvt Ltd",2,2,1,2017,2017
"Solinas Integrity Pvt Ltd",4,2,0.5,2023,2024
"Sparkyo Technology Pvt Ltd",2,2,1,2021,2021
"Sproutech Solutions Pvt Ltd",3,2,0.666666666666667,2022,2023
"Staqu Technologies Pvt Ltd",2,2,1,2022,2022
"Starya Mobility Pvt Ltd",2,2,1,2023,2023
"SureWaves MediaTech Pvt Ltd",2,2,1,2011,2011
"Tanvi Fitness Pvt Ltd",2,2,1,2021,2021
"Telibrahma Technologies Pvt Ltd",4,2,0.5,2006,2011
"Terralytics Analysis Pvt Ltd",2,2,1,2022,2022
"The Betel Leaf Co",2,2,1,2024,2024
"Ticketvala.com",1,2,2,2007,2007
"Timeshell Civil Projects E Monitoring Consultancy Pvt Ltd",2,2,1,2022,2022
"Totality Corp LLP",2,2,1,2021,2021
"Uber9 Business Process Services Pvt Ltd",1,2,2,2015,2015
"Ugaoo Agritech Pvt Ltd",2,2,1,2021,2021
"VXL Instruments, Ltd.",1,2,2,2005,2005
"Vidhi Techinnovation Opportunities Network Pvt Ltd",2,2,1,2022,2022
"Voiro Technologies Pvt Ltd",3,2,0.666666666666667,2019,2021
"Vphrase Analytics Solutions Pvt Ltd",2,2,1,2019,2019
"Xero Degrees Cafe Pvt Ltd",1,2,2,2023,2023
"Your Kids R Our Kids India (Edu) Pvt Ltd",1,2,2,2010,2010
"ZFunds Distribution Pvt Ltd",2,2,1,2024,2024
"Zestl Software Pvt Ltd",2,2,1,2021,2021
"Zimyo Consulting Pvt Ltd",1,2,2,2022,2022
"Ziqitza Health Care Ltd",1,2,2,2007,2007
"Zoo Fresh Foods Pvt Ltd",3,2,0.666666666666667,2022,2022
"docSuggest Healthcare Services Pvt Ltd",1,2,2,2014,2014
"eDreams Software Innovation Pvt Ltd",2,2,1,2013,2013
"iSTAR Skill Development Pvt Ltd",3,2,0.666666666666667,2015,2015
"Accelerated Learning Edutech Pvt Ltd",1,1,1,2020,2020
"Alfa Transformers Ltd",2,1,0.5,2008,2018
"Aliferous Technologies Pvt Ltd",1,1,1,2022,2022
"Amwoodo Eco Products Pvt Ltd",1,1,1,2024,2024
"Anivisha Retail Pvt Ltd",3,1,0.333333333333333,2024,2024
"Anveya Living Pvt Ltd",4,1,0.25,2022,2024
"Asirvad Micro Finance Ltd",1,1,1,2009,2009
"Aviotron Aerospace Pvt Ltd",2,1,0.5,2024,2024
"Ben & Gaws Pvt Ltd",1,1,1,2022,2022
"Black Coat Technologies Pvt Ltd",1,1,1,2024,2024
"Butterfly Edufields Pvt Ltd",1,1,1,2010,2010
"Camlin India Pvt Ltd",2,1,0.5,2009,2011
"CapriCoast.com Home Solutions Pvt Ltd",1,1,1,2015,2015
"Centaur Datacorp Pvt Ltd",1,1,1,2020,2020
"Corrit Electric Pvt Ltd",1,1,1,2024,2024
"Ecozen Solutions Pvt Ltd",1,1,1,2015,2015
"Edvizo Media Pvt Ltd",2,1,0.5,2021,2021
"Era Botanics Pvt Ltd",2,1,0.5,2023,2024
"Esmito Solutions Private Ltd",1,1,1,2022,2022
"Eunimart Multichannel Pvt Ltd",6,1,0.166666666666667,2021,2023
"Farmtheory Pvt Ltd",1,1,1,2024,2024
"Fibroheal Woundcare Pvt Ltd",6,1,0.166666666666667,2021,2024
"FrontalRain Technologies Pvt Ltd",1,1,1,2012,2012
"Gamiana Digital Entertainment Pvt Ltd",1,1,1,2012,2012
"Goa Brewcrafts Pvt Ltd",1,1,1,2022,2022
"GrOffr com",1,1,1,2011,2011
"Gramalaya Urban & Rural Development Initiatives & Network",1,1,1,2011,2011
"Haeal Enterprises Pvt Ltd",1,1,1,2022,2022
"Healthassure Pvt Ltd",1,1,1,2018,2018
"Hegan India Pvt Ltd",1,1,1,2024,2024
"High Mark Credit Information Services Pvt Ltd",1,1,1,2009,2009
"Hyper Grocers Pvt Ltd",1,1,1,2023,2023
"IROV Technologies Pvt Ltd",4,1,0.25,2022,2024
"Inasra Technologies Private Ltd",1,1,1,2012,2012
"Indiabulls Infrastructure Development Ltd",1,1,1,2012,2012
"Indo Schottle Auto Parts Pvt",1,1,1,2006,2006
"Intelliglobe Travel Tech Pvt Ltd",1,1,1,2024,2024
"Iteamic Pvt., Ltd.",1,1,1,2007,2007
"Jubilant Industries Ltd",1,1,1,2011,2011
"Kanari Nutrition Pvt Ltd",6,1,0.166666666666667,2022,2024
"Kitemaps Aerial Mapping Services Pvt Ltd",1,1,1,2023,2023
"Kushal Traders",1,1,1,2023,2023
"Leanworx Technologies Pvt Ltd",3,1,0.333333333333333,2024,2024
"LocalCube Commerce Pvt Ltd",1,1,1,2012,2012
"Locobuzz Solutions Pvt Ltd",1,1,1,2021,2021
"Logisticsnow Pvt Ltd",1,1,1,2022,2022
"Makemyinfra Pvt Ltd",1,1,1,2023,2023
"MatraMatri.com",1,1,1,2016,2016
"Medtel Healthcare Pvt Ltd",1,1,1,2021,2021
"Mindler Education Pvt Ltd",9,1,0.111111111111111,2021,2022
"Moms Home Pvt Ltd",1,1,1,2024,2024
"Myloancare Ventures Pvt Ltd",1,1,1,2018,2018
"Neev Knowledge Management Private Ltd",2,1,0.5,2011,2014
"Open Appliances Pvt Ltd",5,1,0.2,2019,2020
"Optisupply Chain Solution Pvt Ltd",1,1,1,2022,2022
"Orage Digital Pvt Ltd",4,1,0.25,2022,2023
"Orb Energy Pvt Ltd",2,1,0.5,2011,2019
"P2g Mobility Tech Pvt Ltd",2,1,0.5,2024,2024
"Pangean Global Services Pvt Ltd",1,1,1,2020,2020
"Parekh Aluminex Ltd",1,1,1,2012,2012
"Parsvnath Landmark Developers Pvt, Ltd.",1,1,1,2006,2006
"People Matters Media Pvt Ltd",1,1,1,2012,2012
"Peptris Technologies",1,1,1,2023,2023
"Pernimius Financial Technologies Pvt Ltd",1,1,1,2022,2022
"Piscium Health Sciences Pvt Ltd",1,1,1,2024,2024
"Polygenta Technologies Ltd",6,1,0.166666666666667,2009,2022
"Punj Lloyd Ltd",6,1,0.166666666666667,2007,2007
"Qboid Iotech Pvt Ltd",1,1,1,2024,2024
"Qift Solutech Pvt Ltd",1,1,1,2020,2020
"Qwikpik Technology Pvt Ltd",1,1,1,2020,2020
"RoboFun Lab Pvt Ltd",1,1,1,2022,2022
"Roshini Intl Bio Energy Corp",2,1,0.5,2007,2008
"Saransh Ventures Pvt Ltd",1,1,1,2024,2024
"Satyukt Analytics Pvt Ltd",1,1,1,2023,2023
"Simulanis Solutions Pvt Ltd",1,1,1,2018,2018
"Sploot Pvt Ltd",3,1,0.333333333333333,2023,2023
"Sterling Holiday Resorts (India) Ltd",1,1,1,2012,2012
"Svasti Microfinance Pvt Ltd",1,1,1,2011,2011
"TD Power Systems Ltd",1,1,1,2013,2013
"TWF Technologies Pvt Ltd",1,1,1,2024,2024
"Taggle Internet Ventures Pvt Ltd",1,1,1,2014,2014
"Tango IT Solutions India Pvt Ltd",1,1,1,2021,2021
"Timbor Home Ltd",1,1,1,2012,2012
"Transhelp Technologies Pvt Ltd",1,1,1,2023,2023
"Tru Native F&B Pvt Ltd",1,1,1,2024,2024
"Urbanmatrix Technologies Pvt Ltd",1,1,1,2023,2023
"UzhavarBumi Agro Products Pvt Ltd",1,1,1,2023,2023
"Vayavya Labs Pvt Ltd",1,1,1,2011,2011
"Ventugrow Consultants Pvt Ltd",3,1,0.333333333333333,2022,2023
"Wigzo Technologies Pvt Ltd",8,1,0.125,2017,2019
"Wishup Technology Pvt Ltd",1,1,1,2021,2021
"Zerund Manufacturing Pvt Ltd",1,1,1,2022,2022
"iGATE Computer Systems Ltd",1,1,1,2011,2011
"60 Decibels Inc",1,0,0,2021,2021
"7 Classes",1,0,0,2020,2020
"9X Media Pvt., Ltd.",5,0,0,2007,2010
"A4 Hospitals & Fertility Centre Pvt Ltd",1,0,0,2024,2024
"ADM Agro Industries Kota & Akola Pvt Ltd",1,0,0,2009,2009
"ALGORHYTHM TECH P, LTD.",1,0,0,2010,2010
"ANS Digital Pvt Ltd",7,0,0,2021,2021
"APA Services Pvt Ltd",1,0,0,2021,2021
"ATC Telecom Infrastructure Pvt Ltd",3,0,0,2009,2010
"AU Financiers (India) Pvt Ltd-Housing Finance Arm",2,0,0,2016,2016
"Aadventure Infotech Pvt Ltd",1,0,0,2020,2020
"Aakash Educational Services Limited",2,0,0,2019,2020
"Aamdhane Private Ltd",3,0,0,2024,2024
"Aanswr Fashions Pvt Ltd",10,0,0,2024,2024
"Aarthi Scans Pvt Ltd",1,0,0,2022,2022
"Aavas Financiers Ltd",5,0,0,2016,2024
"Abhi Loans",3,0,0,2022,2022
"Accelero Vehicles India Pvt Ltd",2,0,0,2022,2022
"Accentia Technologies Ltd (CN)",4,0,0,2009,2012
"Accerank Softwares Pvt Ltd",6,0,0,2021,2021
"Ace Refractories",1,0,0,2005,2005
"Achindra Online Marketing Pvt Ltd",3,0,0,2013,2013
"Adani Capital Pvt Ltd",1,0,0,2023,2023
"Adani Housing Finance Pvt Ltd",1,0,0,2023,2023
"Adani Power, Ltd.",1,0,0,2007,2007
"Adc Brands Pvt Ltd",3,0,0,2021,2023
"Adcock Ingram Healthcare Pvt Ltd",1,0,0,2016,2016
"Adcount Technologies Pvt Ltd",18,0,0,2020,2022
"AddressHealth Solutions India Pvt Ltd",1,0,0,2014,2014
"Adepto Solutions Pvt., Ltd.",2,0,0,2011,2011
"Adhyay Dev Pvt Ltd",1,0,0,2023,2023
"Adigas Fast Food Pvt Ltd",1,0,0,2012,2012
"Aditya Birla Arc Ltd",1,0,0,2018,2018
"Aditya Birla Health Insurance Co. Limited",1,0,0,2022,2022
"Aditya Birla Telecom Ltd",1,0,0,2009,2009
"Adsolut Media",1,0,0,2024,2024
"Advenio Tecnosys Private Ltd",1,0,0,2016,2016
"Aegeus Technologies Pvt Ltd",1,0,0,2024,2024
"Aegis Ltd",1,0,0,2017,2017
"Aerostrovilos Energy Pvt Ltd",1,0,0,2020,2020
"Aesthetic Nutrition Pvt Ltd",13,0,0,2020,2024
"Aether Industries Ltd",1,0,0,2021,2021
"Affinique Media Services Private Ltd",1,0,0,2022,2022
"Agile Electric Sub Assembly Private Ltd",1,0,0,2013,2013
"Agilitas Sports Pvt Ltd",5,0,0,2023,2024
"Agrileaf",9,0,0,2024,2024
"Agrotech Foods Ltd",4,0,0,2024,2024
"Ai Health Highway India Pvt Ltd",5,0,0,2024,2024
"Aikenist.Com Technologies Pvt Ltd",7,0,0,2024,2024
"Aikya Clothing Pvt Ltd",1,0,0,2023,2023
"Aisle Network Pvt Ltd",3,0,0,2021,2022
"Aiwo Ltd",1,0,0,2011,2011
"Akshaya Homes Residential Project",1,0,0,2012,2012
"Akshayini Oorja Pvt Ltd",1,0,0,2009,2009
"Alchemy Web Pvt Ltd",1,0,0,2017,2017
"Alivira Animal Health Ltd",1,0,0,2015,2015
"Allcargo Logistics Ltd",1,0,0,2008,2008
"Allfresh Supply Management Pvt Ltd",1,0,0,2019,2019
"Alliance Mall Developers Co Pvt Ltd",1,0,0,2022,2022
"Allied Digital Services Ltd",1,0,0,2010,2010
"Alma Mater Store Pvt Ltd",1,0,0,2012,2012
"Almondz Global Securities, Ltd.",1,0,0,2007,2007
"Althion Tech Innovations Pvt Ltd",5,0,0,2024,2024
"Altruist Technologies Pvt Ltd",6,0,0,2009,2014
"Amber Enterprises India Ltd",4,0,0,2016,2022
"Ambit Pvt Ltd",1,0,0,2010,2010
"Amounee",1,0,0,2024,2024
"Amplus Energy Solutions Pvt Ltd",1,0,0,2016,2016
"Analytical Services Pvt Ltd",3,0,0,2014,2022
"AnandGram",1,0,0,2015,2015
"Anaxee Digital Runners Pvt Ltd",5,0,0,2020,2020
"Anderson Diagnostic Services Pvt Ltd",1,0,0,2022,2022
"Andromeda Marketing Pvt., Ltd.",1,0,0,2007,2007
"Angels Health Pvt Ltd",1,0,0,2014,2014
"Annapurna Swadisht Ltd",5,0,0,2022,2022
"Ansal Properties and Infrastructure Ltd",2,0,0,2006,2006
"Answer Genomics Pvt Ltd",2,0,0,2022,2023
"Antelopus Energy Pvt Ltd",2,0,0,2022,2022
"Anthea Aromatics Pvt Ltd",1,0,0,2024,2024
"Anthem Biosciences Pvt Ltd",1,0,0,2021,2021
"Anunta Tech Infrastructure Services LTD",2,0,0,2013,2014
"Apeejay Finance Cp",2,0,0,2006,2006
"Apeirogon Technologies Pvt Ltd",2,0,0,2020,2020
"Apeksha Gourmet Jar Pvt Ltd",1,0,0,2016,2016
"Apex Future Labs Pvt Ltd",1,0,0,2024,2024
"Apicon Solutions Pvt Ltd",1,0,0,2024,2024
"Apollo HealthCo Ltd",3,0,0,2024,2024
"Applied Life Pvt Ltd",5,0,0,2018,2018
"Arcatron Mobility Pvt Ltd",2,0,0,2021,2021
"Archean Group",2,0,0,2007,2014
"Archer Technologies Pvt Ltd",1,0,0,2020,2020
"Areli Commerce Pvt Ltd",7,0,0,2023,2023
"Arjun Kilachand",2,0,0,2022,2023
"Arma Citizens Wellness Pvt Ltd",1,0,0,2022,2022
"Arthayantra Pvt Ltd",1,0,0,2012,2012
"Artinci Artisanal Foods Pvt Ltd",5,0,0,2022,2022
"Artivatic Data Labs Pvt Ltd",2,0,0,2020,2020
"Artoo",2,0,0,2015,2015
"Arvind Fashions",1,0,0,2016,2016
"Arya Collateral Warehousing Services Pvt Ltd",1,0,0,2022,2022
"Ascend Telecom Infrastructure Pvt Ltd",2,0,0,2007,2017
"Ascent Meditech Ltd",1,0,0,2018,2018
"Ascorb Technologies Pvt Ltd",6,0,0,2021,2022
"Ashoka Belgaum Dharwad Tollway Ltd",1,0,0,2021,2021
"Ashoka Buildcon, Ltd.",2,0,0,2006,2008
"Ashoka Dhankuni Kharagpur Tollway Pvt Ltd",1,0,0,2021,2021
"Ashoka Highways (Bhandara) Ltd",1,0,0,2021,2021
"Ashoka Highways (Durg) Ltd",1,0,0,2021,2021
"Ashoka Sambalpur Baragarh Tollway Ltd",1,0,0,2021,2021
"Asian Business Exhibitions & Conferences, Ltd.",1,0,0,2010,2010
"Ask Investment Managers Ltd",2,0,0,2016,2022
"Aspiring Minds Assessment Pvt Ltd",2,0,0,2011,2011
"Asset Reconstruction Company (India) Limited",2,0,0,2019,2022
"Assets Care & Reconstruction Enterprise Ltd",1,0,0,2014,2014
"Associated Broadcasting Co Pvt Ltd",2,0,0,2007,2010
"Associated Powercon Equipment",1,0,0,2008,2008
"Aster DM Quality Care Ltd",3,0,0,2024,2024
"Astrome Technologies Pvt Ltd",5,0,0,2021,2021
"Athulya Assisted Living Pvt Ltd",1,0,0,2023,2023
"Atmosphere Workspace Solution Pvt Ltd",2,0,0,2024,2024
"Atozlearn Edutech Pvt Ltd",14,0,0,2021,2023
"Atria Convergence Technologies Ltd",8,0,0,2008,2021
"Attort Legal Consultancy Pvt Ltd",2,0,0,2022,2022
"Aubotz Labs Pvt Ltd",3,0,0,2023,2023
"Augtual Reality Labs Pvt Ltd",6,0,0,2022,2022
"Auntie Fung",5,0,0,2021,2021
"Aurality Technologies Pvt Ltd",3,0,0,2012,2012
"Auric Infratech Pvt Ltd",1,0,0,2021,2021
"AutoNxt Automation Pvt Ltd",4,0,0,2022,2022
"Automatapi Solutions Pvt Ltd",2,0,0,2021,2021
"Automovill Technologies Pvt Ltd",6,0,0,2021,2023
"Avaada Ventures Pvt Ltd",1,0,0,2023,2023
"Avasarala Technologies Ltd",1,0,0,2022,2022
"Avendus Capital Pvt Ltd",6,0,0,2016,2022
"Avestha Gengraine Technologies Pvt Ltd",1,0,0,2007,2007
"Avigna Space Pvt Ltd",1,0,0,2023,2023
"Avra Laboratories Pvt Ltd",1,0,0,2022,2022
"Axisrooms Travel Distribution Solutions Pvt Ltd",1,0,0,2013,2013
"Axiss Dental Pvt Ltd",2,0,0,2012,2013
"Axys Nutrition Products Pvt Ltd",1,0,0,2020,2020
"B E Billimoria and Company Ltd",1,0,0,2006,2006
"B.A.G. Films & Media Ltd",1,0,0,2007,2007
"BEACON LEARNING PVT., LTD.",1,0,0,2011,2011
"BGR Energy Systems, Ltd.",2,0,0,2007,2007
"BSE Ltd",1,0,0,2009,2009
"BTJ Logistics Pvt Ltd",1,0,0,2021,2021
"BVG India Ltd",1,0,0,2011,2011
"Baby Memorial Hospital Ltd",1,0,0,2024,2024
"Balrampur Chini Mills Ltd",1,0,0,2005,2005
"Ban Labs Pvt Ltd",1,0,0,2018,2018
"Bandhoo Solutions & Services Pvt Ltd",6,0,0,2024,2024
"Bangalore Elevated Tollway Pvt Ltd",1,0,0,2021,2021
"Bangalore International Airport Ltd",6,0,0,2017,2024
"Barbeque-Nation Hospitality Ltd",2,0,0,2013,2015
"Battre Electric Mobility Private Ltd",2,0,0,2022,2022
"Bdr Pharmaceuticals International Pvt Ltd",6,0,0,2022,2022
"BeNinja Solutions Pvt Ltd",7,0,0,2024,2024
"Beaver Engineering & Holdings Pvt Ltd",2,0,0,2013,2013
"Beep Innovations Pvt Ltd",1,0,0,2022,2022
"Belstar Microfinance Ltd",4,0,0,2010,2010
"Bengal Shriram Hi Tech City",2,0,0,2007,2007
"Best Foot Forward Pvt Ltd",3,0,0,2020,2020
"Best Value Chem Pvt Ltd",1,0,0,2020,2020
"Bharat Biotech International Ltd",1,0,0,2005,2005
"Bharat Hotels Ltd",1,0,0,2007,2007
"Bharat Serums & Vaccines Ltd",2,0,0,2019,2022
"BharatRohan Airborne Innovations Pvt Ltd",6,0,0,2022,2024
"Bhushan Power & Steel Ltd",1,0,0,2011,2011
"Biddano Pvt Ltd",8,0,0,2020,2021
"Big Tree Entertainment Pvt Ltd",1,0,0,2013,2013
"Bigyellowfish Technologies Pvt Ltd",3,0,0,2022,2022
"Bill Forge Pvt Ltd",2,0,0,2015,2015
"Binarydots Technologies Pvt Ltd",5,0,0,2022,2023
"Biofuels Junction Pvt Ltd",4,0,0,2023,2023
"Biomoneta Research Pvt Ltd",3,0,0,2020,2020
"Biosense Technologies Pvt Ltd",3,0,0,2012,2013
"Biotor Industries Ltd",1,0,0,2008,2008
"Birds Eye Systems Pvt Ltd",3,0,0,2012,2014
"Bison Agro Farms Pvt Ltd",1,0,0,2015,2015
"Blackstone Advisors India Pvt Ltd",1,0,0,2021,2021
"Blaer Motors Pvt Ltd",1,0,0,2021,2021
"Blissclub Fitness Pvt Ltd",1,0,0,2022,2022
"Blr India Pvt Ltd",1,0,0,2007,2007
"BluPine Energy Pvt Ltd",4,0,0,2024,2024
"Blue Heaven Cosmetics Pvt Ltd",1,0,0,2019,2019
"BlueRidge Special Economic Zone",1,0,0,2013,2013
"Bluefoods Concepts",1,0,0,2008,2008
"Bluwheelz Mobility Services Pvt Ltd",4,0,0,2024,2024
"Bodhi Brands Pvt Ltd",4,0,0,2016,2016
"Bodhisatva Artificial Intelligence Pvt Ltd",7,0,0,2022,2022
"Botlab Dynamics Pvt Ltd",1,0,0,2023,2023
"Botman",2,0,0,2021,2021
"BrainGroom",3,0,0,2021,2021
"BrainSight Techology Pvt Ltd",2,0,0,2023,2023
"Brand Marketing India Pvt",1,0,0,2007,2007
"Bread Basket Pvt Ltd",2,0,0,2021,2022
"Brevistay Hospitality Pvt Ltd",2,0,0,2022,2022
"Brick & Byte Innovative Products Pvt Ltd",1,0,0,2023,2023
"Bridgei2i Analytics Solutions Pvt Ltd",1,0,0,2016,2016
"Bulk Mro Industrial Supply Pvt Ltd",1,0,0,2020,2020
"CEAT Ltd",2,0,0,2015,2015
"CG Power And Industrial Solutions Ltd",2,0,0,2019,2019
"CLIX Capital Services Pvt Ltd",4,0,0,2019,2023
"CMS Computers Ltd",4,0,0,2009,2020
"CMYK Health Boutique Pvt Ltd",1,0,0,2007,2007
"COSME Farma Laboratories Ltd",1,0,0,2016,2016
"Cadila Healthcare, Ltd.",1,0,0,2011,2011
"Cairn Energy India Pty Ltd",2,0,0,2008,2008
"Calibre Chemicals Pvt Ltd",2,0,0,2021,2022
"Caliczbee Solutions Pvt Ltd",1,0,0,2024,2024
"Callify.Ai",5,0,0,2020,2020
"Calorie Care Health Kitchen",1,0,0,2007,2007
"Campus Activewear Pvt Ltd",2,0,0,2017,2017
"Canpac Trends Pvt Ltd",1,0,0,2023,2023
"Capital Foods Pvt Ltd",5,0,0,2006,2019
"Cappella Eduinfra Private Ltd",1,0,0,2023,2023
"Caravan Craft Retail Pvt Ltd",1,0,0,2013,2013
"Carborundum Universal Ltd",1,0,0,2008,2008
"Care.Fi Technological Solutions Pvt Ltd",2,0,0,2024,2024
"Carmel Organics Pvt Ltd",1,0,0,2018,2018
"Carterporter Pvt Ltd",1,0,0,2021,2021
"CarveNiche Technologies Pvt Ltd",1,0,0,2012,2012
"Catamaran Waterbase Solutions Pvt Ltd",1,0,0,2013,2013
"Catmoss Retail Pvt Ltd",1,0,0,2010,2010
"Cavinkare Pvt Ltd",1,0,0,2013,2013
"Celcius Logistics Solutions Pvt Ltd",7,0,0,2022,2022
"Celon Laboratories Pvt Ltd",3,0,0,2020,2020
"Centaur Automotive Pvt Ltd",2,0,0,2021,2021
"Centcart Insurance Broking Services Pvt Ltd",1,0,0,2017,2017
"Central Securities Depository Services Ltd",1,0,0,2007,2007
"Centrum Capital   Centrum Direct & Centrum Wealth Managers",1,0,0,2008,2008
"Cessna Business Park and Aloft Hotel",1,0,0,2021,2021
"Cethar Ltd",2,0,0,2010,2010
"Chargemod Tm",1,0,0,2023,2023
"Chennai Shopping Mall",1,0,0,2017,2017
"Chiranjjeevi Wind Energy Ltd",1,0,0,2008,2008
"Chitrali Properties Pvt Ltd",1,0,0,2016,2016
"Chumbak Design Pvt Ltd",2,0,0,2014,2014
"City Union Bank Ltd",1,0,0,2007,2007
"Clarks Future Footwear Pvt Ltd",1,0,0,2012,2012
"Classic Stripes Aka CSPL Pvt Ltd",2,0,0,2011,2021
"Clean Electric Pvt Ltd",5,0,0,2022,2022
"Clean Science & Technology Ltd",1,0,0,2021,2021
"Clear Premium Water Pvt Ltd",1,0,0,2024,2024
"Clearmedi Healthcare Pvt Ltd",1,0,0,2023,2023
"Climber Knowledge & Careers Pvt Ltd",5,0,0,2024,2024
"Clinikally Digital Health Pvt Ltd",1,0,0,2024,2024
"Cloodot Pvt Ltd",1,0,0,2024,2024
"Cloudfiles Technologies Inc",1,0,0,2023,2023
"Clover Greens",3,0,0,2006,2014
"CodeCulture Technologies Pvt Ltd",6,0,0,2022,2022
"Codervalue Solutions Pvt Ltd",2,0,0,2023,2023
"Coexistence Healthcare Pvt Ltd",5,0,0,2024,2024
"Cogent Glass Ltd",1,0,0,2013,2013
"Cognilements Pvt Ltd",1,0,0,2024,2024
"Colstay Pvt Ltd",7,0,0,2024,2024
"Complinity Technologies Pvt Ltd",3,0,0,2021,2021
"Comstar Automotive Technologies Pvt Ltd",1,0,0,2018,2018
"Concentrix Services India Pvt Ltd",2,0,0,2014,2014
"Consolidated Construction Consortium Limited",1,0,0,2006,2006
"Constems Ai Solutions Pvt Ltd",1,0,0,2024,2024
"Consul Nature Elements Global Pvt Ltd",4,0,0,2022,2022
"Contagious Online Media Network Pvt Ltd",1,0,0,2021,2021
"Contangious Online Network Pvt Ltd",3,0,0,2016,2019
"Cookd Ventures Pvt Ltd",1,0,0,2024,2024
"Cooper-Standard Holdings Inc - Indian operations",1,0,0,2020,2020
"Coox Online Pvt Ltd",1,0,0,2024,2024
"Coreel Technologies India Pvt Ltd",1,0,0,2023,2023
"Corefactors Software and Communication Services LLP",1,0,0,2018,2018
"Corona Remedies Pvt Ltd",2,0,0,2016,2021
"Corover Pvt Ltd",1,0,0,2021,2021
"Corrz Technosolutions Pvt Ltd",6,0,0,2021,2021
"Cosmix Wellness",1,0,0,2024,2024
"Couch Fashion",1,0,0,2021,2021
"Course5 Intelligence Ltd",4,0,0,2023,2024
"Covacsis Technologies Pvt Ltd",5,0,0,2014,2014
"Cowrks India Pvt Ltd",1,0,0,2020,2020
"Cravers Berg Technologies Pvt Ltd",4,0,0,2024,2024
"Createcomm Tech Pvt Ltd",1,0,0,2023,2023
"Crediwatch Information Analytics Pvt Ltd",1,0,0,2023,2023
"Cremica Food Industries Ltd",4,0,0,2006,2015
"Crest Animation Studios Ltd",1,0,0,2006,2006
"Crest Steel & Power Pvt Ltd",2,0,0,2022,2022
"CropIn Technology Solutions Pvt Ltd",3,0,0,2017,2017
"Cropnosys India Pvt Ltd",1,0,0,2023,2023
"Cube Consumer Services Pvt Ltd",2,0,0,2020,2020
"Cusmat Technologies Pvt Ltd",23,0,0,2020,2023
"CyborgIntell Pvt Ltd",4,0,0,2022,2022
"Cygni Energy Pvt Ltd",1,0,0,2018,2018
"Cyrix Healthcare Pvt Ltd",1,0,0,2024,2024
"DB Realty, Ltd.",2,0,0,2007,2007
"DCW Ltd",1,0,0,2021,2021
"DEE Development Engineers Pvt Ltd",2,0,0,2011,2015
"DGguru Learning Solutions Pvt Ltd",2,0,0,2023,2023
"DUSTERS Hospitality Services Pvt Ltd",1,0,0,2009,2009
"DVDP Technologies Pvt Ltd",3,0,0,2023,2023
"Daakia Pvt Ltd",2,0,0,2024,2024
"Dairy Classic Ice Creams Pvt Ltd",1,0,0,2024,2024
"Dalmia Bharat Sugar and Industries Ltd",1,0,0,2012,2012
"Dalmia Polypro Industries Pvt. Ltd",1,0,0,2023,2023
"Dar Credit & Capital Ltd",1,0,0,2022,2022
"Data Patterns (India) Ltd",1,0,0,2022,2022
"Delhi Heights",1,0,0,2011,2011
"Delta Corp Ltd",2,0,0,2008,2011
"Deltecs Infotech Pvt Ltd",1,0,0,2011,2011
"Destimoney Enterprises Pvt Ltd",4,0,0,2008,2015
"Devigere Biosolutions Pvt Ltd",1,0,0,2024,2024
"Devnagri AI Pvt Ltd",1,0,0,2024,2024
"Devtron Inc",1,0,0,2022,2022
"Dewan Holding Finance Coporation Ltd",2,0,0,2012,2012
"Dhanuka Agritech Ltd",1,0,0,2010,2010
"Dhn Agritech Private Ltd",1,0,0,2023,2023
"Dhruva Space Pvt Ltd",3,0,0,2019,2019
"Digicable Network (India) Pvt  Ltd",2,0,0,2007,2008
"Digital Refresh Networks Pvt Ltd",1,0,0,2019,2019
"Digital Succession Solutions Pvt Ltd",1,0,0,2023,2023
"Diligent Power Pvt Ltd",2,0,0,2011,2011
"Dilip Buildcon Ltd",1,0,0,2012,2012
"Divyasree Developers Pvt Ltd",1,0,0,2007,2007
