"company","total_deals","total_investment","avg_deal_size","first_investment","last_investment"
"Epictus Logistics (India) Pvt Ltd",12,18,1.5,2021,2022
"Escorts Construction Equipment  Ltd",1,18,18,2007,2007
"Finwizard Technology Pvt Ltd",6,18,3,2019,2020
"Fleetx Technologies Pvt Ltd",3,18,6,2022,2022
"Hitachi Payment Services Pvt Ltd",2,18,9,2008,2011
"Ivalue Infosolutions Pvt Ltd",1,18,18,2019,2019
"Koye Pharmaceuticals Pvt Ltd",2,18,9,2018,2020
"Manipal Servicecorp Facility Management Pvt Ltd",1,18,18,2012,2012
"Manjeera Constructions Ltd",1,18,18,2007,2007
"Mantri Residential Project",1,18,18,2012,2012
"Marvel Group - Residential Projects",1,18,18,2013,2013
"Medops Technology Pvt Ltd",6,18,3,2022,2022
"Purple Panda Fashions Pvt Ltd",8,18,2.25,2017,2020
"Radhakrishna Foodland Pvt Ltd",6,18,3,2006,2007
"Sigtuple Technologies Pvt Ltd",6,18,3,2019,2019
"Slum Redevelopment Project",1,18,18,2013,2013
"Somany Ceramics Ltd",2,18,9,2014,2014
"Synergy Property Development Services Pvt Ltd",1,18,18,2008,2008
"Total Dental Care Pvt Ltd",5,18,3.6,2013,2015
"Zywie Ventures Pvt Ltd",5,18,3.6,2020,2021
"Aparajitha Corporate Services Pvt Ltd",2,17,8.5,2014,2022
"Carnation Auto India Pvt Ltd",2,17,8.5,2011,2012
"Datasigns Technologies Pvt Ltd",3,17,5.66666666666667,2021,2022
"Doorstep Retail Solutions Pvt Ltd",14,17,1.21428571428571,2019,2020
"EIH Ltd",2,17,8.5,2007,2011
"FreshBus Pvt Ltd",6,17,2.83333333333333,2024,2024
"Globus Spirits Ltd",1,17,17,2013,2013
"High Street Essentials Pvt Ltd",11,17,1.54545454545455,2016,2020
"Holiday Triangle Travel Pvt Ltd",6,17,2.83333333333333,2015,2018
"Medica Synergie Pvt Ltd",5,17,3.4,2008,2022
"Ocimum Biosolutions Ltd",1,17,17,2007,2007
"Paranjape Schemes (Construction), Ltd. - Project in Pune",2,17,8.5,2012,2014
"Proficiency Learning Solutions Pvt Ltd",4,17,4.25,2021,2024
"Rainbow Children's Medicare Ltd",2,17,8.5,2013,2013
"Ramky Infrastructure, Ltd.",4,17,4.25,2006,2008
"Reliance Brands Luxury Fashion Pvt Ltd",2,17,8.5,2011,2012
"Vectus Industries Ltd",1,17,17,2014,2014
"Wealth India Financial Services Pvt Ltd",9,17,1.88888888888889,2010,2022
"Agni Property Services Pvt Ltd",4,16,4,2010,2011
"Agstack Technologies Pvt Ltd",10,16,1.6,2020,2021
"Amsri Grande",2,16,8,2006,2006
"Ashiana Housing Ltd",1,16,16,2015,2015
"Attero Recycling Pvt  Ltd",2,16,8,2014,2014
"Azure Hospitality Pvt Ltd",3,16,5.33333333333333,2015,2016
"Bake wish Pvt Ltd",1,16,16,2023,2023
"Behtar Technology Pvt Ltd",4,16,4,2023,2023
"Betterhalf Pvt Ltd",13,16,1.23076923076923,2021,2023
"Cloudphysician Healthcare Pvt Ltd",4,16,4,2021,2024
"Commercial Engineers & Body Builders Co Ltd",2,16,8,2007,2010
"Dtdc Courier & Cargo Ltd",3,16,5.33333333333333,2006,2013
"Exploring Infinities Edtech Pvt Ltd",4,16,4,2024,2024
"GC Web Ventures Pvt Ltd",7,16,2.28571428571429,2018,2021
"Gokaldas Exports Ltd",4,16,4,2006,2023
"HR Food Processing Pvt Ltd",4,16,4,2016,2019
"Integrace Pvt Ltd",3,16,5.33333333333333,2018,2021
"International Recreation Park",1,16,16,2006,2006
"Isthara Parks Pvt Ltd",5,16,3.2,2019,2022
"Medfort Hospitals Pvt Ltd",4,16,4,2010,2012
"Moshpit Technologies Pvt Ltd",4,16,4,2022,2022
"Nashik Vintners Pvt Ltd",2,16,8,2005,2007
"No Guilt Fitness & Nutrition India Pvt Ltd",2,16,8,2022,2022
"ODCEM Technologies Pvt Ltd",1,16,16,2015,2015
"Pocket Aces Pictures Pvt Ltd",8,16,2,2019,2021
"Qure.Ai Techonologies Pvt Ltd",2,16,8,2020,2020
"Residential Projects, Bangalore",1,16,16,2006,2006
"Sanghvi Movers Ltd",4,16,4,2006,2007
"Sindhuja Microcredit Pvt Ltd",4,16,4,2024,2024
"Sterling Addlife India Pvt Ltd",5,16,3.2,2006,2022
"Stovekraft Pvt Ltd",2,16,8,2007,2010
"Transerv Ltd",4,16,4,2016,2016
"Vascon Engineers Ltd",1,16,16,2019,2019
"Vijay Nirman Company Pvt Ltd",1,16,16,2013,2013
"Visage Holdings & Finance Pvt Ltd",7,16,2.28571428571429,2017,2024
"Wortgage Technologies Pvt Ltd",7,16,2.28571428571429,2022,2022
"Abg Motors",1,15,15,2007,2007
"Agrim Wholesale Pvt Ltd",5,15,3,2024,2024
"Air Works India (Engineering)pvt Ltd",9,15,1.66666666666667,2007,2014
"Archian Foods Pvt Ltd",1,15,15,2022,2022
"Assotech Blith",1,15,15,2012,2012
"Awign Enterprises Pvt Ltd",9,15,1.66666666666667,2020,2022
"Candytoy Corporate Pvt Ltd",5,15,3,2024,2024
"Credit Analysis & Research, Ltd.",6,15,2.5,2010,2011
"Deepak Fasteners Ltd",1,15,15,2010,2010
"Divgi TorqTransfer Systems Pvt Ltd",1,15,15,2018,2018
"Earth Water Group",1,15,15,2012,2012
"Emil Pharmaceutical Industries Pvt Ltd",1,15,15,2023,2023
"Exclusively.In, Inc.",3,15,5,2011,2011
"Fashionandyoucom",8,15,2.14285714285714,2014,2015
"Fitshit Health Solutions Pvt Ltd",3,15,5,2023,2023
"Ganesh Grains Ltd",1,15,15,2016,2016
"Girnar Software Pvt Ltd",9,15,1.66666666666667,2013,2021
"Heuristix Digital Technologies Pvt Ltd",8,15,1.875,2021,2023
"Ignoxlabs Private Ltd",8,15,1.875,2023,2024
"Intelliplay Global Pvt Ltd",4,15,3.75,2017,2020
"Iprof Learning Solutions India Pvt Ltd",6,15,2.5,2011,2014
"Jb Pharma Sez",1,15,15,2008,2008
"Ketto Online Ventures Pvt Ltd",1,15,15,2020,2020
"Komorebi Tech Solutions Pvt Ltd",3,15,5,2020,2020
"Millennium Babycares Pvt Ltd",1,15,15,2024,2024
"Mobile2Win India Pvt., Ltd.",3,15,5,2006,2006
"MobilizAR Technologies Pvt Ltd",11,15,1.36363636363636,2021,2022
"Mumbai Slum Redevelopment Project",1,15,15,2012,2012
"Mymoneymantra Fintech Pvt Ltd",1,15,15,2019,2019
"NxtGen Data Center & Cloud Services Ltd",3,15,5,2015,2015
"Olive Bar and Kitchen Pvt Ltd",1,15,15,2012,2012
"Policybazaar Insurance Brokers Pvt Ltd",5,15,3,2011,2013
"Pratibha Industries Ltd",2,15,7.5,2010,2011
"Prescinto Technologies Pvt Ltd",17,15,0.882352941176471,2020,2022
"Princely Estate Project",1,15,15,2012,2012
"Shree Shubham Logistics Ltd",1,15,15,2013,2013
"Singularity Furniture Pvt Ltd",5,15,3,2022,2024
"Suven Pharmaceuticals Ltd",4,15,3.75,2022,2024
"Swarna Pragati Housing Microfinance Pvt Ltd",6,15,2.5,2015,2017
"Topack Fittings Ltd",1,15,15,2011,2011
"Updater Services Pvt Ltd",6,15,2.5,2006,2023
"V-mart Retail Ltd",1,15,15,2008,2008
"Viceroy Bangalore Hotels Pvt Ltd",1,15,15,2010,2010
"Virohan Pvt Ltd",20,15,0.75,2021,2022
"Vserv Digital Services Pvt Ltd",3,15,5,2011,2015
"Ajmera Realty & Infra India, Ltd. - Times Square Project",1,14,14,2012,2012
"Arthashastra Fintech Pvt Ltd",6,14,2.33333333333333,2021,2021
"Astrotalk Services Pvt Ltd",2,14,7,2024,2024
"Ballarpur Industries Ltd",2,14,7,2011,2018
"Bangalore Residential Project",1,14,14,2013,2013
"Basic Enterprises Pvt Ltd",7,14,2,2024,2024
"Beta Drugs Ltd",2,14,7,2024,2024
"Blitzscale Technology Solutions Pvt Ltd",10,14,1.4,2024,2024
"Casa2 Stays Pvt Ltd",6,14,2.33333333333333,2019,2020
"Faridabad Project, The",1,14,14,2013,2013
"Fitterfly Healthtech Pvt Ltd",9,14,1.55555555555556,2021,2022
"Freight Commerce Solutions Pvt Ltd",8,14,1.75,2019,2021
"Freshcore Provisions India Pvt Ltd",7,14,2,2024,2024
"Gei Industrial Systems Ltd",5,14,2.8,2011,2012
"Godrej Tea Ltd",2,14,7,2006,2006
"Jyoti International Foods Pvt Ltd",1,14,14,2020,2020
"Khadim India Ltd",1,14,14,2013,2013
"Kimaya Fashions Pvt Ltd",1,14,14,2011,2011
"Landmark",1,14,14,2009,2009
"Mokobara Lifestyle Pvt Ltd",10,14,1.4,2023,2024
"Naftogaz India Pvt Ltd",1,14,14,2010,2010
"Net 4 India, Ltd.",6,14,2.33333333333333,2009,2011
"Pickrr Technologies Pvt Ltd",7,14,2,2020,2021
"Quatrro Bpo Solutions Pvt Ltd",5,14,2.8,2006,2010
"Rakyan Beverages Private Ltd",4,14,3.5,2018,2018
"Seeds Fincap Pvt Ltd",3,14,4.66666666666667,2023,2024
"Seventymm Services Pvt Ltd",5,14,2.8,2008,2011
"Shop Kirana E-Trading Pvt Ltd",9,14,1.55555555555556,2018,2019
"Signatur Island, BKC, Mumbai",1,14,14,2006,2006
"Spire World Project",1,14,14,2012,2012
"Stellapps Technologies Pvt Ltd",11,14,1.27272727272727,2017,2024
"Sulekha.com New Media Pvt Ltd",4,14,3.5,2006,2011
"Suryoday Small Finance Bank Ltd",11,14,1.27272727272727,2010,2016
"Vallabhdas Kanji Ltd",3,14,4.66666666666667,2006,2013
"Vardhman Chemtech Ltd",1,14,14,2012,2012
"Winspark Innovations Learning Pvt Ltd",2,14,7,2021,2021
"Wooplr Technologies Pvt Ltd",4,14,3.5,2015,2017
"Akshamaala Solutions Pvt Ltd",7,13,1.85714285714286,2021,2023
"Altico Capital India Ltd",5,13,2.6,2015,2021
"Amanta Healthcare Ltd",2,13,6.5,2008,2013
"Ati Motors Pvt Ltd",8,13,1.625,2021,2023
"Bling Brands Pvt Ltd",2,13,6.5,2024,2024
"Brandis Manufacturing and Marketing Pvt Ltd",1,13,13,2012,2012
"Clensta International Pvt Ltd",14,13,0.928571428571429,2021,2023
"Connedit Business Solutions Pvt Ltd",9,13,1.44444444444444,2022,2023
"Diacoustic Labs Pvt Ltd",7,13,1.85714285714286,2021,2022
"Entri Software Pvt Ltd",10,13,1.3,2019,2022
"Gammon India, Ltd.",1,13,13,2010,2010
"Gkc Projects Ltd",1,13,13,2009,2009
"India Property Online Pvt Ltd",6,13,3.25,2013,2013
"International Cars and Motors Ltd",2,13,6.5,2006,2006
"Khanal Foods Pvt Ltd",3,13,4.33333333333333,2021,2022
"Lucid Colloids Ltd",1,13,13,2014,2014
"Manjushree Technopack Ltd",8,13,1.625,2015,2024
"Mynd Solutions Pvt Ltd",5,13,2.6,2021,2022
"Nevis Networks (India) Pvt Ltd",8,13,1.625,2005,2012
"Omkar Residential Project",1,13,13,2013,2013
"PTC India Financial Services Ltd",3,13,4.33333333333333,2008,2011
"Pune Residential Project",1,13,13,2012,2012
"Purple Style Labs Pvt Ltd",7,13,1.85714285714286,2022,2022
"Solar Industries India Ltd",1,13,13,2012,2012
"Solarsquare Energy Pvt Ltd",19,13,0.684210526315789,2022,2024
"Strides Pharma Cyprus Ltd",1,13,13,2012,2012
"V Raheja Residential Project",1,13,13,2013,2013
"Va Tech Ventures Pvt Ltd",5,13,2.6,2017,2019
"Vaatsalya Healthcare Solutions Pvt. Ltd.",7,13,1.85714285714286,2008,2011
"Value Drive Technologies Pvt Ltd",7,13,1.85714285714286,2019,2019
"Vilcart Solutions Pvt Ltd",3,13,4.33333333333333,2023,2023
"Zenex Animal Health India Pvt Ltd",11,13,1.18181818181818,2021,2023
"Altum Credo Home Finance Pvt Ltd",4,12,3,2021,2021
"AppNomic Systems Pvt Ltd",3,12,4,2008,2012
"Aqua Designs India Pvt Ltd",1,12,12,2010,2010
"Arjas Steel Pvt Ltd",2,12,6,2019,2020
"Ashimara Housing Pvt Ltd",4,12,3,2022,2022
"Bewakoof Brands Pvt Ltd",5,12,2.4,2018,2020
"Blue Jay Finlease Ltd",5,12,2.4,2019,2020
"Blue Star Ltd",2,12,6,2012,2012
"Bright Lifecare Pvt Ltd",2,12,6,2016,2016
"Core Diagnostics Pvt Ltd",3,12,4,2016,2016
"Diptab Ventures Pvt Ltd",11,12,1.09090909090909,2019,2024
"Dvara Kshetriya Gramin Financial Services Pvt Ltd",7,12,1.71428571428571,2019,2024
"Expedient Healthcare Marketing Pvt Ltd",6,12,2,2019,2019
"Finagg Technologies Pvt Ltd",4,12,3,2024,2024
"Finfactor Technologies Pvt Ltd",1,12,12,2024,2024
"Games2win India  Pvt Ltd",5,12,2.4,2007,2012
"Geodesic Techniques Pvt  Ltd",2,12,6,2008,2008
"Gynoveda Femtech Pvt Ltd",6,12,2,2023,2023
"HSIL Ltd",1,12,12,2005,2005
"Herbaceous Retail Private Ltd",4,12,3,2022,2022
"Hi-Rel Electronics Pvt., Ltd.",2,12,6,2010,2010
"Impresario Entertainment & Hospitality Pvt Ltd",4,12,3,2011,2022
"Indian Realty Project - Somatane",3,12,4,2012,2012
"Instoried Research Labs Pvt Ltd",6,12,2,2022,2022
"Ivy Health & Life Sciences Pvt Ltd",3,12,4,2013,2023
"Jindal Poly Films Ltd",1,12,12,2006,2006
"John Distilleries Pvt Ltd",1,12,12,2011,2011
"Jyothy Labs Ltd",1,12,12,2022,2022
"Keus Automation Pvt Ltd",3,12,4,2024,2024
"Knorish Frameworks Pvt Ltd",8,12,1.5,2020,2022
"Loyal Hospitality Pvt Ltd",7,12,1.71428571428571,2019,2024
"Manak Waste Management Pvt Ltd",8,12,1.5,2017,2018
"Marvel Landmarks Pvt Ltd",1,12,12,2011,2011
"Navipoint Health India Pvt Ltd",2,12,6,2024,2024
"Ncome Tech Solutions Pvt Ltd",13,12,0.923076923076923,2023,2023
"Nest Childcare Services Pvt Ltd",3,12,4,2013,2013
"Nextscm Solutions Pvt Ltd",4,12,3,2022,2022
"Onesto Labs Pvt Ltd",12,12,1,2022,2023
"Openhouse Technologies Pvt Ltd",3,12,4,2022,2022
"PG Electroplast Ltd",3,12,4,2021,2021
"Paras Pharmaceuticals, Ltd.",4,12,3,2006,2008
"Pepper Content Pvt Ltd",7,12,1.71428571428571,2022,2022
"Primus Retail Ltd",2,12,6,2007,2007
"Promont Housing Project",1,12,12,2012,2012
"Renee Cosmetics Pvt Ltd",2,12,6,2024,2024
"Snitch Apparels Pvt Ltd",3,12,4,2023,2023
"Specsmakers Opticians Pvt Ltd",4,12,3,2017,2017
"Squats Fitness Pvt Ltd",3,12,4,2021,2021
"Teamlease Services Ltd",1,12,12,2010,2010
"Tecpro Systems Ltd",2,12,6,2007,2012
"Tema India Ltd",1,12,12,2005,2005
"Tricog Healthcare Services Pvt Ltd",6,12,2,2020,2020
"VRO Hospitality",6,12,2,2024,2024
"Vellvette Lifestyle Pvt Ltd",4,12,3,2019,2020
"Vivish Technologies Pvt Ltd",2,12,6,2022,2022
"Vogo Automotive Pvt Ltd",5,12,2.4,2019,2021
"Vonken Brandtech Pvt Ltd",8,12,1.5,2022,2022
"YLG Salon & Spa",2,12,6,2012,2012
"Zopnow Retail Pvt Ltd",4,12,3,2015,2015
"5c Network Pvt Ltd",6,11,1.83333333333333,2020,2022
"Adloid Technologies Pvt Ltd",12,11,0.916666666666667,2021,2024
"Anupam Industries Ltd",1,11,11,2010,2010
"Chalet Hotels Ltd",1,11,11,2005,2005
"Concord Enviro Systems Limited",2,11,5.5,2009,2015
"Eeki Automations Pvt Ltd",17,11,0.647058823529412,2022,2024
"Emaar India Ltd",3,11,3.66666666666667,2007,2015
"Express Retail Services Pvt Ltd",1,11,11,2012,2012
"Gated Community Project, Gundla Pochampally - Hyderabad",1,11,11,2008,2008
"General Diagnostics International Ltd",1,11,11,2023,2023
"Industrybuying.com",4,11,2.75,2015,2015
"Intergrow Brands Pvt Ltd",1,11,11,2019,2019
"Lahari Power And Steels Ltd",1,11,11,2009,2009
"Leancrop Technology Solutions Pvt Ltd",14,11,0.785714285714286,2021,2023
"Ohealer Healthcare Services Pvt Ltd",9,11,1.22222222222222,2021,2023
"Om Pizza & Eats India Pvt Ltd",2,11,5.5,2010,2012
"Ordyn Technologies Pvt Ltd",2,11,5.5,2007,2007
"Pristine Logistics & Infraprojects Pvt Ltd",2,11,5.5,2012,2015
"Pune Realty Project",1,11,11,2012,2012
"Shr Lifestyles Pvt Ltd",1,11,11,2019,2019
"Vortex Engineering Pvt Ltd",5,11,2.2,2011,2012
"Adventum Student Living Pvt Ltd",4,10,2.5,2023,2024
"Aeon Learning Pvt Ltd",1,10,10,2018,2018
"Agrizy Ventures Pvt Ltd",9,10,1.11111111111111,2023,2024
"Amoha Education Pvt Ltd",1,10,10,2007,2007
"Apex Kidney Care Pvt Ltd",1,10,10,2023,2023
"Arnav Media & Entertainment Pvt Ltd",1,10,10,2023,2023
"Asmitha Microfin Ltd",1,10,10,2009,2009
"Aurangabad Electricals Ltd",1,10,10,2006,2006
"Bella Vita Agri Products Pvt Ltd",2,10,5,2021,2021
"Bhagwandas Retail Pvt Ltd",17,10,0.588235294117647,2020,2022
"Bridgeweave NG LLP",1,10,10,2024,2024
"Capricorn Food Products India Ltd",1,10,10,2013,2013
"Career Point Infosystems, Ltd.",1,10,10,2009,2009
"CredRight Pvt Ltd",11,10,0.909090909090909,2021,2023
"DFM Foods Ltd",2,10,5,2014,2020
"DPD Technologies Pvt Ltd",5,10,2,2022,2022
"Deeptek Medical Imaging Pvt Ltd",5,10,2,2022,2022
"Delhi Assam Roadways Corp Ltd",1,10,10,2007,2007
"EM3 AgriServices Pvt Ltd",2,10,5,2017,2017
"Eastern Condiments Pvt Ltd",1,10,10,2006,2006
"Eatgood Technologies Pvt Ltd",9,10,1.11111111111111,2019,2020
"Elitecore Technologies Pvt Ltd",1,10,10,2007,2007
"Emergent Ventures India Pvt Ltd",1,10,10,2008,2008
"Fortuna Urbanscapes",1,10,10,2012,2012
"Global Green Company Ltd",1,10,10,2010,2010
"HPL Additives Ltd",1,10,10,2005,2005
"Heritage Foods Ltd",2,10,5,2008,2012
"Hit The Mark Inc",5,10,2,2015,2015
"Holisol Logistics Pvt Ltd",1,10,10,2015,2015
"Hydroair Tectonics (Pcd) Pvt Ltd",1,10,10,2011,2011
"IL&FS Securities Services Ltd",1,10,10,2008,2008
"Indus World School",2,10,5,2011,2011
"Infocredit Services Pvt Ltd",4,10,2.5,2017,2019
"Innofin Solutions Pvt Ltd",8,10,1.25,2019,2021
"Instant Procurement Services Pvt Ltd",1,10,10,2022,2022
"Intello Labs Pvt Ltd",10,10,1,2020,2022
"Intrex India Pvt Ltd",2,10,5,2007,2007
"Junior Sports and Services Pvt Ltd",1,10,10,2015,2015
"Km Global Credit Pvt Ltd",5,10,2,2022,2022
"Laqshay Media Pvt Ltd",1,10,10,2006,2006
"Learningmate Solutions Pvt Ltd",1,10,10,2009,2009
"Lizer Cylinders  Ltd",1,10,10,2008,2008
"Manpasand Beverages Ltd",1,10,10,2011,2011
"Matter Motor Works Pvt Ltd",5,10,2,2024,2024
"Mindworks Global Media Services Pvt Ltd",2,10,5,2007,2010
"Moneyboxx Finance Ltd",5,10,2,2020,2023
"Naturohabit Pvt Ltd",5,10,2,2023,2023
"Omni Hospitals",1,10,10,2013,2013
"Orchard Healthcare Pvt Ltd",5,10,2,2024,2024
"Persistent Systems Ltd",2,10,5,2012,2013
"PharmARC Analytic Solutions Pvt., Ltd.",1,10,10,2006,2006
"Pluckwalk Technologies Pvt Ltd",2,10,5,2023,2023
"Pouring Pounds India Pvt Ltd",2,10,5,2020,2020
"Residential Project, Bangalore - Mangalore",1,10,10,2008,2008
"Sangam (India) Ltd",1,10,10,2005,2005
"Sanghvi Brands Ltd",1,10,10,2014,2014
"Senco Gold Ltd",1,10,10,2022,2022
"Shasun Pharmaceuticals Ltd",1,10,10,2012,2012
"Simpa Energy India Pvt Ltd",4,10,2.5,2014,2018
"Sourcebits Technologies Pvt Ltd",2,10,5,2011,2011
"Swastik Roadlines Pvt Ltd",2,10,5,2010,2016
"Testbook Edu Solutions Pvt Ltd",7,10,1.42857142857143,2016,2020
"Time Technoplast, Ltd.",2,10,5,2007,2007
"Tonbo Imaging Pvt Ltd",5,10,2,2011,2022
"Ultrahuman Healthcare Pvt Ltd",5,10,2,2024,2024
"Via (Fka  Flight Raja)",5,10,2,2010,2012
"Vyuti Systems Pvt Ltd",5,10,2,2024,2024
"Webshastra Pvt, Ltd.",1,10,10,2005,2005
"Wolkus Technology Solutions Pvt Ltd",6,10,1.66666666666667,2023,2024
"Zylog Systems, Ltd.",2,10,5,2007,2007
"A K Capital Services Ltd",2,9,4.5,2007,2007
"Apalya Technologies Pvt Ltd",3,9,3,2011,2011
"Athulya Senior Care",1,9,9,2023,2023
"Atomberg Technologies Pvt Ltd",3,9,3,2019,2019
"Atria Brindavan Power Ltd",1,9,9,2013,2013
"Centum Learning Ltd",1,9,9,2010,2010
"Chatpay Commerce Pvt Ltd",9,9,1,2020,2021
"DTL Ancillaries Ltd",1,9,9,2012,2012
"Dynamatic Technologies Ltd",2,9,4.5,2011,2018
"Ecron Acunova Ltd",2,9,4.5,2006,2009
"Eshakti.com Pvt Ltd",2,9,4.5,2011,2020
"FPL Technologies Pvt Ltd",3,9,3,2024,2024
"Flutura Business Solutions Pvt Ltd",3,9,3,2017,2017
"Greaves Electric Mobility Pvt Ltd",3,9,3,2013,2013
"HHV Solar Technologies Pvt Ltd",2,9,4.5,2008,2008
"Hector Beverages Pvt Ltd",10,9,0.9,2011,2015
"IBN18 Broadcast, Ltd.",1,9,9,2006,2006
"JICS Logistics Ltd",1,9,9,2011,2011
"Kanpur Flowercycling Pvt Ltd",4,9,2.25,2021,2022
"Livewell HealthCare Pvt Ltd",1,9,9,2014,2014
"Manash Lifestyle Pvt Ltd",13,9,0.692307692307692,2015,2021
"Mauj People Infocom Pvt Ltd (Mauj Telecom)",3,9,3,2006,2006
"Microqual Techno Pvt  Ltd",3,9,3,2007,2007
"Mountain Trail Foods Pvt Ltd",3,9,3,2015,2015
"Murli Krishna Pharma Pvt Ltd",1,9,9,2020,2020
"Navadhan Capital Pvt Ltd",6,9,1.5,2023,2023
"New Leaf Retail Technologies Pvt Ltd",3,9,3,2024,2024
"Pennar Engineered Building Systems Ltd",1,9,9,2013,2013
"Rohan Builders Residential Project",1,9,9,2013,2013
"SMC Global Securities Ltd",2,9,4.5,2008,2011
"SMS Paryavaran Ltd",1,9,9,2011,2011
"SecureNow Insurance Broker Pvt Ltd",3,9,3,2016,2021
"Shiksha Financial Services India Pvt Ltd",3,9,3,2019,2019
"Sunborne Energy Technologies",2,9,4.5,2010,2012
"Tatvartha Health Pvt Ltd",1,9,9,2024,2024
"ULink Agritech Prvt Ltd",3,9,3,2017,2017
"Zingbus Technology Pvt Ltd",1,9,9,2024,2024
"Aadhaar Wholesale Trading and Distribution Ltd",1,8,8,2014,2014
"Action Construction Equipment Ltd",3,8,2.66666666666667,2006,2011
"Aibono Smart Farming Private Ltd",8,8,1,2019,2020
"Akya Retail Pvt Ltd",2,8,4,2023,2023
"Betterthanorganic Pvt Ltd",4,8,2,2022,2022
"Bigfoot Retail Solutions Pvt Ltd",4,8,2,2016,2016
"Bigshort Tails Pvt Ltd",8,8,1,2024,2024
"Brinton Pharmaceuticals Ltd",2,8,4,2019,2020
"CloudSEK Information Security Pvt Ltd",9,8,0.888888888888889,2019,2021
"Cloudcherry Analytics Pvt Ltd",4,8,2,2018,2018
"Clover Ventures Pvt Ltd",2,8,4,2020,2022
"Creditmantri Finserve Pvt Ltd",5,8,1.6,2017,2017
"Digibee Microsystems Ltd",2,8,4,2007,2007
"E Yantra Industries Pvt Ltd",3,8,2.66666666666667,2010,2012
"Eclerx Services Ltd",1,8,8,2009,2009
"Edusys Services Pvt Ltd",1,8,8,2012,2012
"Exide Industries Ltd",1,8,8,2012,2012
"Firstprinciple Appsforbharat Pvt Ltd",2,8,4,2022,2022
"Glocal Healthcare Systems Pvt Ltd",3,8,2.66666666666667,2011,2013
"Godrej Premium Builders Pvt., Ltd.",1,8,8,2011,2011
"Good Flippin Foods Pvt Ltd",2,8,4,2023,2024
"Grayquest Education Finance Pvt Ltd",18,8,0.444444444444444,2022,2023
"Iluminar Media Pvt Ltd",11,8,0.727272727272727,2016,2019
"Indian Clothing League Pvt Ltd",1,8,8,2014,2014
"KOOH Sports Pvt Ltd",8,8,1,2015,2016
"Kavach Financial Services Pvt Ltd",4,8,2,2024,2024
"Kazam Ev Tech Pvt Ltd",4,8,2,2024,2024
"Keyaro Edutech Pvt Ltd",2,8,4,2024,2024
"Mahansaria Tyres Pvt Ltd",1,8,8,2019,2019
"Mformillet Foods Pvt Ltd",3,8,2.66666666666667,2024,2024
"Myelin Foundry Pvt Ltd",8,8,1,2023,2024
"Navi Finserv Pvt Ltd",2,8,4,2016,2016
"Pandocorp Pvt Ltd",4,8,2,2020,2020
"Piramal Healthcare, Ltd.",2,8,4,2005,2005
"Quess Corp Limited",5,8,1.6,2008,2023
"RT Outsourcing Services Ltd",1,8,8,2007,2007
"S J Healthcare Pvt Ltd",1,8,8,2019,2019
"Shakti Pumps India Ltd",3,8,2.66666666666667,2008,2014
"Shriram Foundry Ltd",1,8,8,2008,2008
"Sila Solutions Pvt Ltd",7,8,1.14285714285714,2019,2023
"Sub Ko Coffee Pvt Ltd",9,8,0.888888888888889,2024,2024
"Think Ebikego Pvt Ltd",8,8,1,2021,2022
"Tomorrowland Apparels Pvt Ltd",1,8,8,2019,2019
"Tulsi Castings and Machining Ltd",1,8,8,2012,2012
"UC Inclusive Credit Pvt Ltd",2,8,4,2023,2023
"Vahan Technologies India Pvt Ltd",9,8,0.888888888888889,2021,2022
"VisualSoft Technologies",1,8,8,2005,2005
"Waterwala Labs Pvt Ltd",15,8,0.533333333333333,2020,2022
"1t9 Technology Pvt Ltd",8,7,0.875,2022,2024
"Amrit Jal Ventures Pvt Ltd",1,7,7,2011,2011
"Anil Printers Ltd",1,7,7,2008,2008
"Bambrew Plant Fiber Technology Pvt Ltd",7,7,1,2024,2024
"Bluebinaries Engineering & Solutions Private Ltd",1,7,7,2024,2024
"Carzonrent India Pvt Ltd",1,7,7,2006,2006
"Cleardekho Eyewear Pvt Ltd",7,7,1,2022,2022
"Dawaa Dost",7,7,1,2023,2023
"Diagnosearch Life Sciences Pvt Ltd",1,7,7,2009,2009
"Dynaspede Integrated Systems Pvt Ltd",2,7,3.5,2006,2008
"FCB Technologies Pvt Ltd",7,7,1,2021,2021
"Fno India Securities Pvt Ltd",7,7,1,2022,2022
"Ghost Kitchens Pvt Ltd",7,7,1,2024,2024
"Global Agri System Pvt Ltd",1,7,7,2010,2010
"INI Farms Pvt Ltd",3,7,2.33333333333333,2011,2015
"Iifl Wealth Management Limited",13,7,0.538461538461538,2016,2022
"Intec Capital Ltd",1,7,7,2013,2013
"Karjat Residential Projects",1,7,7,2012,2012
"Krishnasaa Fabs Pvt Ltd",1,7,7,2008,2008
"Market Pulse Securities Pvt Ltd",7,7,1,2022,2023
"Mayur Uniquoters Ltd",1,7,7,2014,2014
"Mindteck (India), Ltd.",1,7,7,2008,2008
"Mixed use, Mangalore",1,7,7,2008,2008
"Neilsoft Ltd",3,7,2.33333333333333,2007,2009
"Nineroot Technologies Pvt Ltd",7,7,1,2021,2021
"Pennar Industries Ltd",1,7,7,2011,2011
"Prasad EFX",1,7,7,2005,2005
"Q Hestia Technologies Pvt Ltd",7,7,1,2022,2022
"Qul Fruits",1,7,7,2024,2024
"Redbus.in",5,7,1.4,2007,2011
