"investee_company_name","investee_company_nation","investee_company_trbc_economic_sector","investment_date","round_number","investment_stage","firm_investor_name","fund_investor_name","investor_equity_total_usd_millions","disclosed_fund_equity_contribution_usd_millions","round_equity_total_usd_millions","disclosed_debt_contribution_usd_millions","deal_value_usd_millions","deal_rank_value_usd_millions","investment_year","sector","stage","company","deal_value","stage_category"
"Parksons Packaging Limited","India","Basic Materials",2006-06-30,1,"Expansion","ChrysCapital LLP","ChrysCapital Management Companies - Unspecified Fund",11,11,11,0,0,11,2006,"Basic Materials",1,"Parksons Packaging Limited",11,"Other"
"Parksons Packaging Limited","India","Basic Materials",2021-04-22,3,"LBO","Warburg Pincus LLC","Warburg Pincus Global Growth Fund",0,0,0,0,0,0,2021,"Basic Materials",3,"Parksons Packaging Limited",0,"Other"
"Parksons Packaging Limited","India","Basic Materials",2021-11-24,4,"Acquisition","Warburg Pincus LLC","Warburg Pincus Global Growth Fund",8,8,8,0,8,8,2021,"Basic Materials",4,"Parksons Packaging Limited",8,"Other"
"Parksons Packaging Limited","India","Basic Materials",2021-11-29,5,"Acquisition for Expansion","Warburg Pincus LLC","Warburg Pincus Global Growth Fund",0,0,0,0,0,0,2021,"Basic Materials",5,"Parksons Packaging Limited",0,"Other"
"Parksons Packaging Limited","India","Basic Materials",2023-03-20,6,"Acquisition","Warburg Pincus LLC","Warburg Pincus Global Growth Fund",4,4,4,0,4,4,2023,"Basic Materials",6,"Parksons Packaging Limited",4,"Other"
"Parksons Packaging Limited","India","Basic Materials",2023-03-27,7,"Acquisition for Expansion","Warburg Pincus LLC","Warburg Pincus LLC - Unspecified Fund",0,0,0,0,0,0,2023,"Basic Materials",7,"Parksons Packaging Limited",0,"Other"
"Parksons Packaging Limited","India","Basic Materials",2023-04-06,8,"Acquisition","Warburg Pincus LLC","Warburg Pincus LLC - Unspecified Fund",0,0,0,0,0,0,2023,"Basic Materials",8,"Parksons Packaging Limited",0,"Other"
"Parrys Sugar Industries Ltd","India","Consumer Non-Cyclicals",2006-06-08,1,"Acquisition","Undisclosed Firm","Undisclosed Fund",0,0,0,0,22,22,2006,"Consumer Non-Cyclicals",1,"Parrys Sugar Industries Ltd",0,"Other"
"Parsvnath Developers, Ltd. - Undisclosed Township Project","India","Consumer Cyclicals",2012-03-22,1,"Real Estate","Kotak Alternate Asset Managers Limited","Kotak India Realty Fund",24,24,24,0,0,24,2012,"Consumer Cyclicals",1,"Parsvnath Developers, Ltd. - Undisclosed Township Project",24,"Other"
"Parsvnath Landmark Developers Pvt, Ltd.","India","Industrials",2006-11-30,1,"Acquisition for Expansion","Global Investment House KSCC","Global Opportunistic Fund II",1,0,1,0,0,1,2006,"Industrials",1,"Parsvnath Landmark Developers Pvt, Ltd.",1,"Other"
"Pathkind Diagnostics Pvt Ltd","India","Healthcare",2022-05-25,1,"Acquisition","MOPE Investment Advisors Pvt Ltd","India Business Excellence Fund IV",0,0,0,0,25,25,2022,"Healthcare",1,"Pathkind Diagnostics Pvt Ltd",0,"Other"
"Pathways World School","India","Academic & Educational Services",2010-04-25,1,"Expansion","Reliance Capital Ventures Ltd","Reliance Equity Private Advisors (India) - Unspecified Fund",23,23,23,0,0,23,2010,"Academic & Educational Services",1,"Pathways World School",23,"Other"
"Pattnaik Corporate Services Pvt Ltd","India","Technology",2024-04-22,2,"Expansion","Callapina Capital LLC","Callapina Capital - Unspecified Fund",1,0,2,0,0,2,2024,"Technology",2,"Pattnaik Corporate Services Pvt Ltd",1,"Other"
"Pattnaik Corporate Services Pvt Ltd","India","Technology",2024-04-22,2,"Expansion","Unicorn India Ventures Advisors LLP","Unicorn India Ventures Fund III",1,0,2,0,0,2,2024,"Technology",2,"Pattnaik Corporate Services Pvt Ltd",1,"Other"
"Pauwels","India","Industrials",2016-05-09,1,"LBO","First Reserve Corp","First Reserve Corporation - Unspecified Fund",0,0,0,0,0,0,2016,"Industrials",1,"Pauwels",0,"Other"
"Paymate India Pvt Ltd","India","Industrials",2008-03-31,3,"Expansion","Kleiner Perkins Caufield & Byers LLC","Kleiner Perkins Caufield & Byers - Unspecified Fund",0,0,0,0,0,0,2008,"Industrials",3,"Paymate India Pvt Ltd",0,"Other"
"Paytm E-Commerce Pvt Ltd","India","Technology",2007-04-06,1,"Expansion","Elevation Capital","SB Asia Investment Fund II, L.P.",0,0,0,0,0,0,2007,"Technology",1,"Paytm E-Commerce Pvt Ltd",0,"Other"
"Paytm E-Commerce Pvt Ltd","India","Technology",2007-04-06,1,"Expansion","Undisclosed Firm","Undisclosed Fund",0,0,0,0,0,0,2007,"Technology",1,"Paytm E-Commerce Pvt Ltd",0,"Other"
"Paytm E-Commerce Pvt Ltd","India","Technology",2022-03-31,11,"PIPE","Canada Pension Plan Investment Board","Canada Pension Plan Investment Board - Unspecified Fund",0,0,0,0,0,0,2022,"Technology",11,"Paytm E-Commerce Pvt Ltd",0,"Other"
"PC Jeweller Ltd","India","Consumer Cyclicals",2015-02-25,1,"PIPE","Creador Capital Group","Creador Capital Fund II",22,22,22,0,0,22,2015,"Consumer Cyclicals",1,"PC Jeweller Ltd",22,"Other"
"PCR Investments Ltd","India","Financials",2013-10-29,1,"Bridge Loan","Kohlberg Kravis Roberts & Co LP","KKR & Co Inc - Unspecified Fund",45,0,90,0,0,90,2013,"Financials",1,"PCR Investments Ltd",45,"Other"
"PCR Investments Ltd","India","Financials",2013-10-29,1,"Bridge Loan","Undisclosed Firm","Undisclosed Fund",45,0,90,0,0,90,2013,"Financials",1,"PCR Investments Ltd",45,"Other"
"Peel-Works Outsourcing Pvt Ltd","India","Technology",2014-07-28,2,"Expansion","Chiratae Ventures India Advisors Pvt Ltd","Chiratae Ventures India Advisors Pvt Ltd - Unspecified Fund",1,0,2,0,0,2,2014,"Technology",2,"Peel-Works Outsourcing Pvt Ltd",1,"Other"
"Peel-Works Outsourcing Pvt Ltd","India","Technology",2014-07-28,2,"Expansion","Inventus Capital Partners","Inventus Capital Partners Fund II, Ltd.",1,0,2,0,0,2,2014,"Technology",2,"Peel-Works Outsourcing Pvt Ltd",1,"Other"
"Peel-Works Outsourcing Pvt Ltd","India","Technology",2017-12-19,3,"Expansion","Chiratae Ventures India Advisors Pvt Ltd","Chiratae Ventures India Advisors Pvt Ltd - Unspecified Fund",0,0,0,0,0,0,2017,"Technology",3,"Peel-Works Outsourcing Pvt Ltd",0,"Other"
"Peel-Works Outsourcing Pvt Ltd","India","Technology",2017-12-19,3,"Expansion","Inventus Capital Partners","Inventus Capital Partners - Unspecified Fund",0,0,0,0,0,0,2017,"Technology",3,"Peel-Works Outsourcing Pvt Ltd",0,"Other"
"Peel-Works Outsourcing Pvt Ltd","India","Technology",2017-12-19,3,"Expansion","Unilever Ventures Ltd","Unilever Ventures India Fund",0,0,0,0,0,0,2017,"Technology",3,"Peel-Works Outsourcing Pvt Ltd",0,"Other"
"Pelican Affordable Housing Pvt Ltd","India","Industrials",2010-09-24,1,"Expansion","Milestone Capital Partners Ltd","European Acquisition Capital Fund III, L.P.",4,4,4,0,0,4,2010,"Industrials",1,"Pelican Affordable Housing Pvt Ltd",4,"Other"
"Pennar Engineered Building Systems Ltd","India","Industrials",2013-04-02,1,"Acquisition","Zephyr Management L.P","Zephyr Management LP - Unspecified Fund",9,9,9,0,9,9,2013,"Industrials",1,"Pennar Engineered Building Systems Ltd",9,"Other"
"Pennar Industries Ltd","India","Basic Materials",2011-12-15,1,"PIPE","Elevation Capital","SAIF Partners India IV Ltd",7,7,7,0,0,7,2011,"Basic Materials",1,"Pennar Industries Ltd",7,"Other"
"People Matters Media Pvt Ltd","India","Industrials",2012-05-08,1,"Expansion","HR Fund","HR Fund, The",1,1,1,0,0,1,2012,"Industrials",1,"People Matters Media Pvt Ltd",1,"Other"
"Peopleprosper Technologies Pvt Ltd","India","Technology",2022-09-01,2,"Expansion","Hem Angels","HEM Angels - Unspecified Fund",0,0,0,0,0,0,2022,"Technology",2,"Peopleprosper Technologies Pvt Ltd",0,"Other"
"Peopleprosper Technologies Pvt Ltd","India","Technology",2022-09-01,2,"Expansion","Peaceful Progress LLP","Category I AIF Peaceful Progress LLP",0,0,0,0,0,0,2022,"Technology",2,"Peopleprosper Technologies Pvt Ltd",0,"Other"
"Peoplestrong Technologies Pvt Ltd","India","Industrials",2011-02-07,1,"Acquisition","Lumis Partners","Lumis Partners - Unspecified Fund",0,0,0,0,0,0,2011,"Industrials",1,"Peoplestrong Technologies Pvt Ltd",0,"Other"
"Peoplestrong Technologies Pvt Ltd","India","Industrials",2013-06-13,2,"Acquisition","Lumis Partners","Lumis Partners - Unspecified Fund",0,0,0,0,0,0,2013,"Industrials",2,"Peoplestrong Technologies Pvt Ltd",0,"Other"
"Peoplestrong Technologies Pvt Ltd","India","Industrials",2013-06-13,2,"Acquisition","Undisclosed Firm","Undisclosed Fund",0,0,0,0,0,0,2013,"Industrials",2,"Peoplestrong Technologies Pvt Ltd",0,"Other"
"Peoplestrong Technologies Pvt Ltd","India","Industrials",2017-04-03,3,"LBO","Multiples Alternate Asset Management Pvt Ltd","Multiples Alternate Asset Management Buyout Fund II",0,0,0,0,62,62,2017,"Industrials",3,"Peoplestrong Technologies Pvt Ltd",0,"Other"
"Peoplestrong Technologies Pvt Ltd","India","Industrials",2022-03-09,4,"Acquisition for Expansion","Multiples Alternate Asset Management Pvt Ltd","Multiples Alternate Asset Management Buyout Fund II",0,0,0,0,0,0,2022,"Industrials",4,"Peoplestrong Technologies Pvt Ltd",0,"Other"
"Pep Technologies Pvt Ltd","India","Consumer Cyclicals",2022-03-29,4,"Expansion","Amicus Capital Holdings LLC","Amicus, LLC - Unspecified Fund",6,0,32,0,0,32,2022,"Consumer Cyclicals",4,"Pep Technologies Pvt Ltd",6,"Other"
"Pep Technologies Pvt Ltd","India","Consumer Cyclicals",2022-03-29,4,"Expansion","Paragon Advisor Partners Llp","Paragon Partners Growth Fund II",6,0,32,0,0,32,2022,"Consumer Cyclicals",4,"Pep Technologies Pvt Ltd",6,"Other"
"Pep Technologies Pvt Ltd","India","Consumer Cyclicals",2022-03-29,4,"Expansion","RPSG Ventures Advisory LLP","RPSG Ventures Advisory - Unspecified Fund",6,0,32,0,0,32,2022,"Consumer Cyclicals",4,"Pep Technologies Pvt Ltd",6,"Other"
"Pep Technologies Pvt Ltd","India","Consumer Cyclicals",2022-03-29,4,"Expansion","Sharrp Ventures","Sharrp Ventures- Unspecified Fund",6,0,32,0,0,32,2022,"Consumer Cyclicals",4,"Pep Technologies Pvt Ltd",6,"Other"
"Pep Technologies Pvt Ltd","India","Consumer Cyclicals",2022-03-29,4,"Expansion","Undisclosed Firm","Undisclosed Fund",6,0,32,0,0,32,2022,"Consumer Cyclicals",4,"Pep Technologies Pvt Ltd",6,"Other"
"Pepfuels Technologies Pvt Ltd","India","Energy",2021-07-26,1,"Expansion","Oil and Natural Gas Corporation Ltd","ONGC Startup fund",0,0,0,0,0,0,2021,"Energy",1,"Pepfuels Technologies Pvt Ltd",0,"Other"
"Pepkit Media Pvt Ltd","India","Technology",2022-09-30,2,"Expansion","Artha Venture Partners Llp","Artha Select Fund",0,0,0,0,0,0,2022,"Technology",2,"Pepkit Media Pvt Ltd",0,"Other"
"Pepper Content Pvt Ltd","India","Technology",2022-03-15,3,"Expansion","Deer Management Co LLC","Bessemer Venture Partners - Unspecified Fund",0,0,0,0,0,0,2022,"Technology",3,"Pepper Content Pvt Ltd",0,"Other"
"Pepper Content Pvt Ltd","India","Technology",2022-06-09,4,"Expansion","Deer Management Co LLC","Bessemer Venture Partners - Unspecified Fund",2,0,14,0,0,14,2022,"Technology",4,"Pepper Content Pvt Ltd",2,"Other"
"Pepper Content Pvt Ltd","India","Technology",2022-06-09,4,"Expansion","Lightspeed Management Co LLC","Lightspeed Venture Partners - Unspecified Fund",2,0,14,0,0,14,2022,"Technology",4,"Pepper Content Pvt Ltd",2,"Other"
"Pepper Content Pvt Ltd","India","Technology",2022-06-09,4,"Expansion","Tanglin Venture Partners Pte Ltd","Tanglin Venture Fund II, LLC",2,0,14,0,0,14,2022,"Technology",4,"Pepper Content Pvt Ltd",2,"Other"
"Pepper Content Pvt Ltd","India","Technology",2022-06-09,4,"Expansion","Titan Capital Services Pvt Ltd","Titan Capital Services Pvt Ltd - Unspecified Fund",2,0,14,0,0,14,2022,"Technology",4,"Pepper Content Pvt Ltd",2,"Other"
"Pepper Content Pvt Ltd","India","Technology",2022-06-09,4,"Expansion","Undisclosed Firm","Undisclosed Fund",2,0,14,0,0,14,2022,"Technology",4,"Pepper Content Pvt Ltd",2,"Other"
"Pepper Content Pvt Ltd","India","Technology",2022-06-09,4,"Expansion","Undisclosed Firm","Undisclosed Fund",2,0,14,0,0,14,2022,"Technology",4,"Pepper Content Pvt Ltd",2,"Other"
"Pepperfry Pvt Ltd","India","Consumer Cyclicals",2015-07-28,4,"Expansion","Bertelsmann Digital Media Investments","Bertelsmann Digital Media Investments - Unspecified Fund",25,0,100,0,0,100,2015,"Consumer Cyclicals",4,"Pepperfry Pvt Ltd",25,"Other"
"Pepperfry Pvt Ltd","India","Consumer Cyclicals",2015-07-28,4,"Expansion","Goldman Sachs Asset Management International LLC","Goldman Sachs Asset Management  - Unspecified Fund",25,0,100,0,0,100,2015,"Consumer Cyclicals",4,"Pepperfry Pvt Ltd",25,"Other"
"Pepperfry Pvt Ltd","India","Consumer Cyclicals",2015-07-28,4,"Expansion","Norwest Venture Partners","Norwest Venture Partners - Unspecified Fund",25,0,100,0,0,100,2015,"Consumer Cyclicals",4,"Pepperfry Pvt Ltd",25,"Other"
"Pepperfry Pvt Ltd","India","Consumer Cyclicals",2015-07-28,4,"Expansion","Zodius Capital","Zodius Capital II",25,0,100,0,0,100,2015,"Consumer Cyclicals",4,"Pepperfry Pvt Ltd",25,"Other"
"Pepperfry Pvt Ltd","India","Consumer Cyclicals",2016-09-21,5,"Expansion","Bertelsmann India Investments","Bertelsmann India Investments - UF",6,0,31,0,0,31,2016,"Consumer Cyclicals",5,"Pepperfry Pvt Ltd",6,"Other"
"Pepperfry Pvt Ltd","India","Consumer Cyclicals",2016-09-21,5,"Expansion","Goldman Sachs Asset Management International LLC","Goldman Sachs Asset Management  - Unspecified Fund",6,0,31,0,0,31,2016,"Consumer Cyclicals",5,"Pepperfry Pvt Ltd",6,"Other"
"Pepperfry Pvt Ltd","India","Consumer Cyclicals",2016-09-21,5,"Expansion","Norwest Venture Partners","Norwest Venture Partners - Unspecified Fund",6,0,31,0,0,31,2016,"Consumer Cyclicals",5,"Pepperfry Pvt Ltd",6,"Other"
"Pepperfry Pvt Ltd","India","Consumer Cyclicals",2016-09-21,5,"Expansion","Undisclosed Firm","Undisclosed Fund",6,0,31,0,0,31,2016,"Consumer Cyclicals",5,"Pepperfry Pvt Ltd",6,"Other"
"Pepperfry Pvt Ltd","India","Consumer Cyclicals",2016-09-21,5,"Expansion","Zodius Capital","Zodius Capital II",6,0,31,0,0,31,2016,"Consumer Cyclicals",5,"Pepperfry Pvt Ltd",6,"Other"
"Pepperfry Pvt Ltd","India","Consumer Cyclicals",2018-03-07,6,"Expansion","General Electric Pension Trust","General Electric Pension Fund",39,39,39,0,0,39,2018,"Consumer Cyclicals",6,"Pepperfry Pvt Ltd",39,"Other"
"Peptris Technologies","India","Healthcare",2023-12-19,1,"Expansion","Speciale Incept Advisors LLP","Speciale Invest - Unspecified Fund",1,1,1,0,0,1,2023,"Healthcare",1,"Peptris Technologies",1,"Other"
"Percept Holdings Pvt Ltd","India","Consumer Cyclicals",2008-04-10,1,"Acquisition","Everstone Capital Asia Pte. Ltd","Indivision Capital",0,0,0,0,16,16,2008,"Consumer Cyclicals",1,"Percept Holdings Pvt Ltd",0,"Other"
"Percept Holdings Pvt Ltd","India","Consumer Cyclicals",2008-04-10,1,"Acquisition","Jp Morgan Partners LLC","J.P. Morgan Partners - Unspecified Fund",0,0,0,0,16,16,2008,"Consumer Cyclicals",1,"Percept Holdings Pvt Ltd",0,"Other"
"Percept Holdings Pvt Ltd","India","Consumer Cyclicals",2008-04-10,1,"Acquisition","Passport Capital LLC","Passport Capital LLC - Unspecified Fund",0,0,0,0,16,16,2008,"Consumer Cyclicals",1,"Percept Holdings Pvt Ltd",0,"Other"
"Perfectfit Systems Pvt Ltd","India","Technology",2021-08-25,1,"Expansion","Artha India Ventures","Artha India Ventures II",0,0,0,0,0,0,2021,"Technology",1,"Perfectfit Systems Pvt Ltd",0,"Other"
"Perfectfit Systems Pvt Ltd","India","Technology",2021-08-25,1,"Expansion","SEAVI Advent Corporation Ltd","SEAVI - Unspecified Fund",0,0,0,0,0,0,2021,"Technology",1,"Perfectfit Systems Pvt Ltd",0,"Other"
"Perfectfit Systems Pvt Ltd","India","Technology",2021-08-25,1,"Expansion","Undisclosed Firm","Undisclosed Fund",0,0,0,0,0,0,2021,"Technology",1,"Perfectfit Systems Pvt Ltd",0,"Other"
"Perfectfit Systems Pvt Ltd","India","Technology",2021-08-25,1,"Expansion","Unicorn India Ventures Advisors LLP","Unicorn India Ventures Fund II",0,0,0,0,0,0,2021,"Technology",1,"Perfectfit Systems Pvt Ltd",0,"Other"
"Perfint Healthcare Pvt Ltd","India","Healthcare",2009-12-31,1,"Expansion","Accel India Venture Fund","Accel India Venture Fund",2,0,4,0,0,4,2009,"Healthcare",1,"Perfint Healthcare Pvt Ltd",2,"Other"
"Perfint Healthcare Pvt Ltd","India","Healthcare",2009-12-31,1,"Expansion","Chiratae Ventures India Advisors Pvt Ltd","IDG Ventures India Fund I",2,0,4,0,0,4,2009,"Healthcare",1,"Perfint Healthcare Pvt Ltd",2,"Other"
"Perfint Healthcare Pvt Ltd","India","Healthcare",2010-06-18,2,"Expansion","Accel India Venture Fund","Accel India Venture Fund",1,0,7,0,0,7,2010,"Healthcare",2,"Perfint Healthcare Pvt Ltd",1,"Other"
"Perfint Healthcare Pvt Ltd","India","Healthcare",2010-06-18,2,"Expansion","Chiratae Ventures India Advisors Pvt Ltd","IDG Ventures India Fund I",1,0,7,0,0,7,2010,"Healthcare",2,"Perfint Healthcare Pvt Ltd",1,"Other"
"Perfint Healthcare Pvt Ltd","India","Healthcare",2010-06-18,2,"Expansion","Norwest Venture Partners","Norwest Venture Partners - Unspecified Fund",6,6,7,0,0,7,2010,"Healthcare",2,"Perfint Healthcare Pvt Ltd",6,"Other"
"Perfint Healthcare Pvt Ltd","India","Healthcare",2012-02-14,3,"Expansion","Norwest Venture Partners","Norwest Venture Partners - Unspecified Fund",4,4,4,0,0,4,2012,"Healthcare",3,"Perfint Healthcare Pvt Ltd",4,"Other"
"Perfint Healthcare Pvt Ltd","India","Healthcare",2012-12-21,4,"Expansion","Norwest Venture Partners","Norwest Venture Partners - Unspecified Fund",11,11,11,0,0,11,2012,"Healthcare",4,"Perfint Healthcare Pvt Ltd",11,"Other"
"Perfios Software Solutions Pvt Ltd","India","Technology",2022-03-16,5,"Acquisition for Expansion","Deer Management Co LLC","Bessemer Venture Partners - Unspecified Fund",0,0,0,0,0,0,2022,"Technology",5,"Perfios Software Solutions Pvt Ltd",0,"Other"
"Perfios Software Solutions Pvt Ltd","India","Technology",2022-03-16,5,"Acquisition for Expansion","Warburg Pincus LLC","Warburg Pincus Global Growth Fund",0,0,0,0,0,0,2022,"Technology",5,"Perfios Software Solutions Pvt Ltd",0,"Other"
"Perfios Software Solutions Pvt Ltd","India","Technology",2023-09-11,7,"Acquisition","Kedaara Capital Investment Managers Ltd","Kedaara Capital Growth Fund III LLP",229,229,229,0,229,229,2023,"Technology",7,"Perfios Software Solutions Pvt Ltd",229,"Other"
"Perfios Software Solutions Pvt Ltd","India","Technology",2024-03-13,8,"Acquisition","Ontario Teachers' Pension Plan Board","Teachers' Venture Growth",0,0,0,0,80,80,2024,"Technology",8,"Perfios Software Solutions Pvt Ltd",0,"Other"
"Pernimius Financial Technologies Pvt Ltd","India","Technology",2022-12-01,1,"Expansion","Hem Angels","HEM Angels - Unspecified Fund",1,1,1,0,0,1,2022,"Technology",1,"Pernimius Financial Technologies Pvt Ltd",1,"Other"
"Persistent Systems Ltd","India","Technology",2012-12-19,3,"Open Market Purchase","Elevation Capital","SAIF Partners - Unspecified Fund",10,10,10,0,0,10,2012,"Technology",3,"Persistent Systems Ltd",10,"Other"
"Persistent Systems Ltd","India","Technology",2013-06-21,4,"PIPE","Elevation Capital","SAIF Partners - Unspecified Fund",0,0,0,0,0,0,2013,"Technology",4,"Persistent Systems Ltd",0,"Other"
"PG Electroplast Ltd","India","Basic Materials",2021-06-10,1,"PIPE","Ananta Capital","India Pledge Fund",4,0,11,0,0,11,2021,"Basic Materials",1,"PG Electroplast Ltd",4,"Other"
"PG Electroplast Ltd","India","Basic Materials",2021-06-10,1,"PIPE","Baring Private Equity Partners India Ltd","Baring India Private Equity Fund III, Ltd.",4,0,11,0,0,11,2021,"Basic Materials",1,"PG Electroplast Ltd",4,"Other"
"PG Electroplast Ltd","India","Basic Materials",2021-06-10,1,"PIPE","Undisclosed Firm","Undisclosed Fund",4,0,11,0,0,11,2021,"Basic Materials",1,"PG Electroplast Ltd",4,"Other"
"PharmARC Analytic Solutions Pvt., Ltd.","India","Consumer Cyclicals",2006-12-31,1,"Expansion","Baring Private Equity Partners India Ltd","Baring India Fund II",10,10,10,0,0,10,2006,"Consumer Cyclicals",1,"PharmARC Analytic Solutions Pvt., Ltd.",10,"Other"
"Phasorz Technologies Pvt Ltd","India","Technology",2020-06-04,4,"Expansion","Beyond Next Ventures Inc","Beyond Next Ventures1 Investment Limited Partnership",3,0,20,0,0,20,2020,"Technology",4,"Phasorz Technologies Pvt Ltd",3,"Other"
"Phasorz Technologies Pvt Ltd","India","Technology",2020-06-04,4,"Expansion","Deer Management Co LLC","Bessemer India Capital Holdings II Ltd",3,0,20,0,0,20,2020,"Technology",4,"Phasorz Technologies Pvt Ltd",3,"Other"
"Phasorz Technologies Pvt Ltd","India","Technology",2020-06-04,4,"Expansion","Milliways Ventures","Milliways Ventures - Unspecified Fund",3,0,20,0,0,20,2020,"Technology",4,"Phasorz Technologies Pvt Ltd",3,"Other"
"Phasorz Technologies Pvt Ltd","India","Technology",2020-06-04,4,"Expansion","Mitsui Sumitomo Insurance Venture Capital Co Ltd","MITSUI SUMITOMO INSURANCE Venture Capital - Unspecified Fund",3,0,20,0,0,20,2020,"Technology",4,"Phasorz Technologies Pvt Ltd",3,"Other"
"Phasorz Technologies Pvt Ltd","India","Technology",2020-06-04,4,"Expansion","Rebright Partners Inc","Rebright Partners Inc - Unspecified Fund",3,0,20,0,0,20,2020,"Technology",4,"Phasorz Technologies Pvt Ltd",3,"Other"
"Phasorz Technologies Pvt Ltd","India","Technology",2020-06-04,4,"Expansion","Undisclosed Firm","Undisclosed Fund",3,0,20,0,0,20,2020,"Technology",4,"Phasorz Technologies Pvt Ltd",3,"Other"
"Phasorz Technologies Pvt Ltd","India","Technology",2020-06-04,4,"Expansion","Undisclosed Firm","Undisclosed Fund",3,0,20,0,0,20,2020,"Technology",4,"Phasorz Technologies Pvt Ltd",3,"Other"
"Phasorz Technologies Pvt Ltd","India","Technology",2020-11-04,5,"Expansion","Finsight LLC","Finsight LLC - Unspecified Fund",2,2,8,0,0,8,2020,"Technology",5,"Phasorz Technologies Pvt Ltd",2,"Other"
"Phasorz Technologies Pvt Ltd","India","Technology",2020-11-04,5,"Expansion","JAFCO Investment (Asia Pacific) Ltd","JAFCO Asia Technology Fund V, L.P.",3,3,8,0,0,8,2020,"Technology",5,"Phasorz Technologies Pvt Ltd",3,"Other"
"Phasorz Technologies Pvt Ltd","India","Technology",2020-11-04,5,"Expansion","Undisclosed Firm","Undisclosed Fund",3,3,8,0,0,8,2020,"Technology",5,"Phasorz Technologies Pvt Ltd",3,"Other"
"Phi Commerce Pvt Ltd","India","Industrials",2021-01-07,1,"Expansion","Beenext Pte Ltd","Beenext Fund I",4,0,4,0,0,4,2021,"Industrials",1,"Phi Commerce Pvt Ltd",4,"Other"
"Phio Technologies Pvt Ltd","India","Technology",2019-01-31,1,"Expansion","Guild Capital LLC","Guild Capital LLC - Unspecified Fund",0,0,0,0,0,0,2019,"Technology",1,"Phio Technologies Pvt Ltd",0,"Other"
"Phoenix Aquilla","India","Real Estate",2023-05-17,1,"Real Estate","GIC Special Investments Pte Ltd","GIC Pvt Ltd - Unspecified Fund",127,0,127,0,0,127,2023,"Real Estate",1,"Phoenix Aquilla",127,"Other"
"PhonePe Pvt Ltd","India","Technology",2020-12-15,1,"Acquisition","Tiger Global Management LLC","Tiger Global Management LLC - Unspecified Fund",1,0,22,0,700,700,2020,"Technology",1,"PhonePe Pvt Ltd",1,"Other"
"PhonePe Pvt Ltd","India","Technology",2020-12-15,1,"Acquisition","Undisclosed Firm","Undisclosed Fund",20,20,22,0,700,700,2020,"Technology",1,"PhonePe Pvt Ltd",20,"Other"
"PhonePe Pvt Ltd","India","Technology",2020-12-15,1,"Acquisition","Undisclosed Firm","Undisclosed Fund",1,0,22,0,700,700,2020,"Technology",1,"PhonePe Pvt Ltd",1,"Other"
"PhonePe Pvt Ltd","India","Technology",2021-08-18,2,"Acquisition","Tencent Investment","Tencent Investment - Unspecified Fund",50,50,348,0,0,348,2021,"Technology",2,"PhonePe Pvt Ltd",50,"Other"
"PhonePe Pvt Ltd","India","Technology",2021-08-18,2,"Acquisition","Tiger Global Management LLC","Tiger Global Management LLC - Unspecified Fund",17,17,348,0,0,348,2021,"Technology",2,"PhonePe Pvt Ltd",17,"Other"
"PhonePe Pvt Ltd","India","Technology",2021-08-18,2,"Acquisition","Undisclosed Firm","Undisclosed Fund",282,282,348,0,0,348,2021,"Technology",2,"PhonePe Pvt Ltd",282,"Other"
"PhonePe Pvt Ltd","India","Technology",2023-01-19,3,"Acquisition","General Atlantic LLC","General Atlantic LLC - Unspecified Fund",350,350,550,0,650,650,2023,"Technology",3,"PhonePe Pvt Ltd",350,"Other"
"PhonePe Pvt Ltd","India","Technology",2023-01-19,3,"Acquisition","Ribbit Capital LP","Ribbit Capital LP-Unspecified Fund",0,0,550,0,650,650,2023,"Technology",3,"PhonePe Pvt Ltd",0,"Other"
"PhonePe Pvt Ltd","India","Technology",2023-01-19,3,"Acquisition","Tiger Global Management LLC","Tiger Global Management LLC - Unspecified Fund",0,0,550,0,650,650,2023,"Technology",3,"PhonePe Pvt Ltd",0,"Other"
"PhonePe Pvt Ltd","India","Technology",2023-01-19,3,"Acquisition","TVS Capital Funds Ltd","TVS Capital Funds",0,0,550,0,650,650,2023,"Technology",3,"PhonePe Pvt Ltd",0,"Other"
"PhonePe Pvt Ltd","India","Technology",2023-01-19,3,"Acquisition","Undisclosed Firm","Undisclosed Fund",200,200,550,0,650,650,2023,"Technology",3,"PhonePe Pvt Ltd",200,"Other"
"PhonePe Pvt Ltd","India","Technology",2023-01-19,3,"Acquisition","Undisclosed Firm","Undisclosed Fund",0,0,550,0,650,650,2023,"Technology",3,"PhonePe Pvt Ltd",0,"Other"
"PhonePe Pvt Ltd","India","Technology",2023-01-19,3,"Acquisition","Undisclosed Firm","Undisclosed Fund",0,0,550,0,650,650,2023,"Technology",3,"PhonePe Pvt Ltd",0,"Other"
"PhonePe Pvt Ltd","India","Technology",2023-04-12,4,"Acquisition","General Atlantic LLC","General Atlantic LLC - Unspecified Fund",100,100,101,0,200,200,2023,"Technology",4,"PhonePe Pvt Ltd",100,"Other"
"PhonePe Pvt Ltd","India","Technology",2023-04-12,4,"Acquisition","Undisclosed Firm","Undisclosed Fund",1,0,101,0,200,200,2023,"Technology",4,"PhonePe Pvt Ltd",1,"Other"
