"investee_company_name","investee_company_nation","investee_company_trbc_economic_sector","investment_date","round_number","investment_stage","firm_investor_name","fund_investor_name","investor_equity_total_usd_millions","disclosed_fund_equity_contribution_usd_millions","round_equity_total_usd_millions","disclosed_debt_contribution_usd_millions","deal_value_usd_millions","deal_rank_value_usd_millions","investment_year","sector","stage","company","deal_value","stage_category"
"Ziqitza Health Care Ltd","India","Healthcare",2007-07-30,1,"Expansion","Acumen Fund Inc","Acumen Fund - Unspecified Fund",2,2,2,0,0,2,2007,"Healthcare",1,"Ziqitza Health Care Ltd",2,"Other"
"Zivore Apparel Pvt Ltd","India","Consumer Cyclicals",2024-05-30,1,"Acquisition","ICICI Venture Funds Management Company Ltd","India Advantage Fund V",0,0,0,0,18,18,2024,"Consumer Cyclicals",1,"Zivore Apparel Pvt Ltd",0,"Other"
"Zoff Pvt Ltd","India","Consumer Non-Cyclicals",2023-02-09,1,"Expansion","Undisclosed Firm","Undisclosed Fund",0,0,0,0,0,0,2023,"Consumer Non-Cyclicals",1,"Zoff Pvt Ltd",0,"Other"
"Zoff Pvt Ltd","India","Consumer Non-Cyclicals",2024-08-21,2,"Expansion","Jm Finl Invest Managers Ltd","JM Financial India Fund III",5,0,5,0,0,5,2024,"Consumer Non-Cyclicals",2,"Zoff Pvt Ltd",5,"Other"
"Zolostays Property Solutions Pvt Ltd","India","Real Estate",2017-01-16,1,"Bridge Loan","Innoventures Capital Partners","InnoVentures Capital Partners - Unspecified Fund",0,0,0,0,0,0,2017,"Real Estate",1,"Zolostays Property Solutions Pvt Ltd",0,"Other"
"Zolostays Property Solutions Pvt Ltd","India","Real Estate",2019-01-07,3,"Expansion","IDFC Alternatives Ltd","IDFC Alternatives, Ltd. - Unspecified Fund",5,0,30,0,0,30,2019,"Real Estate",3,"Zolostays Property Solutions Pvt Ltd",5,"Other"
"Zolostays Property Solutions Pvt Ltd","India","Real Estate",2019-01-07,3,"Expansion","Mirae Asset Venture Investment Co Ltd","Mirae Asset Venture Investment- Unspecified Fund",5,0,30,0,0,30,2019,"Real Estate",3,"Zolostays Property Solutions Pvt Ltd",5,"Other"
"Zolostays Property Solutions Pvt Ltd","India","Real Estate",2019-01-07,3,"Expansion","Nexus Venture Partners","Nexus Venture Partners - Unspecified Fund",5,0,30,0,0,30,2019,"Real Estate",3,"Zolostays Property Solutions Pvt Ltd",5,"Other"
"Zolostays Property Solutions Pvt Ltd","India","Real Estate",2019-01-07,3,"Expansion","Undisclosed Firm","Undisclosed Fund",5,0,30,0,0,30,2019,"Real Estate",3,"Zolostays Property Solutions Pvt Ltd",5,"Other"
"Zolostays Property Solutions Pvt Ltd","India","Real Estate",2019-01-07,3,"Expansion","Undisclosed Firm","Undisclosed Fund",5,0,30,0,0,30,2019,"Real Estate",3,"Zolostays Property Solutions Pvt Ltd",5,"Other"
"Zolostays Property Solutions Pvt Ltd","India","Real Estate",2019-01-07,3,"Expansion","Undisclosed Firm","Undisclosed Fund",5,0,30,0,0,30,2019,"Real Estate",3,"Zolostays Property Solutions Pvt Ltd",5,"Other"
"Zolostays Property Solutions Pvt Ltd","India","Real Estate",2020-07-07,5,"Expansion","Investcorp Holdings BSC","Investcorp Holdings - Unspecified Fund",11,0,56,0,0,56,2020,"Real Estate",5,"Zolostays Property Solutions Pvt Ltd",11,"Other"
"Zolostays Property Solutions Pvt Ltd","India","Real Estate",2020-07-07,5,"Expansion","Mirae Asset Venture Investment Co Ltd","Mirae Asset Venture Investment- Unspecified Fund",11,0,56,0,0,56,2020,"Real Estate",5,"Zolostays Property Solutions Pvt Ltd",11,"Other"
"Zolostays Property Solutions Pvt Ltd","India","Real Estate",2020-07-07,5,"Expansion","Nexus Venture Partners","Nexus Venture Partners - Unspecified Fund",11,0,56,0,0,56,2020,"Real Estate",5,"Zolostays Property Solutions Pvt Ltd",11,"Other"
"Zolostays Property Solutions Pvt Ltd","India","Real Estate",2020-07-07,5,"Expansion","Trifecta Capital Partners Ltd","Trifecta Capital Fund II",11,0,56,0,0,56,2020,"Real Estate",5,"Zolostays Property Solutions Pvt Ltd",11,"Other"
"Zolostays Property Solutions Pvt Ltd","India","Real Estate",2020-07-07,5,"Expansion","Undisclosed Firm","Undisclosed Fund",11,0,56,0,0,56,2020,"Real Estate",5,"Zolostays Property Solutions Pvt Ltd",11,"Other"
"Zomato Ltd","India","Technology",2013-11-06,1,"Expansion","Peak Xv Partners","Peak XV Partners - Unspecified Fund",27,27,36,0,0,36,2013,"Technology",1,"Zomato Ltd",27,"Other"
"Zomato Ltd","India","Technology",2013-11-06,1,"Expansion","Undisclosed Firm","Undisclosed Fund",9,9,36,0,0,36,2013,"Technology",1,"Zomato Ltd",9,"Other"
"Zomato Ltd","India","Technology",2014-11-19,2,"Expansion","Peak Xv Partners","Peak XV Partners - Unspecified Fund",20,0,60,0,0,60,2014,"Technology",2,"Zomato Ltd",20,"Other"
"Zomato Ltd","India","Technology",2014-11-19,2,"Expansion","Undisclosed Firm","Undisclosed Fund",20,0,60,0,0,60,2014,"Technology",2,"Zomato Ltd",20,"Other"
"Zomato Ltd","India","Technology",2014-11-19,2,"Expansion","Vy Capital Partners Ltd","Vy Capital - Unspecified Fund",20,0,60,0,0,60,2014,"Technology",2,"Zomato Ltd",20,"Other"
"Zomato Ltd","India","Technology",2015-01-12,3,"Acquisition for Expansion","Peak Xv Partners","Peak XV Partners - Unspecified Fund",0,0,0,0,52,52,2015,"Technology",3,"Zomato Ltd",0,"Other"
"Zomato Ltd","India","Technology",2015-01-12,3,"Acquisition for Expansion","Undisclosed Firm","Undisclosed Fund",0,0,0,0,52,52,2015,"Technology",3,"Zomato Ltd",0,"Other"
"Zomato Ltd","India","Technology",2015-01-12,3,"Acquisition for Expansion","Vy Capital Partners Ltd","Vy Capital - Unspecified Fund",0,0,0,0,52,52,2015,"Technology",3,"Zomato Ltd",0,"Other"
"Zomato Ltd","India","Technology",2015-04-11,4,"Acquisition for Expansion","Sequoia Capital Operations LLC","Sequoia Capital - Unspecified Fund",17,0,50,0,0,50,2015,"Technology",4,"Zomato Ltd",17,"Other"
"Zomato Ltd","India","Technology",2015-04-11,4,"Acquisition for Expansion","Undisclosed Firm","Undisclosed Fund",17,0,50,0,0,50,2015,"Technology",4,"Zomato Ltd",17,"Other"
"Zomato Ltd","India","Technology",2015-04-11,4,"Acquisition for Expansion","Vy Capital Partners Ltd","Vy Capital - Unspecified Fund",17,0,50,0,0,50,2015,"Technology",4,"Zomato Ltd",17,"Other"
"Zomato Ltd","India","Technology",2015-09-07,5,"Expansion","Temasek Holdings Pvt Ltd","Temasek Holdings (Pvt) Ltd - Unspecified Fund",30,0,60,0,0,60,2015,"Technology",5,"Zomato Ltd",30,"Other"
"Zomato Ltd","India","Technology",2015-09-07,5,"Expansion","Vy Capital Partners Ltd","Vy Capital - Unspecified Fund",30,0,60,0,0,60,2015,"Technology",5,"Zomato Ltd",30,"Other"
"Zomato Ltd","India","Technology",2016-09-26,6,"Acquisition for Expansion","Sequoia Capital Operations LLC","Sequoia Capital - Unspecified Fund",0,0,0,0,0,0,2016,"Technology",6,"Zomato Ltd",0,"Other"
"Zomato Ltd","India","Technology",2016-09-26,6,"Acquisition for Expansion","Vy Capital Partners Ltd","Vy Capital - Unspecified Fund",0,0,0,0,0,0,2016,"Technology",6,"Zomato Ltd",0,"Other"
"Zomato Ltd","India","Technology",2018-02-01,7,"Secondary Purchase","Undisclosed Firm","Undisclosed Fund",200,200,200,0,0,200,2018,"Technology",7,"Zomato Ltd",200,"Other"
"Zoo Fresh Foods Pvt Ltd","India","Consumer Non-Cyclicals",2022-06-09,1,"Expansion","Axilor Ventures Pvt Ltd","Axilor Ventures Pvt Ltd - Unspecified Fund",1,0,1,0,0,1,2022,"Consumer Non-Cyclicals",1,"Zoo Fresh Foods Pvt Ltd",1,"Other"
"Zoo Fresh Foods Pvt Ltd","India","Consumer Non-Cyclicals",2022-06-09,1,"Expansion","Zeva Capsol Pvt Ltd","1Crowd Fund",1,0,1,0,0,1,2022,"Consumer Non-Cyclicals",1,"Zoo Fresh Foods Pvt Ltd",1,"Other"
"Zoo Fresh Foods Pvt Ltd","India","Consumer Non-Cyclicals",2022-11-17,2,"Expansion","Beyond Capital Ventures","Beyond Capital Ventures - Unspecified Fund",0,0,0,0,0,0,2022,"Consumer Non-Cyclicals",2,"Zoo Fresh Foods Pvt Ltd",0,"Other"
"Zoomcar India Pvt Ltd","India","Industrials",2014-11-10,5,"Expansion","Empire Angels","Empire Angels - Unspecified Fund",2,0,9,0,0,9,2014,"Industrials",5,"Zoomcar India Pvt Ltd",2,"Other"
"Zoomcar India Pvt Ltd","India","Industrials",2014-11-10,5,"Expansion","FundersClub Inc","Accelerate FC Fund VII LLC",2,0,9,0,0,9,2014,"Industrials",5,"Zoomcar India Pvt Ltd",2,"Other"
"Zoomcar India Pvt Ltd","India","Industrials",2014-11-10,5,"Expansion","Peak Xv Partners","Peak XV Partners - Unspecified Fund",2,0,9,0,0,9,2014,"Industrials",5,"Zoomcar India Pvt Ltd",2,"Other"
"Zoomcar India Pvt Ltd","India","Industrials",2014-11-10,5,"Expansion","Undisclosed Firm","Undisclosed Fund",2,0,9,0,0,9,2014,"Industrials",5,"Zoomcar India Pvt Ltd",2,"Other"
"Zoomcar India Pvt Ltd","India","Industrials",2014-11-10,5,"Expansion","Undisclosed Firm","Undisclosed Fund",2,0,9,0,0,9,2014,"Industrials",5,"Zoomcar India Pvt Ltd",2,"Other"
"Zoomcar India Pvt Ltd","India","Industrials",2015-06-23,6,"Expansion","Undisclosed Firm","Undisclosed Fund",13,0,15,0,0,15,2015,"Industrials",6,"Zoomcar India Pvt Ltd",13,"Other"
"Zoomcar India Pvt Ltd","India","Industrials",2015-06-23,6,"Expansion","Undisclosed Firm","Undisclosed Fund",2,2,15,0,0,15,2015,"Industrials",6,"Zoomcar India Pvt Ltd",2,"Other"
"Zoomcar India Pvt Ltd","India","Industrials",2016-08-25,7,"Expansion","Empire Angels","Empire Angels - Unspecified Fund",6,0,24,0,0,24,2016,"Industrials",7,"Zoomcar India Pvt Ltd",6,"Other"
"Zoomcar India Pvt Ltd","India","Industrials",2016-08-25,7,"Expansion","NGP Capital LLC","Nokia Growth Partners - Unspecified Fund",6,0,24,0,0,24,2016,"Industrials",7,"Zoomcar India Pvt Ltd",6,"Other"
"Zoomcar India Pvt Ltd","India","Industrials",2016-08-25,7,"Expansion","Sequoia Capital Operations LLC","Sequoia Capital - Unspecified Fund",6,0,24,0,0,24,2016,"Industrials",7,"Zoomcar India Pvt Ltd",6,"Other"
"Zoomcar India Pvt Ltd","India","Industrials",2016-08-25,7,"Expansion","Undisclosed Firm","Undisclosed Fund",6,0,24,0,0,24,2016,"Industrials",7,"Zoomcar India Pvt Ltd",6,"Other"
"Zoomcar India Pvt Ltd","India","Industrials",2016-12-20,8,"Expansion","Easy Click Worldwide Network Technology Co Ltd","Cyber Carrier",0,0,0,0,0,0,2016,"Industrials",8,"Zoomcar India Pvt Ltd",0,"Other"
"Zoomcar India Pvt Ltd","India","Industrials",2018-02-16,9,"Expansion","Empire Angels","Empire Angels - Unspecified Fund",7,0,40,0,0,40,2018,"Industrials",9,"Zoomcar India Pvt Ltd",7,"Other"
"Zoomcar India Pvt Ltd","India","Industrials",2018-02-16,9,"Expansion","Sequoia Capital Operations LLC","Sequoia Capital - Unspecified Fund",7,0,40,0,0,40,2018,"Industrials",9,"Zoomcar India Pvt Ltd",7,"Other"
"Zoomcar India Pvt Ltd","India","Industrials",2018-02-16,9,"Expansion","Undisclosed Firm","Undisclosed Fund",7,0,40,0,0,40,2018,"Industrials",9,"Zoomcar India Pvt Ltd",7,"Other"
"Zoomcar India Pvt Ltd","India","Industrials",2018-02-16,9,"Expansion","Undisclosed Firm","Undisclosed Fund",7,0,40,0,0,40,2018,"Industrials",9,"Zoomcar India Pvt Ltd",7,"Other"
"Zoomcar India Pvt Ltd","India","Industrials",2018-02-16,9,"Expansion","Undisclosed Firm","Undisclosed Fund",7,0,40,0,0,40,2018,"Industrials",9,"Zoomcar India Pvt Ltd",7,"Other"
"Zoomcar India Pvt Ltd","India","Industrials",2018-02-16,9,"Expansion","Undisclosed Firm","Undisclosed Fund",7,0,40,0,0,40,2018,"Industrials",9,"Zoomcar India Pvt Ltd",7,"Other"
"Zoomcar India Pvt Ltd","India","Industrials",2018-03-09,10,"Expansion","Undisclosed Firm","Undisclosed Fund",4,0,4,0,0,4,2018,"Industrials",10,"Zoomcar India Pvt Ltd",4,"Other"
"Zoomcar India Pvt Ltd","India","Industrials",2020-01-21,11,"Expansion","Sony Innovation Fund","Sony Innovation Fund",15,0,30,0,0,30,2020,"Industrials",11,"Zoomcar India Pvt Ltd",15,"Other"
"Zoomcar India Pvt Ltd","India","Industrials",2020-01-21,11,"Expansion","Undisclosed Firm","Undisclosed Fund",15,0,30,0,0,30,2020,"Industrials",11,"Zoomcar India Pvt Ltd",15,"Other"
"Zoomcar India Pvt Ltd","India","Industrials",2023-02-22,16,"Bridge Loan","Sternaegis Ventures LLC","SternAegis Ventures - Unspecified Fund",0,0,0,0,0,0,2023,"Industrials",16,"Zoomcar India Pvt Ltd",0,"Other"
"Zoomin","India","Technology",2012-11-30,4,"Expansion","First Round Capital","First Round Capital 2007 L.P.",0,0,0,0,0,0,2012,"Technology",4,"Zoomin",0,"Other"
"Zopnow Retail Pvt Ltd","India","Technology",2015-04-13,2,"Expansion","Accel Partners Management LLP","Accel Partners & Co Inc - Unspecified Fund",3,0,10,0,0,10,2015,"Technology",2,"Zopnow Retail Pvt Ltd",3,"Other"
"Zopnow Retail Pvt Ltd","India","Technology",2015-04-13,2,"Expansion","Qualcomm Ventures","Qualcomm Ventures - Unspecified Fund",3,0,10,0,0,10,2015,"Technology",2,"Zopnow Retail Pvt Ltd",3,"Other"
"Zopnow Retail Pvt Ltd","India","Technology",2015-04-13,2,"Expansion","Undisclosed Firm","Undisclosed Fund",3,0,10,0,0,10,2015,"Technology",2,"Zopnow Retail Pvt Ltd",3,"Other"
"Zopnow Retail Pvt Ltd","India","Technology",2015-04-13,2,"Expansion","Undisclosed Firm","Undisclosed Fund",3,0,10,0,0,10,2015,"Technology",2,"Zopnow Retail Pvt Ltd",3,"Other"
"Zorba Renaissance Pvt Ltd","India","Consumer Cyclicals",2020-06-16,2,"Expansion","Mantra Capital Partners LLC","Mantra Capital Technology Fund LP",0,0,0,0,0,0,2020,"Consumer Cyclicals",2,"Zorba Renaissance Pvt Ltd",0,"Other"
"Zorba Renaissance Pvt Ltd","India","Consumer Cyclicals",2020-06-16,2,"Expansion","Undisclosed Firm","Undisclosed Fund",0,0,0,0,0,0,2020,"Consumer Cyclicals",2,"Zorba Renaissance Pvt Ltd",0,"Other"
"Zorba Renaissance Pvt Ltd","India","Consumer Cyclicals",2020-06-16,2,"Expansion","Undisclosed Firm","Undisclosed Fund",0,0,0,0,0,0,2020,"Consumer Cyclicals",2,"Zorba Renaissance Pvt Ltd",0,"Other"
"Zorba Renaissance Pvt Ltd","India","Consumer Cyclicals",2020-08-28,3,"Expansion","Undisclosed Firm","Undisclosed Fund",0,0,0,0,0,0,2020,"Consumer Cyclicals",3,"Zorba Renaissance Pvt Ltd",0,"Other"
"Zyla Health Pvt Ltd","India","Healthcare",2022-07-05,1,"Expansion","Kae Capital","Kae Capital Fund III",0,0,1,0,0,1,2022,"Healthcare",1,"Zyla Health Pvt Ltd",0,"Other"
"Zyla Health Pvt Ltd","India","Healthcare",2022-07-05,1,"Expansion","Seeders LLP","Seeders LLP - Unspecified Fund",0,0,1,0,0,1,2022,"Healthcare",1,"Zyla Health Pvt Ltd",0,"Other"
"Zyla Health Pvt Ltd","India","Healthcare",2022-07-05,1,"Expansion","SuperMorpheus","SuperMorpheus - Unspecified Fund",0,0,1,0,0,1,2022,"Healthcare",1,"Zyla Health Pvt Ltd",0,"Other"
"Zyla Health Pvt Ltd","India","Healthcare",2022-07-05,1,"Expansion","Undisclosed Firm","Undisclosed Fund",0,0,1,0,0,1,2022,"Healthcare",1,"Zyla Health Pvt Ltd",0,"Other"
"Zyla Health Pvt Ltd","India","Healthcare",2023-11-30,2,"Expansion","Aureolis Ventures","Aureolis Ventures - Unspecified Fund",1,0,4,0,0,4,2023,"Healthcare",2,"Zyla Health Pvt Ltd",1,"Other"
"Zyla Health Pvt Ltd","India","Healthcare",2023-11-30,2,"Expansion","Exfinity Venture Partners LLP","Exfinity Technology Fund 3",1,0,4,0,0,4,2023,"Healthcare",2,"Zyla Health Pvt Ltd",1,"Other"
"Zyla Health Pvt Ltd","India","Healthcare",2023-11-30,2,"Expansion","Sony Innovation Fund","Sony Innovation Fund 3 LP",1,0,4,0,0,4,2023,"Healthcare",2,"Zyla Health Pvt Ltd",1,"Other"
"Zyla Health Pvt Ltd","India","Healthcare",2023-11-30,2,"Expansion","Venture Catalysts Pvt Ltd","Venture Catalysts Pvt Ltd - Unspecified Fund",1,0,4,0,0,4,2023,"Healthcare",2,"Zyla Health Pvt Ltd",1,"Other"
"Zylog Systems, Ltd.","India","Technology",2007-03-31,1,"Expansion","Argonaut Partners LLC","Argonaut Partners LLC - Unspecified Fund",4,4,10,0,0,10,2007,"Technology",1,"Zylog Systems, Ltd.",4,"Other"
"Zylog Systems, Ltd.","India","Technology",2007-03-31,1,"Expansion","Ascent Capital Advisors India Pvt Ltd","Ascent India Fund",6,6,10,0,0,10,2007,"Technology",1,"Zylog Systems, Ltd.",6,"Other"
"Zyngo Ev Mobility Pvt Ltd","India","Industrials",2023-05-09,1,"Expansion","Delta Corp Holdings Ltd","Delta Corp Holdings Ltd - Unspecified Fund",3,0,5,0,0,5,2023,"Industrials",1,"Zyngo Ev Mobility Pvt Ltd",3,"Other"
"Zyngo Ev Mobility Pvt Ltd","India","Industrials",2023-05-09,1,"Expansion","Lc Nueva Investment Partners LLP","LC Nueva Alternative Investment Fund",3,0,5,0,0,5,2023,"Industrials",1,"Zyngo Ev Mobility Pvt Ltd",3,"Other"
"Zywie Ventures Pvt Ltd","India","Consumer Cyclicals",2020-06-25,1,"Expansion","Titan Capital Services Pvt Ltd","Titan Capital Services Pvt Ltd - Unspecified Fund",3,0,5,0,0,5,2020,"Consumer Cyclicals",1,"Zywie Ventures Pvt Ltd",3,"Other"
"Zywie Ventures Pvt Ltd","India","Consumer Cyclicals",2020-06-25,1,"Expansion","Z47","Matrix Partners India III LLC",3,0,5,0,0,5,2020,"Consumer Cyclicals",1,"Zywie Ventures Pvt Ltd",3,"Other"
"Zywie Ventures Pvt Ltd","India","Consumer Cyclicals",2021-03-17,2,"Expansion","Eight Roads Services (UK) Ltd","Eight Roads Ventures India III LP",4,0,12,0,0,12,2021,"Consumer Cyclicals",2,"Zywie Ventures Pvt Ltd",4,"Other"
"Zywie Ventures Pvt Ltd","India","Consumer Cyclicals",2021-03-17,2,"Expansion","F-Prime Inc","F-Prime Capital Partners Life Sciences Fund VI",4,0,12,0,0,12,2021,"Consumer Cyclicals",2,"Zywie Ventures Pvt Ltd",4,"Other"
"Zywie Ventures Pvt Ltd","India","Consumer Cyclicals",2021-03-17,2,"Expansion","Z47","Matrix Partners India III LLC",4,0,12,0,0,12,2021,"Consumer Cyclicals",2,"Zywie Ventures Pvt Ltd",4,"Other"
"BEBB India Pvt Ltd","India","Technology",2018-04-02,6,"Expansion","Innoven Capital India Pvt Ltd","InnoVen Capital- Unspecified Fund",0,0,0,0,0,0,2018,"Technology",6,"BEBB India Pvt Ltd",0,"Other"
"Knocksense Media Services Pvt Ltd","India","Technology",2021-11-15,3,"Bridge Loan","Appyhigh Technology LLP","AppyHigh Growth Fund",0,0,0,0,0,0,2021,"Technology",3,"Knocksense Media Services Pvt Ltd",0,"Other"
"Knocksense Media Services Pvt Ltd","India","Technology",2021-11-15,3,"Bridge Loan","Mumbai Angels Network Pvt Ltd","Mumbai Angels - Unspecified Fund",0,0,0,0,0,0,2021,"Technology",3,"Knocksense Media Services Pvt Ltd",0,"Other"
"Knocksense Media Services Pvt Ltd","India","Technology",2021-11-15,3,"Bridge Loan","Undisclosed Firm","Undisclosed Fund",0,0,0,0,0,0,2021,"Technology",3,"Knocksense Media Services Pvt Ltd",0,"Other"
"Knocksense Media Services Pvt Ltd","India","Technology",2021-11-15,3,"Bridge Loan","We Founder Circle Pvt Ltd","We Founder Circle - Unspecified Fund",0,0,0,0,0,0,2021,"Technology",3,"Knocksense Media Services Pvt Ltd",0,"Other"
"Inclusion Technologies Inc","India","Technology",2007-06-11,4,"Bridge Loan","Innoventures Capital Partners","UTFC Fund II LLC",0,0,0,0,0,0,2007,"Technology",4,"Inclusion Technologies Inc",0,"Other"
"Inclusion Technologies Inc","India","Technology",2008-07-31,6,"Bridge Loan","Innoventures Capital Partners","UTFC Fund II LLC",0,0,0,0,0,0,2008,"Technology",6,"Inclusion Technologies Inc",0,"Other"
"June Software Pvt Ltd","India","Technology",2012-07-17,1,"Bridge Loan","Undisclosed Firm","Undisclosed Fund",0,0,0,0,0,0,2012,"Technology",1,"June Software Pvt Ltd",0,"Other"
"Eatclub Brands Pvt Ltd","India","Consumer Cyclicals",2019-01-31,3,"Bridge Loan","Trifecta Capital Partners LP","Trifecta Capital Partners LP - Unspecified Fund",0,0,0,0,0,0,2019,"Consumer Cyclicals",3,"Eatclub Brands Pvt Ltd",0,"Other"
"Intents Mobi Pvt Ltd","India","Technology",2023-02-09,3,"Bridge Loan","Undisclosed Firm","Undisclosed Fund",0,0,0,0,0,0,2023,"Technology",3,"Intents Mobi Pvt Ltd",0,"Other"
"Inclusion Technologies Inc","India","Technology",2010-05-25,7,"Bridge Loan","Innoventures Capital Partners","UTFC Fund II LLC",0,0,0,0,0,0,2010,"Technology",7,"Inclusion Technologies Inc",0,"Other"
"Health Arx Technologies Pvt Ltd","India","Technology",2022-09-10,5,"Bridge Loan","Alteria Capital Advisors Llp","Alteria Capital India Fund I",0,0,0,0,0,0,2022,"Technology",5,"Health Arx Technologies Pvt Ltd",0,"Other"
"Apollo Hospitals Enterprise Ltd","India","Healthcare",2012-05-31,6,"PIPE","Apax Partners LLP","APAX Europe VII, L.P.",1,1,1,0,0,1,2012,"Healthcare",6,"Apollo Hospitals Enterprise Ltd",1,"Other"
"Varco","India","Healthcare",2023-11-06,2,"Bridge Loan","Undisclosed Firm","Undisclosed Fund",0,0,0,0,0,0,2023,"Healthcare",2,"Varco",0,"Other"
"Varco","India","Healthcare",2023-11-06,2,"Bridge Loan","Undisclosed Firm","Undisclosed Fund",0,0,0,0,0,0,2023,"Healthcare",2,"Varco",0,"Other"
"Dream Road Technologies Pvt Ltd","India","Consumer Cyclicals",2020-09-14,2,"Bridge Loan","Undisclosed Firm","Undisclosed Fund",0,0,0,0,0,0,2020,"Consumer Cyclicals",2,"Dream Road Technologies Pvt Ltd",0,"Other"
"Dream Road Technologies Pvt Ltd","India","Consumer Cyclicals",2020-09-14,2,"Bridge Loan","Undisclosed Firm","Undisclosed Fund",0,0,0,0,0,0,2020,"Consumer Cyclicals",2,"Dream Road Technologies Pvt Ltd",0,"Other"
"Dream Road Technologies Pvt Ltd","India","Consumer Cyclicals",2020-09-14,2,"Bridge Loan","Undisclosed Firm","Undisclosed Fund",0,0,0,0,0,0,2020,"Consumer Cyclicals",2,"Dream Road Technologies Pvt Ltd",0,"Other"
"Tessolve Semiconductor Pvt Ltd","India","Technology",2012-04-13,3,"Bridge Loan","Undisclosed Firm","Undisclosed Fund",0,0,0,0,0,0,2012,"Technology",3,"Tessolve Semiconductor Pvt Ltd",0,"Other"
