"deal_id","company","sector","stage","investment_year","deal_value","deal_size_category"
5322,"IIFL Finance Ltd","Financials",7,2016,173,"Large ($100-500M)"
5323,"IIFL Finance Ltd","Financials",8,2016,150,"Large ($100-500M)"
5324,"Iifl Home Finance Ltd","Financials",1,2022,0,"Micro (<$10M)"
5325,"Iifl Wealth Management Limited","Financials",1,2016,7,"Micro (<$10M)"
5326,"Iifl Wealth Management Limited","Financials",2,2018,0,"Micro (<$10M)"
5327,"Iifl Wealth Management Limited","Financials",2,2018,0,"Micro (<$10M)"
5328,"Iifl Wealth Management Limited","Financials",2,2018,0,"Micro (<$10M)"
5329,"Iifl Wealth Management Limited","Financials",2,2018,0,"Micro (<$10M)"
5330,"Iifl Wealth Management Limited","Financials",2,2018,0,"Micro (<$10M)"
5331,"Iifl Wealth Management Limited","Financials",2,2018,0,"Micro (<$10M)"
5332,"Iifl Wealth Management Limited","Financials",2,2018,0,"Micro (<$10M)"
5333,"Iifl Wealth Management Limited","Financials",2,2018,0,"Micro (<$10M)"
5334,"Iifl Wealth Management Limited","Financials",3,2018,0,"Micro (<$10M)"
5335,"Iifl Wealth Management Limited","Financials",4,2018,0,"Micro (<$10M)"
5336,"Iifl Wealth Management Limited","Financials",5,2020,0,"Micro (<$10M)"
5337,"Iifl Wealth Management Limited","Financials",6,2022,0,"Micro (<$10M)"
5338,"Ikayu Foodlabs Pvt Ltd","Consumer Non-Cyclicals",2,2024,1,"Micro (<$10M)"
5339,"Ikayu Foodlabs Pvt Ltd","Consumer Non-Cyclicals",2,2024,1,"Micro (<$10M)"
5340,"Ikayu Foodlabs Pvt Ltd","Consumer Non-Cyclicals",2,2024,1,"Micro (<$10M)"
5341,"Ikayu Foodlabs Pvt Ltd","Consumer Non-Cyclicals",2,2024,1,"Micro (<$10M)"
5342,"Ikayu Foodlabs Pvt Ltd","Consumer Non-Cyclicals",3,2024,0,"Micro (<$10M)"
5343,"Ikayu Foodlabs Pvt Ltd","Consumer Non-Cyclicals",3,2024,0,"Micro (<$10M)"
5344,"Iken Solutions Pvt Ltd","Technology",1,2012,0,"Micro (<$10M)"
5345,"Il&FS Energy Development Company Ltd","Energy",1,2011,0,"Micro (<$10M)"
5346,"Il&FS Energy Development Company Ltd","Energy",1,2011,0,"Micro (<$10M)"
5347,"IL&FS Milestone Fund - 247 Park","Real Estate",1,2015,0,"Micro (<$10M)"
5348,"IL&FS Securities Services Ltd","Financials",1,2008,10,"Small ($10-50M)"
5349,"IL&FS Transportation Networks, Ltd.","Industrials",2,2007,0,"Micro (<$10M)"
5350,"Ilantus Technologies Pvt Ltd","Technology",2,2006,0,"Micro (<$10M)"
5351,"Illuminify Technologies Pvt Ltd","Technology",3,2024,0,"Micro (<$10M)"
5352,"Illuminify Technologies Pvt Ltd","Technology",3,2024,0,"Micro (<$10M)"
5353,"Illuminify Technologies Pvt Ltd","Technology",3,2024,0,"Micro (<$10M)"
5354,"Illuminify Technologies Pvt Ltd","Technology",3,2024,0,"Micro (<$10M)"
5355,"Illuminify Technologies Pvt Ltd","Technology",3,2024,0,"Micro (<$10M)"
5356,"Iluminar Media Pvt Ltd","Technology",2,2016,1,"Micro (<$10M)"
5357,"Iluminar Media Pvt Ltd","Technology",2,2016,1,"Micro (<$10M)"
5358,"Iluminar Media Pvt Ltd","Technology",3,2017,0,"Micro (<$10M)"
5359,"Iluminar Media Pvt Ltd","Technology",3,2017,0,"Micro (<$10M)"
5360,"Iluminar Media Pvt Ltd","Technology",3,2017,0,"Micro (<$10M)"
5361,"Iluminar Media Pvt Ltd","Technology",4,2019,1,"Micro (<$10M)"
5362,"Iluminar Media Pvt Ltd","Technology",4,2019,1,"Micro (<$10M)"
5363,"Iluminar Media Pvt Ltd","Technology",4,2019,1,"Micro (<$10M)"
5364,"Iluminar Media Pvt Ltd","Technology",4,2019,1,"Micro (<$10M)"
5365,"Iluminar Media Pvt Ltd","Technology",4,2019,1,"Micro (<$10M)"
5366,"Iluminar Media Pvt Ltd","Technology",4,2019,1,"Micro (<$10M)"
5367,"Imaga Trade & Craft Pvt Ltd","Industrials",1,2024,0,"Micro (<$10M)"
5368,"Imaga Trade & Craft Pvt Ltd","Industrials",1,2024,0,"Micro (<$10M)"
5369,"Imaga Trade & Craft Pvt Ltd","Industrials",1,2024,0,"Micro (<$10M)"
5370,"Imaga Trade & Craft Pvt Ltd","Industrials",1,2024,0,"Micro (<$10M)"
5371,"Imaga Trade & Craft Pvt Ltd","Industrials",1,2024,0,"Micro (<$10M)"
5372,"Imaga Trade & Craft Pvt Ltd","Industrials",1,2024,0,"Micro (<$10M)"
5373,"Imaga Trade & Craft Pvt Ltd","Industrials",1,2024,0,"Micro (<$10M)"
5374,"Imagine Healthfin Pvt Ltd","Technology",2,2024,0,"Micro (<$10M)"
5375,"Imagine Healthfin Pvt Ltd","Technology",3,2024,2,"Micro (<$10M)"
5376,"Imagine Healthfin Pvt Ltd","Technology",3,2024,2,"Micro (<$10M)"
5377,"Imagine Healthfin Pvt Ltd","Technology",3,2024,2,"Micro (<$10M)"
5378,"Imagine Marketing Ltd","Technology",3,2020,60,"Medium ($50-100M)"
5379,"Imagine Marketing Ltd","Technology",4,2021,100,"Large ($100-500M)"
5380,"Imagine Marketing Ltd","Technology",5,2021,7,"Micro (<$10M)"
5381,"Imagine Marketing Ltd","Technology",6,2022,30,"Small ($10-50M)"
5382,"Imagine Marketing Ltd","Technology",6,2022,30,"Small ($10-50M)"
5383,"Imagine Marketing Ltd","Technology",7,2022,0,"Micro (<$10M)"
5384,"Imagine Marketing Ltd","Technology",7,2022,0,"Micro (<$10M)"
5385,"Imagine Marketing Ltd","Technology",8,2022,50,"Medium ($50-100M)"
5386,"Imagismart Solutions Pvt Ltd","Industrials",1,2019,0,"Micro (<$10M)"
5387,"Imagismart Solutions Pvt Ltd","Industrials",1,2019,0,"Micro (<$10M)"
5388,"Imagismart Solutions Pvt Ltd","Industrials",1,2019,0,"Micro (<$10M)"
5389,"Imagismart Solutions Pvt Ltd","Industrials",1,2019,0,"Micro (<$10M)"
5390,"Imagismart Solutions Pvt Ltd","Industrials",1,2019,0,"Micro (<$10M)"
5391,"Imagismart Solutions Pvt Ltd","Industrials",1,2019,0,"Micro (<$10M)"
5392,"Imarticus Learning Pvt Ltd","Academic & Educational Services",2,2018,2,"Micro (<$10M)"
5393,"Imc Ltd","Industrials",1,2010,19,"Small ($10-50M)"
5394,"iMint Loyalty Services Research Ltd","Consumer Cyclicals",1,2010,0,"Micro (<$10M)"
5395,"iMint Loyalty Services Research Ltd","Consumer Cyclicals",1,2010,0,"Micro (<$10M)"
5396,"Immuneel Therapeutics Pvt Ltd","Healthcare",2,2022,4,"Micro (<$10M)"
5397,"Immuneel Therapeutics Pvt Ltd","Healthcare",2,2022,4,"Micro (<$10M)"
5398,"Immuneel Therapeutics Pvt Ltd","Healthcare",2,2022,4,"Micro (<$10M)"
5399,"Immuneel Therapeutics Pvt Ltd","Healthcare",2,2022,4,"Micro (<$10M)"
5400,"Immuneel Therapeutics Pvt Ltd","Healthcare",3,2024,12,"Small ($10-50M)"
5401,"IMP Powers, Ltd.","Industrials",1,2007,5,"Micro (<$10M)"
5402,"Impact Guru Technology Ventures Pvt Ltd","Technology",3,2018,0,"Micro (<$10M)"
5403,"Impact Guru Technology Ventures Pvt Ltd","Technology",3,2018,0,"Micro (<$10M)"
5404,"Imperial Auto Industries Ltd","Consumer Cyclicals",1,2022,77,"Medium ($50-100M)"
5405,"Imperial Auto Industries Ltd","Consumer Cyclicals",2,2023,74,"Medium ($50-100M)"
5406,"Imperial Spirits Ltd","Consumer Non-Cyclicals",1,2007,0,"Micro (<$10M)"
5407,"Impresa Hospitality Management Pvt Ltd","Consumer Cyclicals",1,2014,3,"Micro (<$10M)"
5408,"Impresario Entertainment & Hospitality Pvt Ltd","Consumer Cyclicals",1,2011,2,"Micro (<$10M)"
5409,"Impresario Entertainment & Hospitality Pvt Ltd","Consumer Cyclicals",1,2011,9,"Micro (<$10M)"
5410,"Impresario Entertainment & Hospitality Pvt Ltd","Consumer Cyclicals",2,2017,1,"Micro (<$10M)"
5411,"Impresario Entertainment & Hospitality Pvt Ltd","Consumer Cyclicals",3,2022,0,"Micro (<$10M)"
5412,"Ims Learning Resources Pvt Ltd","Technology",1,2009,5,"Micro (<$10M)"
5413,"Inasra Technologies Private Ltd","Technology",1,2012,1,"Micro (<$10M)"
5414,"Incluzon Inc","Technology",1,2022,0,"Micro (<$10M)"
5415,"Incor Infrastructure Pvt Ltd","Real Estate",2,2022,0,"Micro (<$10M)"
5416,"Incor Infrastructure Pvt Ltd","Real Estate",2,2022,0,"Micro (<$10M)"
5417,"Incred Financial Services Ltd","Financials",3,2022,0,"Micro (<$10M)"
5418,"Incred Financial Services Ltd","Financials",3,2022,0,"Micro (<$10M)"
5419,"Incred Financial Services Ltd","Financials",3,2022,0,"Micro (<$10M)"
5420,"Incred Financial Services Ltd","Financials",3,2022,0,"Micro (<$10M)"
5421,"Incred Financial Services Ltd","Financials",3,2022,0,"Micro (<$10M)"
5422,"Incred Financial Services Ltd","Financials",3,2022,0,"Micro (<$10M)"
5423,"Incred Financial Services Ltd","Financials",3,2022,0,"Micro (<$10M)"
5424,"Incred Financial Services Ltd","Financials",4,2023,0,"Micro (<$10M)"
5425,"Incred Financial Services Ltd","Financials",4,2023,0,"Micro (<$10M)"
5426,"Incred Financial Services Ltd","Financials",4,2023,0,"Micro (<$10M)"
5427,"Incred Financial Services Ltd","Financials",4,2023,0,"Micro (<$10M)"
5428,"Incred Financial Services Ltd","Financials",4,2023,0,"Micro (<$10M)"
5429,"Incred Financial Services Ltd","Financials",4,2023,0,"Micro (<$10M)"
5430,"Incred Financial Services Ltd","Financials",4,2023,0,"Micro (<$10M)"
5431,"Incred Financial Services Ltd","Financials",5,2023,15,"Small ($10-50M)"
5432,"Incred Financial Services Ltd","Financials",5,2023,15,"Small ($10-50M)"
5433,"Incred Financial Services Ltd","Financials",5,2023,5,"Micro (<$10M)"
5434,"Incred Financial Services Ltd","Financials",5,2023,9,"Micro (<$10M)"
5435,"Incred Financial Services Ltd","Financials",5,2023,1,"Micro (<$10M)"
5436,"Incred Financial Services Ltd","Financials",5,2023,15,"Small ($10-50M)"
5437,"Incredible Technologies Pvt Ltd","Consumer Cyclicals",2,2019,1,"Micro (<$10M)"
5438,"Incredible Technologies Pvt Ltd","Consumer Cyclicals",2,2019,1,"Micro (<$10M)"
5439,"Incredible Technologies Pvt Ltd","Consumer Cyclicals",2,2019,1,"Micro (<$10M)"
5440,"Incredible Technologies Pvt Ltd","Consumer Cyclicals",2,2019,1,"Micro (<$10M)"
5441,"Incredible Technologies Pvt Ltd","Consumer Cyclicals",3,2020,0,"Micro (<$10M)"
5442,"Incredible Technologies Pvt Ltd","Consumer Cyclicals",5,2021,0,"Micro (<$10M)"
5443,"Incredible Technologies Pvt Ltd","Consumer Cyclicals",5,2021,0,"Micro (<$10M)"
5444,"Incredible Technologies Pvt Ltd","Consumer Cyclicals",5,2021,0,"Micro (<$10M)"
5445,"Incredible Technologies Pvt Ltd","Consumer Cyclicals",5,2021,0,"Micro (<$10M)"
5446,"Incuspaze Solutions Pvt Ltd","Real Estate",1,2024,0,"Micro (<$10M)"
5447,"Incuspaze Solutions Pvt Ltd","Real Estate",1,2024,0,"Micro (<$10M)"
5448,"Ind Barath Power Infra Ltd","Utilities",3,2015,122,"Large ($100-500M)"
5449,"Ind-Barath Energy (Utkal) Ltd","Energy",1,2011,45,"Small ($10-50M)"
5450,"Indegene Ltd","Industrials",3,2021,0,"Micro (<$10M)"
5451,"Indegene Ltd","Industrials",3,2021,0,"Micro (<$10M)"
5452,"Indegene Ltd","Industrials",4,2021,0,"Micro (<$10M)"
5453,"Indegene Ltd","Industrials",4,2021,0,"Micro (<$10M)"
5454,"Indegene Ltd","Industrials",5,2022,0,"Micro (<$10M)"
5455,"Indegene Ltd","Industrials",5,2022,0,"Micro (<$10M)"
5456,"Indegene Ltd","Industrials",6,2024,0,"Micro (<$10M)"
5457,"Indegene Ltd","Industrials",6,2024,0,"Micro (<$10M)"
5458,"India Finserve Advisors Pvt Ltd","Industrials",1,2010,0,"Micro (<$10M)"
5459,"India Grid Trust","Utilities",1,2019,142,"Large ($100-500M)"
5460,"India Grid Trust","Utilities",1,2019,157,"Large ($100-500M)"
5461,"India Grid Trust","Utilities",1,2019,64,"Medium ($50-100M)"
5462,"India Grid Trust","Utilities",2,2020,0,"Micro (<$10M)"
5463,"India Grid Trust","Utilities",2,2020,0,"Micro (<$10M)"
5464,"India Grid Trust","Utilities",3,2020,0,"Micro (<$10M)"
5465,"India Grid Trust","Utilities",3,2020,0,"Micro (<$10M)"
5466,"India Grid Trust","Utilities",4,2021,0,"Micro (<$10M)"
5467,"India Grid Trust","Utilities",4,2021,0,"Micro (<$10M)"
5468,"India Grid Trust","Utilities",5,2021,0,"Micro (<$10M)"
5469,"India Grid Trust","Utilities",5,2021,0,"Micro (<$10M)"
5470,"India Grid Trust","Utilities",6,2021,0,"Micro (<$10M)"
5471,"India Grid Trust","Utilities",7,2023,0,"Micro (<$10M)"
5472,"India Hospitality Corp","Consumer Cyclicals",1,2007,0,"Micro (<$10M)"
5473,"India Hospitality Corp","Consumer Cyclicals",2,2007,28,"Small ($10-50M)"
5474,"India Hospitality Corp","Consumer Cyclicals",2,2007,28,"Small ($10-50M)"
5475,"India Infoline Marketing Services  Ltd (Aka  Iimsl)","Financials",1,2007,0,"Micro (<$10M)"
5476,"India Property Online Pvt Ltd","Technology",1,2013,3,"Micro (<$10M)"
5477,"India Property Online Pvt Ltd","Technology",1,2013,1,"Micro (<$10M)"
5478,"India Property Online Pvt Ltd","Technology",2,2013,6,"Micro (<$10M)"
5479,"India Property Online Pvt Ltd","Technology",2,2013,3,"Micro (<$10M)"
5480,"India World Technologies Pvt Ltd","Real Estate",2,2014,5,"Micro (<$10M)"
5481,"India World Technologies Pvt Ltd","Real Estate",2,2014,6,"Micro (<$10M)"
5482,"India World Technologies Pvt Ltd","Real Estate",2,2014,6,"Micro (<$10M)"
5483,"India World Technologies Pvt Ltd","Real Estate",2,2014,6,"Micro (<$10M)"
5484,"India1 Payments Ltd","Technology",1,2013,0,"Micro (<$10M)"
5485,"Indiabulls Credit Services Ltd","Financials",1,2006,20,"Small ($10-50M)"
5486,"Indiabulls Housing Finance Ltd","Financials",1,2020,86,"Medium ($50-100M)"
5487,"Indiabulls Infraestate, Ltd.","Consumer Cyclicals",1,2012,13,"Small ($10-50M)"
5488,"Indiabulls Infraestate, Ltd.","Consumer Cyclicals",1,2012,13,"Small ($10-50M)"
5489,"Indiabulls Infraestate, Ltd.","Consumer Cyclicals",1,2012,13,"Small ($10-50M)"
5490,"Indiabulls Infrastructure Development Ltd","Industrials",1,2012,1,"Micro (<$10M)"
5491,"Indiafirst Life Insurance Co Ltd","Financials",1,2019,51,"Medium ($50-100M)"
5492,"Indiafirst Life Insurance Co Ltd","Financials",1,2019,51,"Medium ($50-100M)"
5493,"Indiafirst Life Insurance Co Ltd","Financials",2,2019,10,"Small ($10-50M)"
5494,"Indiafirst Life Insurance Co Ltd","Financials",2,2019,10,"Small ($10-50M)"
5495,"Indiafirst Life Insurance Co Ltd","Financials",3,2020,0,"Micro (<$10M)"
5496,"Indiafirst Life Insurance Co Ltd","Financials",3,2020,0,"Micro (<$10M)"
5497,"Indiafirst Life Insurance Co Ltd","Financials",4,2022,0,"Micro (<$10M)"
5498,"Indiafirst Life Insurance Co Ltd","Financials",4,2022,0,"Micro (<$10M)"
5499,"Indiafirst Life Insurance Co Ltd","Financials",5,2023,0,"Micro (<$10M)"
5500,"Indiaideas Com Ltd","Industrials",4,2006,5,"Micro (<$10M)"
5501,"Indiaideas Com Ltd","Industrials",4,2006,3,"Micro (<$10M)"
5502,"Indiaideas Com Ltd","Industrials",5,2012,0,"Micro (<$10M)"
5503,"Indiaideas Com Ltd","Industrials",6,2015,0,"Micro (<$10M)"
5504,"Indiaideas Com Ltd","Industrials",7,2016,18,"Small ($10-50M)"
5505,"Indiaideas Com Ltd","Industrials",7,2016,5,"Micro (<$10M)"
5506,"Indian Aero Ventures Pvt Ltd","Industrials",1,2022,0,"Micro (<$10M)"
5507,"Indian Ambience Vineyards Pvt., Ltd.","Consumer Non-Cyclicals",1,2011,0,"Micro (<$10M)"
5508,"Indian Clothing League Pvt Ltd","Consumer Cyclicals",1,2014,8,"Micro (<$10M)"
5509,"Indian Commodity Exchange Ltd","Financials",1,2011,0,"Micro (<$10M)"
5510,"Indian Cookery Pvt Ltd","Consumer Cyclicals",1,2011,0,"Micro (<$10M)"
5511,"Indian Energy Exchange Ltd","Technology",3,2015,11,"Small ($10-50M)"
5512,"Indian Energy Exchange Ltd","Technology",3,2015,11,"Small ($10-50M)"
5513,"Indian Energy Exchange Ltd","Technology",3,2015,11,"Small ($10-50M)"
5514,"Indian Energy Exchange Ltd","Technology",3,2015,11,"Small ($10-50M)"
5515,"Indian Energy Exchange Ltd","Technology",3,2015,11,"Small ($10-50M)"
5516,"Indian Energy Exchange Ltd","Technology",4,2015,12,"Small ($10-50M)"
5517,"Indian Energy Exchange Ltd","Technology",5,2016,1,"Micro (<$10M)"
5518,"Indian Energy Exchange Ltd","Technology",5,2016,1,"Micro (<$10M)"
5519,"Indian Realty Project - Somatane","Industrials",1,2012,4,"Micro (<$10M)"
5520,"Indian Realty Project - Somatane","Industrials",1,2012,4,"Micro (<$10M)"
5521,"Indian Realty Project - Somatane","Industrials",1,2012,4,"Micro (<$10M)"
5522,"IndiatimesCom","Technology",1,2005,18,"Small ($10-50M)"
5523,"IndiatimesCom","Technology",1,2005,18,"Small ($10-50M)"
5524,"IndiatimesCom","Technology",2,2005,7,"Micro (<$10M)"
5525,"Indicold Pvt Ltd","Industrials",1,2024,0,"Micro (<$10M)"
5526,"Indiejewel Fashions Pvt Ltd","Consumer Cyclicals",3,2023,6,"Micro (<$10M)"
5527,"Indiejewel Fashions Pvt Ltd","Consumer Cyclicals",3,2023,6,"Micro (<$10M)"
5528,"Indiejewel Fashions Pvt Ltd","Consumer Cyclicals",3,2023,6,"Micro (<$10M)"
5529,"Indiejewel Fashions Pvt Ltd","Consumer Cyclicals",3,2023,6,"Micro (<$10M)"
5530,"Indiejewel Fashions Pvt Ltd","Consumer Cyclicals",4,2024,0,"Micro (<$10M)"
5531,"Indiejewel Fashions Pvt Ltd","Consumer Cyclicals",5,2024,12,"Small ($10-50M)"
5532,"Indiejewel Fashions Pvt Ltd","Consumer Cyclicals",6,2024,8,"Micro (<$10M)"
5533,"Indiejewel Fashions Pvt Ltd","Consumer Cyclicals",6,2024,8,"Micro (<$10M)"
5534,"Indiejewel Fashions Pvt Ltd","Consumer Cyclicals",6,2024,8,"Micro (<$10M)"
5535,"Indiejewel Fashions Pvt Ltd","Consumer Cyclicals",6,2024,8,"Micro (<$10M)"
5536,"Indifi Technologies Pvt Ltd","Industrials",2,2019,3,"Micro (<$10M)"
5537,"Indifi Technologies Pvt Ltd","Industrials",2,2019,15,"Small ($10-50M)"
5538,"Indifi Technologies Pvt Ltd","Industrials",2,2019,0,"Micro (<$10M)"
5539,"Indifi Technologies Pvt Ltd","Industrials",2,2019,2,"Micro (<$10M)"
5540,"Indifi Technologies Pvt Ltd","Industrials",2,2019,2,"Micro (<$10M)"
5541,"Indifi Technologies Pvt Ltd","Industrials",4,2021,3,"Micro (<$10M)"
5542,"Indifi Technologies Pvt Ltd","Industrials",6,2021,3,"Micro (<$10M)"
5543,"Indifi Technologies Pvt Ltd","Industrials",6,2021,3,"Micro (<$10M)"
5544,"Indifi Technologies Pvt Ltd","Industrials",6,2021,3,"Micro (<$10M)"
5545,"Indifi Technologies Pvt Ltd","Industrials",6,2021,3,"Micro (<$10M)"
5546,"Indifi Technologies Pvt Ltd","Industrials",6,2021,3,"Micro (<$10M)"
5547,"Indifi Technologies Pvt Ltd","Industrials",6,2021,3,"Micro (<$10M)"
5548,"Indifi Technologies Pvt Ltd","Industrials",6,2021,3,"Micro (<$10M)"
5549,"IndInfravit Trust","Industrials",1,2021,142,"Large ($100-500M)"
5550,"Indinvoice Tech Solutions Pvt Ltd","Financials",2,2024,1,"Micro (<$10M)"
5551,"Indinvoice Tech Solutions Pvt Ltd","Financials",2,2024,1,"Micro (<$10M)"
5552,"Indinvoice Tech Solutions Pvt Ltd","Financials",2,2024,1,"Micro (<$10M)"
5553,"Indira IVF Hospital Pvt Ltd","Healthcare",1,2019,0,"Micro (<$10M)"
5554,"Indira IVF Hospital Pvt Ltd","Healthcare",2,2023,0,"Micro (<$10M)"
5555,"Inditrade Capital Ltd","Financials",1,2007,0,"Micro (<$10M)"
5556,"Indo Schottle Auto Parts Pvt","Consumer Cyclicals",1,2006,1,"Micro (<$10M)"
5557,"Indo Shell Mould Ltd","Industrials",1,2006,3,"Micro (<$10M)"
5558,"Indoco Remedies Ltd","Healthcare",1,2013,2,"Micro (<$10M)"
5559,"IndoSpace Core","Real Estate",1,2017,0,"Micro (<$10M)"
5560,"IndoSpace Core","Real Estate",2,2018,0,"Micro (<$10M)"
5561,"IndoStar Capital Finance Ltd","Financials",1,2011,0,"Micro (<$10M)"
5562,"IndoStar Capital Finance Ltd","Financials",1,2011,0,"Micro (<$10M)"
5563,"IndoStar Capital Finance Ltd","Financials",1,2011,0,"Micro (<$10M)"
5564,"IndoStar Capital Finance Ltd","Financials",1,2011,0,"Micro (<$10M)"
5565,"IndoStar Capital Finance Ltd","Financials",2,2011,0,"Micro (<$10M)"
5566,"IndoStar Capital Finance Ltd","Financials",3,2017,0,"Micro (<$10M)"
5567,"IndoStar Capital Finance Ltd","Financials",4,2020,295,"Large ($100-500M)"
5568,"Indu Projects Ltd","Industrials",1,2007,33,"Small ($10-50M)"
5569,"Indu Projects Ltd","Industrials",2,2008,0,"Micro (<$10M)"
5570,"Indus Software Pvt Ltd","Technology",2,2015,0,"Micro (<$10M)"
5571,"Indus Towers Ltd","Technology",1,2007,0,"Micro (<$10M)"
5572,"Indus Towers Ltd","Technology",1,2007,0,"Micro (<$10M)"
5573,"Indus Towers Ltd","Technology",1,2007,0,"Micro (<$10M)"
5574,"Indus Towers Ltd","Technology",1,2007,0,"Micro (<$10M)"
5575,"Indus Towers Ltd","Technology",1,2007,0,"Micro (<$10M)"
5576,"Indus Towers Ltd","Technology",1,2007,0,"Micro (<$10M)"
5577,"Indus Towers Ltd","Technology",1,2007,0,"Micro (<$10M)"
5578,"Indus Towers Ltd","Technology",2,2008,0,"Micro (<$10M)"
5579,"Indus Towers Ltd","Technology",3,2008,0,"Micro (<$10M)"
5580,"Indus Towers Ltd","Technology",4,2012,0,"Micro (<$10M)"
5581,"Indus Towers Ltd","Technology",4,2012,0,"Micro (<$10M)"
5582,"Indus Towers Ltd","Technology",4,2012,0,"Micro (<$10M)"
5583,"Indus Towers Ltd","Technology",4,2012,0,"Micro (<$10M)"
5584,"Indus Towers Ltd","Technology",4,2012,0,"Micro (<$10M)"
5585,"Indus Towers Ltd","Technology",4,2012,0,"Micro (<$10M)"
5586,"Indus Towers Ltd","Technology",4,2012,0,"Micro (<$10M)"
5587,"Indus Towers Ltd","Technology",4,2012,0,"Micro (<$10M)"
5588,"Indus Towers Ltd","Technology",5,2017,300,"Large ($100-500M)"
5589,"Indus Towers Ltd","Technology",5,2017,1,"Micro (<$10M)"
5590,"Indus World School","Academic & Educational Services",1,2011,5,"Micro (<$10M)"
5591,"Indus World School","Academic & Educational Services",1,2011,5,"Micro (<$10M)"
5592,"Indusface Pvt Ltd","Technology",1,2020,5,"Micro (<$10M)"
5593,"Indusind Bank Ltd","Financials",1,2011,15,"Small ($10-50M)"
5594,"Indusind Bank Ltd","Financials",2,2011,27,"Small ($10-50M)"
5595,"Indusind Bank Ltd","Financials",3,2011,28,"Small ($10-50M)"
5596,"Industrybuying.com","Consumer Cyclicals",1,2015,2,"Micro (<$10M)"
5597,"Industrybuying.com","Consumer Cyclicals",2,2015,3,"Micro (<$10M)"
5598,"Industrybuying.com","Consumer Cyclicals",2,2015,3,"Micro (<$10M)"
5599,"Industrybuying.com","Consumer Cyclicals",2,2015,3,"Micro (<$10M)"
5600,"Infeedo Pvt Ltd","Technology",1,2020,0,"Micro (<$10M)"
5601,"Infeedo Pvt Ltd","Technology",1,2020,0,"Micro (<$10M)"
5602,"Infeedo Pvt Ltd","Technology",1,2020,0,"Micro (<$10M)"
5603,"Infeedo Pvt Ltd","Technology",1,2020,0,"Micro (<$10M)"
5604,"Infeedo Pvt Ltd","Technology",2,2020,0,"Micro (<$10M)"
5605,"Infeedo Pvt Ltd","Technology",2,2020,0,"Micro (<$10M)"
5606,"Inficold India Pvt Ltd","Industrials",1,2021,0,"Micro (<$10M)"
5607,"Inficold India Pvt Ltd","Industrials",1,2021,0,"Micro (<$10M)"
5608,"Infifresh Foods Pvt Ltd","Technology",6,2023,3,"Micro (<$10M)"
5609,"Infifresh Foods Pvt Ltd","Technology",6,2023,3,"Micro (<$10M)"
5610,"Infifresh Foods Pvt Ltd","Technology",6,2023,3,"Micro (<$10M)"
5611,"Infifresh Foods Pvt Ltd","Technology",6,2023,3,"Micro (<$10M)"
5612,"Infifresh Foods Pvt Ltd","Technology",6,2023,3,"Micro (<$10M)"
5613,"Infifresh Foods Pvt Ltd","Technology",6,2023,3,"Micro (<$10M)"
5614,"Infifresh Foods Pvt Ltd","Technology",6,2023,3,"Micro (<$10M)"
5615,"Infifresh Foods Pvt Ltd","Technology",7,2024,6,"Micro (<$10M)"
5616,"Infifresh Foods Pvt Ltd","Technology",7,2024,4,"Micro (<$10M)"
5617,"Infifresh Foods Pvt Ltd","Technology",7,2024,3,"Micro (<$10M)"
5618,"Infifresh Foods Pvt Ltd","Technology",7,2024,0,"Micro (<$10M)"
5619,"Infifresh Foods Pvt Ltd","Technology",7,2024,12,"Small ($10-50M)"
5620,"Infifresh Foods Pvt Ltd","Technology",8,2024,12,"Small ($10-50M)"
5621,"Infiiloom India Pvt Ltd","Consumer Cyclicals",1,2024,0,"Micro (<$10M)"
5622,"Infilect Technologies Pvt Ltd","Technology",1,2020,1,"Micro (<$10M)"
5623,"Infilect Technologies Pvt Ltd","Technology",1,2020,1,"Micro (<$10M)"
5624,"Infilect Technologies Pvt Ltd","Technology",1,2020,1,"Micro (<$10M)"
5625,"Infilect Technologies Pvt Ltd","Technology",2,2022,0,"Micro (<$10M)"
5626,"Infinite Uptime India Pvt Ltd","Technology",4,2020,1,"Micro (<$10M)"
5627,"Infinite Uptime India Pvt Ltd","Technology",4,2020,1,"Micro (<$10M)"
5628,"Infinite Uptime India Pvt Ltd","Technology",4,2020,1,"Micro (<$10M)"
5629,"Infinite Uptime India Pvt Ltd","Technology",4,2020,1,"Micro (<$10M)"
5630,"Infinite Uptime India Pvt Ltd","Technology",4,2020,1,"Micro (<$10M)"
5631,"Infinite Uptime India Pvt Ltd","Technology",4,2020,1,"Micro (<$10M)"
5632,"Infinite Uptime India Pvt Ltd","Technology",5,2023,3,"Micro (<$10M)"
5633,"Infinite Uptime India Pvt Ltd","Technology",5,2023,3,"Micro (<$10M)"
5634,"Infinite Uptime India Pvt Ltd","Technology",5,2023,3,"Micro (<$10M)"
5635,"Infinite Uptime India Pvt Ltd","Technology",5,2023,3,"Micro (<$10M)"
5636,"Infinite Uptime India Pvt Ltd","Technology",5,2023,3,"Micro (<$10M)"
5637,"Infinite Uptime India Pvt Ltd","Technology",5,2023,3,"Micro (<$10M)"
5638,"Infinite Uptime India Pvt Ltd","Technology",6,2023,0,"Micro (<$10M)"
5639,"Infinity Film Completion","Consumer Cyclicals",1,2007,0,"Micro (<$10M)"
